Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
M31	1.15	0.73	1.88	2.24	4.14	3.32
Eps8l3	0.07	0.1	0.12	0.02	0	0.07
Snord66	0	0	0	0	0	0
Swt1	0.88	0.73	0.64	2.1	4.85	4.27
Yap1	5.54	7.09	8.31	8.93	19.16	14.66
DQ714404	0	0	0	0	0	0
DQ558161	0	0	0	0	0	0
Idi2	0.01	0.08	0.05	0.09	0.1	0.1
AK158157	0.04	0.14	0.04	0.23	0.5	0.2
DQ725163	0	0	0	0	0	0
KY468216	0.03	0	0	0	0	0
M34214	0	0	0	0	0	0
Ythdf2	1.87	2.26	2.43	5.76	7.18	6.59
Tex47	0.18	0	0.01	0.24	0.12	0
Wdr24	0.65	0.65	0.78	1.92	3.59	2.99
Fbxo10	0.17	0.26	0.54	0.6	1.69	0.97
AA619741	0.02	0.24	0.45	0.11	0.09	0.14
Mir380	0	0	0	0	0	0
Nnat	0.61	0.77	0.79	2.3	4.23	4.19
9430019J16Rik	0	0	0	0	0.1	0
AK014513	0.02	0.04	0.02	0.09	0.09	0.09
Gm6356	0.03	0.2	0.26	0.16	0.06	0.08
DQ700457	0	0	0	0	0	0
Kctd19	0.02	0.07	0.14	0.13	0.33	0.13
Nlrp10	0.09	0.07	0.19	0.19	0.25	0.36
Wfdc16	0.07	0.37	0	0.1	0.23	0.08
DQ717768	0	0	0	0	0	0
DQ703867	0	0	0	0	0	0
2310005A03Rik	0	0.05	0	0.08	0.12	0
Mir6376	0	0	0	0	0	0
1700110K17Rik	0	0.17	0.25	0.36	0.41	0.8
DQ712671	0	0	0	0	0	0
9230102O04Rik	0	0	0	0.17	0	0
DQ694805	0	0	0	0	0	0
Trim34b	0.29	0.82	0.33	3.28	4.79	3.76
2010107E04Rik	24.71	25.91	24.32	49.54	44.38	34.5
DQ545648	0	0	0	0	0	0
Olfr1423	0	0.12	0.3	0.06	0	0
Pifo	0.64	0.73	0.31	0.64	0.3	1.26
Skint11	0	0	0	0	0	0
Myo9a	1.41	1.52	1.74	2.29	6.72	5.3
KY964569	0	0	0.28	0	0	0
Olfr146	0.05	0	0.04	0	0	0
Hspa1a	1.8	0.66	0.31	1.91	2.87	5.16
Smurf2	6.21	7.18	7.81	9.75	16.11	13.17
Uqcc1	0.73	1.01	0.56	1.51	3.52	2.23
Fitm1	0.19	0.08	0.27	0.32	0.3	0
S100z	0	0.32	0	0	0	0
DQ568896	0	0	0	0	0	0
Hif1a	6.77	7.66	6.7	21.67	28.07	25.18
Ccl6	24.11	19.54	28.36	140.05	76.89	79.78
Cpsf1	0.95	1.46	1.37	3.96	6.8	5.62
C2cd2l	0.89	0.69	0.97	2.05	3.49	3.68
Klrb1	0	0	0	0	0	0
Olfr722	0.12	0.08	0.3	0.31	0.1	0
Sec62	2.28	2.78	3.77	5.58	12.01	8.94
0610009E02Rik	0	0	0	0	0.19	0.23
Dact2	0.3	0.16	0.25	0.23	0.25	0.49
Eif2ak3	0.67	0.63	1.5	2.22	3.76	3.32
DQ725632	0	0	0	0	0	0
Mir1936	0	0	0	0	0	0
Cahm	0.1	0.14	0.31	0.18	0.21	0.2
Cog1	1.53	3.67	2.2	5.62	9.32	8.22
Dicer1	3.21	3.25	4.68	8.02	16.78	14.36
D930015M05Rik	0	0.03	0.26	0	0.86	0.56
Rcvrn	0.02	0	0	0.16	0.16	0.16
DQ712020	0	0	0	0	0	13.36
Prl7d1	0	0	0	0	0	0
DQ705888	0	0	0	0	0	0
BC052688	0.09	0.02	0.22	0.03	0.2	0.05
AK135185	0	0.27	0.19	0.1	0.6	0.3
L3hypdh	0.24	0.57	0.32	0.41	0.59	0.64
Hist1h3e	30.6	57.39	48	65.48	64.23	56.7
Kndc1	0.09	0.14	0.15	0.3	0.69	0.93
DQ718305	0	0	0	0	0	0
Nol12	1.4	1.97	2.14	4.46	4.56	4.15
Mex3c	2.25	2.56	2.15	5.52	9.64	7.46
Gm5441	0	0	0	0	0	0
DQ725792	0	0	0	0	0	0
Prkar1b	0.88	1.4	1.82	1.69	4.31	3.11
Lad1	0.14	0.13	0.24	0.48	0.61	0.61
Ccs	1.49	0.84	1.08	1.27	1.81	0.97
Slc30a7	0.81	0.66	0.67	1.99	5.26	3.88
Hint2	3.14	1.72	3.08	4.19	7.43	6.01
DQ715157	0	0	0	0	0	0
Msh6	0.65	0.82	0.73	1.64	2.78	1.88
DQ551112	0	0	0	0	0	0
Ttll13	0.1	0.53	0.07	0	0.22	0.16
Zfp809	1.32	2.61	0.99	4.26	5.88	4.23
1700016H13Rik	0	0	0	0	0.12	0
Nipsnap3b	2.66	2.74	2.47	7.06	6.67	5.8
AK037592	0.04	0.01	0.12	0.93	2.42	2.13
Son	8.42	5.62	7.39	25.26	76.43	56.01
AK032758	0.09	0.23	0	0.05	0.17	0.14
Trip11	1.54	1.49	2.88	5.83	10.58	10.42
AB349717	0.16	0.26	0.26	0.48	0.49	0.78
S1pr2	2.41	1.64	1.38	6.89	10.55	8.65
Slc38a8	0	0.01	0.05	0.06	0.09	0.09
Fam217b	0.7	0.33	0.92	1.46	2.09	1.99
Pih1d3	0	0	0	0	0.06	0.22
Ssr3	7.42	7.73	8.66	20.45	41.4	34.27
Smc1b	0.02	0.01	0.01	0.02	0.02	0.11
Snora62	0	0	0	0	0	0
Ids	6.12	7.2	6.46	9.98	15.02	14.65
Adra2c	0.1	0.04	0.29	0.28	0.05	0.09
Olfr677	0	0.31	0	0	0	0.09
AK005187	0.12	0.17	0.39	1.2	8.22	6.37
Gm19557	0.06	0.21	0.1	0.38	1.97	1.45
Krtap19-2	0	0.07	0	0.33	0	0.17
Snora78	41.19	23.72	45.43	91.81	26.46	49.31
AB346803	0	0	0	0	0	0
Mir7035	0	0	0	0	0	0
Fbxw19	0	0	0.03	0	0	0
Thumpd3	0.46	0.31	0.78	2.41	2.87	2.95
Srp19	3.61	7.77	4.05	13.16	13.55	11.33
AK153351	0.03	0	0.13	0.82	0.43	0.69
Gbe1	1.14	0.8	1.23	2.12	2.63	2.51
Cd37	5.46	5.72	5.83	25.76	27.28	24.65
Gm10787	0.01	0.04	0.17	0.03	0.05	0.05
4831407H17Rik	0	0	0.06	0.05	0.14	0
Zf12	0	0.08	0.06	0.08	0.33	0.32
Tm4sf1	1.79	2.78	2.72	6.76	20.62	11.03
DQ546294	0	0	0	0	0	0
DQ540380	0	0	0	0	0	0
DQ707806	0	0	0	0	0	0
Zfp281	2.12	2.92	2.01	6.97	10.88	10.13
Eri3	4.99	4.34	4.32	8.43	14.54	12.36
Dok7	0.1	0.05	0.25	0.24	0.16	0.06
Rhoj	5.24	6.74	6.77	9.18	14.14	9.33
2310022B05Rik	2.68	3.77	3.86	5.09	7.96	6.28
8430429K09Rik	0.2	0.32	0.48	0.19	0.62	0.87
DQ568121	0	0	0	0	0	0
Mul1	0.31	0.76	0.76	1.08	1.66	1.64
Mcur1	2.18	2.11	2.24	5.75	7.5	6.69
DQ551744	0	0	0	0	0	0
DQ707320	0	0	0	0	0	0
AB341018	0	0	0	0	0	0
Zfp956	0.12	0.29	0.45	0.55	1.35	0.88
Pln	0.18	0.16	0.06	0.46	3.6	2.8
AK046664	0.05	0.06	0.3	0.28	0.22	0.28
Olfr523	0.16	0.31	0	0.24	0	0.18
Myc	1.05	1.67	1.89	6	5.86	5.91
Xkr7	0.09	0.05	0.42	0.07	0.03	0.03
Hipk2	6.58	7.71	8.58	12.7	18.93	13.85
Zcwpw2	0	0	0	0	0	0.17
Polr3b	1.62	0.76	1.32	2.4	4.3	3.63
Zfp963	0.17	0.6	0.25	0.74	1.17	0.84
A530013C23Rik	0.03	0.09	0.08	0.14	0.22	0.29
Pgk1	6.13	7.96	7.1	18.2	16.89	13.79
Ptk2b	3.77	4.05	3.92	24.69	28.1	22.55
Rnasel	1.44	1.47	1.93	3.57	6.23	5.4
Psma5	4.09	5.25	4.83	7.39	13.75	10.32
Mir466b-8	0	0	0	0	0	0
Nprl3	0.71	0.78	0.65	1.96	3.79	2.41
Atat1	0.48	0.59	1.46	1.98	5.54	4.07
AK163151	0.71	1.08	1.64	4.12	2.99	4.79
AB339851	0	0	0	0	0	0
1810019D21Rik	0.45	0.19	0.82	0.88	3.43	3.65
LOC100504039	0	0.06	0.06	0.09	0	0.07
Ednrb	2.54	4.09	4.55	3.16	6.86	5.23
Gm6525	0	0	0	0	1.35	0.38
AK079188	0.01	0.03	0.23	0.12	0.56	0.37
Olfr767	0.02	0.08	0	0	0	0.47
Wnt5a	0.55	0.7	0.7	0.61	2.13	1.68
DQ721501	0	0	0	0	0	0
DQ721239	0	0	0	0	0	0
Abhd16a	2.01	2.03	2.75	8.28	14.94	9.48
DQ710175	0	0	0	0	0	0
DQ701681	0	0	0	0	0	0
Lcn4	0	0	0	0.08	0	0.24
Olfr1240	0	0	0.22	0.1	0	0
Slurp1	0	1.82	0.49	0.14	0.42	0
Olfr1243	0	0.24	0	0	0	0
AK160135	0	0	0	0	0	0
Ctxn3	0	0.34	0	0	0.06	0.16
Olfr601	0	0.26	0.12	0	0.18	0.09
Cd83	1.16	1.13	1.34	2.69	3.77	3.13
DQ693038	0	0	0	0	0	0
KY468041	0	0	0.28	0	0	0.59
Ttll7	1.28	1.63	2.28	0.95	5.17	4.45
Lgr4	0.09	0.19	0.05	0.21	0.65	0.52
Mapk9	2.88	3.54	3.37	7.35	12.93	10.33
Rela	4.86	5.73	6.68	13.8	17.68	16.38
Id1	3.1	4.52	5.86	9.18	17.62	15.49
Sf3a1	1.98	2.66	2.81	7.27	7.89	7.59
Pmf1	2.12	2.29	2.7	9.52	7.43	10.07
Lonp2	1.49	2.46	2	4.41	6.6	5.47
Trim34a	0.9	0.78	1.69	7.35	18.62	12.26
Gm17801	0	0	0.05	0.23	0.12	0.17
DQ542724	0	0	0	0	0	0
Olfr547	0	0	0.3	0.18	0	0
Gbp8	2.12	2.84	3.71	14.5	31.46	27.41
Hoxb2	0.22	1.74	1.47	1.44	2.92	2.39
Coq4	0.26	0.62	0.24	0.65	1.05	1.14
AB001425	0.2	0.68	0.86	0.68	3.42	3
Igtp	9.65	14.33	14.49	82.72	122.23	102.76
DQ727246	0	0	0	0	0	0
Wdr66	0.31	0.16	0.23	0.51	1.37	1.6
Papss2	1.61	1.2	0.91	2.39	4.03	3.24
Fundc2	1.72	1.79	1.53	2.67	3.98	3.09
Amy2a5	0	0	0	0	0	0
BC048559	0.4	1.01	1.35	1.45	0.93	1.38
Pus10	0.72	0.95	1.04	1.85	3.96	3.11
Ccr1	3.03	1.44	2.45	19.45	24.71	15.24
Ubr5	2.66	3.2	3.89	6.56	15.99	11.97
Gm38509	0	0	0.07	0.1	0	0
AK213404	0	0.18	0	0	0	0
DQ547505	0	0	0	0	0	0
Pmvk	0.76	1.19	1.05	2.14	2.29	2.03
Arpc4	10.1	12.89	13.31	32.11	33.62	31.26
Tnfsf4	0.19	0.04	0.11	0	0	0.1
Dpys	0	0.04	0.03	0.19	0.04	0.17
AB350776	0	0	0	0	0	0
Sco2	0	0	0	0	0	0
Lilrb4a	7.02	7.23	8.07	84.94	80.39	72.48
AK144610	0	0	0	0	0	0
Clec2e	0.06	0.17	0.05	0.27	0.41	0.27
Mybpc3	0.11	0.09	0.07	0.17	0.7	0.75
Ttll9	0.02	0.02	0.1	0.07	0.22	0.38
Btbd35f28	0.15	0.63	0	0.17	0.1	0.35
DQ551196	0	0	0	0	0	0
Mertk	1.08	0.97	1.35	1.92	5.46	3.29
Plekhm3	1.02	1.46	1.77	6.79	9.72	8.53
Dio1	0.18	0.04	0.06	0.09	0.14	0.09
DQ543686	0	0	0	0	0	0
Exd2	0.46	0.5	0.63	1.2	3.88	1.96
Olfr678	0	0	0.26	0	0	0
Oaf	0.44	0.6	0.47	0.86	1.92	1.03
Tmem270	0.16	0.04	0.3	0.21	0.29	0.11
Rps27l	17.46	25	18.31	35.37	26.02	24.14
Nrp2	2	2.37	2.3	6.32	13.08	10.45
Ffar2	0.34	0.28	0.15	0.69	0.95	0.54
Sarm1	0.06	0.07	0.18	0.17	0.1	0.07
Gzme	0	0.04	0	0	0	0
Dcxr	2.69	2.64	4.11	7.78	7.43	9.95
Tmem55a	2.28	2.4	3.01	4.46	5.75	5.61
Nrg2	0.22	0.26	0.15	0.35	0.65	0.4
4930568D16Rik	0	0	0	0	0	0.07
AK047175	0.06	0.13	0.13	0.11	1.4	1.12
Ces2c	0.06	0.09	0.04	0.17	0.04	0
6330403K07Rik	0.11	0.51	0.41	0.23	0.25	0.2
Commd5	0.86	1.1	3.2	1.65	2.67	2.45
DQ696348	0	0	0	0	0	0
Cdhr4	0	0	0.1	0.44	0.71	0.11
Tubal3	0.03	0.16	0.02	0.14	0.02	0.02
Hspb11	4.27	9.82	13.82	26.29	20.41	30
Folr1	0	0.04	0.04	0.15	0.06	0
Vmn1r18	0	0	0.05	0.13	0.1	0
Igsf9b	0.13	0.12	0.18	0.23	0.57	0.82
Gm14548	1.32	1.08	1.91	8.69	7.95	5.82
Orm1	0	0.75	0.12	1.19	1.09	1.27
Zfp414	2.09	3.17	3.11	9.62	10.31	7.59
Olfr1453	0	0	0	0.06	0	0
AK084398	0	0.02	0	0.05	0.24	0.04
Mir1264	0	0	0	0	0	0
Lect2	0.02	0	0	0.13	0	0
FJ541090	0	0	0	0	0	0
AK211096	0	0	0	0	0	0
KY468081	0.03	0	0	0	0	0
Afg1l	0.55	0.39	0.62	0.68	1.36	0.86
1700061N14Rik	0	0	0	0	0	0
Gm1123	0.07	0.05	0.2	0.04	0.19	0.12
Olfr568	0	0	0	0.06	0.09	0
DQ704267	0	0	0	0	0	0
Bcl2a1d	11.48	12.58	8.01	26.66	18.35	17.11
Coa5	6.43	7.56	6.86	15.87	17.26	16.97
Olfr340	0	0.04	0.09	0	0	0
A1bg	0	0.12	0	0.11	0	0.08
Chst2	1.16	2	1.85	1.36	4.5	1.86
Mir7230	0	0	0	0	0	0
Zfp217	1.28	1.61	1.31	5.59	8.37	8.36
Hoxb3	0.32	0.68	0.69	0.65	2.48	2.06
Mamdc4	0	0.01	0.01	0.07	0.26	0.34
Zfp982	2.19	3.87	3.23	4.52	4.16	3.1
Gm11729	0.03	0	0.37	0	0	0
Ppfia2	0.03	0.03	0.03	0.1	0.18	0.09
DQ559326	0	0	0	0	0	0
Bicral	1.38	1.43	1.86	5.67	6.42	6.23
Lsm1	0.39	0.65	0.4	1.2	1.57	1.19
Mir487b	0	0	0	0	0	0
Olfr684	0.07	0.08	0	0.06	0.1	0.28
DQ698747	0	0	0	0	0	0
4933424L21Rik	0	0.22	0.36	0.17	0.63	0.18
Dnaaf3	0.12	0.46	0.79	0.99	1.9	1.48
Arsb	1.28	1.79	2.03	6.38	8.24	7.03
DQ715860	0	0	0	0	0	0
Ppfia1	2.7	2.5	3.5	5.08	9.7	7.69
AK172683	3.22	0.8	5.17	14.42	25.95	27.3
Tmem101	0.5	0.42	0.3	1.33	2.27	1.83
Extl1	0.02	0.1	0.11	0.13	0.2	0.18
Pms2	0.6	0.71	0.78	1.04	2.61	2.22
Kcne1l	0.04	0.07	0.13	0.07	0.06	0.06
Vmn2r57	0	0.07	0	0.02	0	0.06
DQ691656	0	0	0	0	0	0
Mir7065	0	0	0	0	0	0
DQ697893	0	0	0	0	0	0
DQ540901	0	0	0	0	0	0
Nxf2	0.01	0.09	0	0.17	0.04	0.03
4930504C09Rik	0.02	0	0.11	0	0	0
Mir3084-1	0	0	0	0	0	0
AK039878	0.1	0.22	0.38	0.74	0.78	0.8
Olfr1459	0	0	0	0	0	0
Crygd	0	0	0.44	0	0	0
Haus1	0.91	1.37	0.99	1.18	2.06	1.52
Lce1g	0.02	0.38	0.18	0.58	0	0
DQ555958	0	0	0	0	0	0
KY467829	0.03	0.12	0.17	0.08	0.77	0.37
Adssl1	1.08	2.12	1.02	5.29	4.4	3.87
FJ541161	0	0	0	0	0	0
Ggct	0.92	0.59	0.27	0.79	0.67	0.54
Cyp2j8	0.01	0	0	0.03	0.05	0
AI847159	0.04	0.14	0.04	0.17	0.26	0.26
N4bp3	1.09	0.73	1.2	2.23	3.96	2.55
DQ547298	0	0	0	0	0	0
G730013B05Rik	0.07	0.06	0.13	0.21	0.22	0.21
Cdk5	1.15	1.5	1.12	3.63	6.62	7.29
2310001H17Rik	0.26	1.19	0.9	2.43	6.41	5.86
Tmem246	0.63	0.45	0.82	1.22	2.1	1.1
Larp6	0	0.43	0.21	0.07	0.27	0.43
DQ562487	0	0	0	0	0	0
Ift27	1.21	0.78	0.97	1.38	2.43	2.03
Olfr1023	0.05	0.04	0.09	0	0	0.09
Asf1b	0.79	0.9	0.96	2.39	1.98	1.85
Odc1	4.16	5.85	4.27	11.7	16.98	12.64
Ddx50	4.12	6.8	7	6.27	12.22	9.99
Sec31b	0.04	0.06	0.06	0.09	0.3	0.22
Aknad1	0.04	0.17	0.17	0.16	0.12	0.02
Chp1	8.03	10.02	11	24.79	23.38	21.41
Setdb1	0.96	1.19	0.88	2.65	5.29	4.08
DQ709995	0	0	0	0	0	0
AF032968	0.05	0.03	0.2	0.09	0.07	0
Gm13119	0.08	0.06	0	0.02	0	0
Slc25a20	1.03	1.17	0.93	3.71	5.11	3.67
Gm12409	0	0.07	0	0	0	0.3
Dtx1	0.3	0.63	1.07	2.15	1.71	2.04
Mir669i	0	0	0	0	0	0
4930552P12Rik	0.09	0.05	0.07	0.08	0.12	0.12
Smyd2	1.02	1.24	1.46	2.55	3.24	2.11
4930500L23Rik	0	0.05	0	0	0	0
4930405A21Rik	0	0.14	0.2	0.4	0.27	0.35
DQ553019	0	0	0	0	0	0
Cadps2	1.25	1.32	1.62	1.86	6.85	5.49
Usp34	2.3	4.13	2.38	4.32	12.6	9.98
Pla2g2c	0	0.1	0	0.06	0.05	0.05
AK028710	0.03	0.07	0.03	0.09	0.8	0.43
AK140512	0	0.04	0.08	0.09	0.07	0.03
R74862	0.09	0.18	0.43	0.15	0.58	0.3
KU711586	0	0	0	0	0	0
DQ697442	0	0	0	0	0	0
DQ685927	0	0	0	0	0	0
Snx14	0.83	0.7	0.48	2.38	6.31	4.31
4933412O06Rik	0	0	0	0.05	0.08	0
Slc52a2	0.21	0.31	0.2	1.35	1.72	1.48
AK134947	0.01	0	0.02	0	0	0
Mir551b	0	0	0	0	0	0
BC037704	0.4	0.24	0.64	0.28	0.52	0.2
Rrp36	0.75	1.07	1.16	2.39	3.87	2.85
Zfp108	0.21	0.07	0.16	0.3	0.18	0.52
Lyar	1.37	1.17	1.22	2.42	3.87	1.45
AK077064	0	0	0	0	0	0
Gm28042	0.11	0.05	0.2	0.25	0.93	0.47
AK042126	0	0	0	0	0	0
1110028F18Rik	0	0	0	0	0	0
Gm11541	0.01	0.08	0.09	0.03	0	0
Gabbr2	0.01	0.05	0.03	0.02	0.04	0.02
Mdm4	1.21	1.56	1.32	5.17	16.85	13.7
Hmga1b	5.1	5.96	5.37	22.37	14.27	17.16
Olfr248	0.17	0	0.12	0	0	0.17
St6galnac2	0.54	0.82	1.15	1.73	6.44	4.74
DQ690894	0	0	0	0	0	0
Tars2	0.9	0.39	1.1	2.79	5.67	4.12
Tc2n	1.34	0.8	1.5	2.48	3.93	3.66
Naip1	0.21	0.15	0.21	0.29	0.43	0.35
Nat10	0.37	0.98	0.4	2.17	3.8	3.71
Evi5	2.72	2.46	3.54	3.63	8.74	5.43
AA543401	0.03	0.22	0.06	0.26	0.13	0.07
Msmp	0	0	0	0	0	0
Zfp90	0.52	0.53	0.4	0.89	1.54	1.02
9830166K06Rik	0	0.13	0.06	0.13	0	0.14
Farsb	2.15	1.72	2.26	4.72	7.64	5.81
AK161590	0.15	0.21	0.05	0.27	0.55	0.43
Rab11a	5.44	6.06	6.1	12.52	13.98	11.2
Cdk5r1	0.15	0.17	0.11	0.25	0.67	0.39
Ifna13	0	0	0.15	0.15	0	0
Slc4a4	0.28	0.33	0.34	0.53	1.63	0.96
DQ568633	0	0	0	0	0	0
Syndig1	0.06	0.08	0.1	0.05	0.08	0.04
Gm5868	0	0	0.35	0.15	0.06	0
Lmf2	1.19	1.84	1.64	4.75	10.82	8.73
Bcl2a1b	7.23	9.7	6.2	20.68	13.46	13.12
Tmem217	0	0	0	0.24	0	0
DQ551154	0	0	0	0	0	0
Smtn	1.23	1.64	2.01	2.77	7.79	4.8
Tex21	0.16	0	0	0.05	0	0.04
Pdpn	3.8	3.45	4.79	11.6	24.83	22.95
Mospd3	4.53	5.99	7.16	9.92	13.1	15.94
Muc5b	0.22	0.26	0.35	0.94	2.33	2.72
Vmn2r86	0.01	0	0	0.02	0	0
Cbln1	0.05	0.16	0.22	0.04	0.13	0.1
Ly9	0.97	1.1	0.86	6.8	6.82	6.56
DQ565489	0	0	0	0	0	0
Cetn1	0	0	0.07	0.16	0	0
Col18a1	1.07	1.58	2.39	4.26	13.26	7.58
Trmt5	0.56	0.93	0.61	2.46	2.99	2.05
Tmem44	0.32	0.3	0.53	0.7	1.84	1.54
Kcnk3	0.83	0.8	0.62	0.91	3.67	2.81
Hyal2	2.27	2.5	1.89	4.57	7.45	4.29
Klhl41	0.5	0.96	1.96	5.48	3.5	6.01
Tgfb1i1	2.78	2.86	3.93	5.24	9.29	8.33
DQ542828	0	0	0	0	0	0
Mir211	0	0	0	0	0	0
AK047540	0.08	0.24	0.14	0.23	0.46	0.26
AB343394	0	0	0	0	0	0
1700030L20Rik	0	0	0	0.06	0	0
DQ695808	0	0	0	0	0	0
4933402E13Rik	0	0.22	0.03	0.05	0.04	0.06
Gm3417	0	0	0.42	0.3	0.2	0
DQ560613	0	0	0	0	0	0
Mir6952	0	0	0	0	0	0
DQ708735	0	0	0	0	0	0
AK037434	0	0.15	0.06	0.32	0.43	0.35
Hic2	0.1	0.25	0.22	0.44	0.47	0.53
Olfr532	0.12	0.08	0	0.12	0	0
Serpine2	1.59	1.09	1.91	2.64	9.11	3.59
FJ541123	0	0	0	0	0	0
AK052788	0.1	0.01	0.1	0.23	0.14	0.15
Mir1a-2	0	0	0	0	0	0
DQ721327	0	0	0	0	0	0
BC050972	0	0	0	0	0	0
DQ718921	0	0	0	0	0	0
Siah1a	1.59	2.61	3.42	4.52	7.72	5.2
Uckl1os	0.16	0.45	0.26	0.38	1.17	0.77
4930583I09Rik	0	0	0	0	0	0
Gm1968	0	0	0.12	0.12	0.54	0
Tfec	0.86	0.43	1.14	2.3	1.71	1.54
DQ697668	0	0	0	0	0	0
Nr1h2	5.7	7.1	8.15	18.68	24.16	22.96
Ahnak2	1.08	0.88	0.56	1.95	3.8	3.25
AK210555	0	0	0	0	0	0
Ano9	0.17	0.02	0.1	0.29	0.63	0.65
Gal3st2b	0.08	0	0.02	0.21	0	0
2410131K14Rik	0.36	0.98	0.41	1.08	1.85	1.25
Morc2a	0.83	1.19	1.38	3.08	6.03	4.77
Hopx	17.14	20.4	15.39	25.04	28.65	26.33
Bcl6	2.22	2.79	2.17	9.88	11.32	11.65
AK177718	0	0	0	0	0	0
DQ699928	0	0	0	0	0	0
Slc17a6	0.01	0.14	0.12	0.04	0.09	0.07
Ddx24	5.88	6.45	6.47	19.01	29.36	24.61
Lpxn	1.15	1.14	1.58	10.6	9.25	9.12
Rpl12	63.84	88.59	54.57	117.93	110.43	87.01
DQ550594	0	0	0	0	0	0
KY467688	0.06	0.2	0.04	0.05	0.56	0.47
Gm10336	0.47	0.88	1.09	1.25	2.96	1.99
Zscan29	0.77	1.23	0.77	3.79	4.78	4.8
AK088911	0	0	0	0.03	0.34	0.14
Gm6567	0.02	0.06	0	0.1	0	0.04
Pcgf5	2.47	2.61	2.48	7.97	11.78	9.67
Gm12887	0	0.19	0	0	0	0
Gstt1	8.23	8.69	9.37	10.63	14.14	13.39
DQ724813	0	0	0	0	0	0
9230114K14Rik	0.12	0.26	0.33	0.27	0.86	0.5
Stambpl1	0.57	0.93	1.55	2.46	3.13	2.5
DQ710317	0	0	0	0	0	0
BC039997	0	0.08	0	0	0	0
1110002L01Rik	0.16	0.16	0.18	0.29	0.48	0.74
Mir465	0	0	0	0	0	0
Zfp512b	0.59	0.64	1.08	1.66	4	2.47
AK192544	4.26	8.85	5.37	10.66	23.98	19.43
Gm13128	0	0.04	0.02	0.03	0	0.05
Rap1b	23.84	27.97	29.81	77.49	76.94	68.19
Gin1	0.26	0.71	0.43	0.46	1.36	0.35
Plpp3	4.48	5.11	6.05	7.55	23.03	16.17
Scnn1a	2.87	3.14	3.44	5.03	16.49	14.3
Vmn1r228	0	0	0	0	0	0
Gm10516	0.04	0.08	0.16	0.29	0.19	0.09
Zeb2os	0.93	0.95	0.91	2.63	3.98	3.53
Gm14296	0.87	1.41	1.61	1.69	3.43	3.26
Zbtb16	0.67	0.71	0.8	0.52	2.4	3.42
Heph	0.19	0.24	0.34	0.62	0.87	0.85
Tnfrsf11a	0.88	0.85	0.61	3.04	3.9	4.5
Olfr969	0	0.24	0	0	0.1	0
Rab11fip5	1.84	1.68	1.71	3.16	4.4	2.97
Cited1	0.41	0.92	0.14	0.15	0.24	0.72
Pla2g5	0.16	0.05	0.09	0.1	0.08	0.51
Gmeb2	0.53	1.36	1.12	3.11	5.58	3.68
Gmfb	5.71	6.53	5.36	7.37	13.75	12.11
Slc12a7	1.02	1.08	1.37	5.23	11.84	8.12
Bola2	14.01	9.13	9.25	22.36	19.89	21.83
Sytl1	0.38	0.65	0.2	1.09	1.36	0.85
Avpr1b	0.08	0.23	0.19	0.07	0.04	0.09
Gm45924	0.02	0.13	0.07	0.02	0.06	0.05
Krt81	0.02	0.05	0.16	0.11	0	0
BC054353	0.57	0.08	0.51	0.47	1.38	1.18
AK020054	0.19	0.08	0.16	0.44	0.17	0.17
DQ697027	0	0	0	0	0	0
Akt3	4.98	6.6	6.9	13.88	22.99	19.27
Olfr809	0.06	0.11	0.08	0.12	0	0
DQ718928	0	0	0	0	0	0
Inhbb	0.25	0.13	0.31	2.2	5.07	4.3
Xpa	0.83	0.94	1.18	1.62	2.68	1.84
Rnf168	1.47	1.74	2.16	5.39	4.68	6.4
Psmd8	11	11.86	10.94	37.15	34.36	35.5
BC115668	2.19	0	1.09	4.91	4.05	1.95
Mir7081	0	0	0	0	0	0
C1s1	4.14	3.91	5.29	8.6	19.62	12.71
AB336793	0	0	0	0	0	0
Orc1	0.07	0.01	0	0.46	0.26	0.25
Slc4a7	0.46	0.49	0.73	1.55	3.66	2.16
H2-Ab1	39.77	42.76	45.81	126.01	192.66	150.55
AK053772	0.21	0.11	0.23	0.29	0.96	0.95
AK204365	1.61	0	0	0	0	0
Hyou1	2.03	1.85	3.05	10.68	19.46	16.96
Prkag1	2.1	3.61	2.2	5.85	8.37	7.68
Tmem39b	0.33	0.64	0.44	1.05	1.56	1.26
D130043K22Rik	0.01	0.04	0.01	0.06	0.1	0.14
Olfr599	0	0	0.17	0	0	0
Tgds	0.27	0.49	0.52	0.74	0.79	0.66
DQ540135	0	0	0	0	0	0
Clrn2	0	0.12	0.04	0.12	0	0.19
Cyp2c38	0	0.03	0.01	0.02	0.08	0.05
Lgi2	0.59	0.84	0.53	0.62	1.27	0.91
Kit	1.54	1.16	2.36	6.59	20.43	15.66
Gprasp2	0.26	0.22	0.16	0.04	0.21	0.22
BC028275	0.04	0.09	0.06	0.06	0.05	0.05
Nbeal1	1.4	1.73	2.12	2.5	8.92	6.71
AK041502	0	0.17	0.05	0.08	0.35	0.46
AK163592	0.42	0.56	0.66	2.3	3.5	2.94
H6pd	2.8	3.42	3.95	5.36	16.84	12.38
Tpt1	244.4	306.74	259.11	436.52	478.15	386.2
