Gene	GSM4559630_Control1_1	GSM4559631_Control2_1	GSM4559632_Control3_1	GSM4559633_Ad5-hACE2-transduced1_1	GSM4559634_Ad5-hACE2-transduced2_1	GSM4559635_Ad5-hACE2-transduced3_1
Ceacam20	7	12	2	3	0	2
Rn4.5s	17	21	36	57	23	34
Vps50	181	99	84	134	173	167
Skida1	90	34	48	27	26	19
Csrp1	4782	3438	3694	5377	3779	3614
Parp14	2746	1972	1811	5910	9347	7391
DQ691591	0	0	0	0	0	0
Ins1	4	9	2	2	2	1
D10Wsu102e	281	156	108	173	146	131
Ceacam13	0	0	0	1	0	0
Mir6390	0	0	0	0	0	0
Tcp10a	4	2	0	1	0	0
Marveld3	5	37	37	36	61	42
Cacng8	0	7	5	2	3	3
1700006F04Rik	1	0	0	0	0	0
Zbtb32	21	25	40	53	63	51
Tnfrsf17	2	7	0	1	0	0
Smpd2	34	23	26	37	49	33
Abca6	1	7	20	9	8	22
1810044D09Rik	3	0	0	6	1	1
Arsk	60	28	20	46	64	46
Pramel3	8	0	0	0	0	0
Antxr2	267	166	166	301	426	280
DQ546201	0	0	0	0	0	0
DQ690299	0	0	0	0	0	0
Gm11681	0	10	0	0	0	0
AK085062	3	9	7	27	37	31
Urod	132	72	61	89	69	65
Trp53rka	30	44	36	45	47	34
Kif3a	114	81	83	79	114	77
Cnih2	5	21	20	5	6	3
Ccdc102a	90	106	32	106	86	73
DQ703634	0	0	0	0	0	0
Emx2	1	3	5	7	1	9
Zfr2	8	30	41	30	46	45
Fgd5	756	658	599	595	908	623
Gabrq	3	5	4	4	6	3
Slc18a3	10	17	12	5	2	6
Mir6387	0	0	0	0	0	0
Zfp622	185	135	139	171	186	149
A930011G23Rik	35	18	16	10	10	11
Krtap31-1	0	5	0	1	0	0
C030013C21Rik	0	0	3	2	3	3
Olfr118	0	1	1	0	0	1
Mlec	686	556	385	793	1027	825
Hottip	12	41	13	7	1	0
DQ695612	0	0	0	0	0	0
Parp11	286	241	163	697	759	785
AK143833	0	0	1	0	0	1
Mrps24	189	199	150	181	140	145
M55219	0	0	0	13	6	1
Tal1	120	102	74	121	170	130
Gm19522	35	21	21	12	41	31
Gm15545	3	17	3	7	16	12
DQ708489	0	0	0	0	0	0
KY467570	0	0	0	0	0	2
Adh7	64	17	22	3	5	4
Krtap10-10	17	5	17	7	1	3
DQ559692	0	0	0	0	0	0
KY468203	0	0	0	0	0	0
1700125G22Rik	3	11	3	3	1	0
Hnrnpa1	1334	891	891	833	1059	775
9530052E02Rik	0	0	0	0	1	0
AK050144	0	1	0	0	0	0
DQ692714	0	0	0	0	0	0
DQ722662	0	0	0	0	0	0
Slc6a11	2	16	13	6	2	2
Slc17a5	83	48	50	74	90	43
AK046786	65	74	150	195	68	92
Olfr984	0	0	0	0	0	1
Tmem213	0	0	1	0	3	0
DQ699275	0	0	0	0	0	0
Kif3c	171	157	192	133	194	145
Adamts15	190	131	136	121	373	228
Cenpv	59	20	12	11	17	12
Dynlt1b	188	131	128	220	147	57
DQ719134	0	0	0	0	0	0
AK050592	0	0	1	1	0	0
DQ724588	0	0	0	0	0	0
Selenom	86	59	29	27	35	28
Batf2	173	118	95	628	384	351
AK088162	6	4	13	10	2	3
Fam213b	10	6	3	5	1	4
Icam2	278	129	146	235	328	169
Rgs7	0	7	0	0	5	4
DQ698498	0	0	0	0	0	0
Olfr726	2	0	2	0	0	1
Olfr727	0	3	1	0	1	0
Akap14	2	2	10	2	6	7
Zfc3h1	535	262	372	592	1212	985
Rpl32l	87	22	19	38	21	16
AB341370	0	0	0	0	0	0
DQ723183	0	0	0	0	0	0
Dlx6	1	0	1	0	1	3
Sorbs1	560	352	405	291	515	467
Galnt4	108	97	136	165	203	164
Tbp	155	59	92	167	168	129
Ifitm3	2823	2188	1932	6709	4300	3635
Tmem67	58	38	29	143	186	116
E330009J07Rik	241	190	197	168	195	167
DQ544709	0	0	0	0	0	0
Lpar2	14	21	26	39	40	36
Yes1	261	254	229	154	205	163
Gm33619	0	0	0	0	1	0
DQ691942	0	0	0	0	0	0
Ap4b1	66	50	48	97	112	93
Gm13315	2	9	6	7	17	17
Lyn	1357	1136	1030	2478	1779	1580
Mcph1	71	60	48	86	87	73
DQ542558	0	0	0	0	0	0
DQ543875	0	0	0	0	0	0
AK078430	6	8	30	35	208	147
Tprgl	792	618	503	590	397	348
Rgs4	77	34	38	18	54	51
Snrpa	240	145	145	219	182	141
Gp1ba	46	28	22	35	33	40
Ppp2r1a	928	590	661	929	762	656
A930005H10Rik	54	16	19	39	25	18
DQ543428	0	0	0	0	0	0
Oas1g	0	0	0	0	0	0
Sub1	570	397	230	358	316	276
Obox2	3	2	7	0	3	0
Spata22	0	0	0	3	1	0
Celf1	825	584	639	1061	1407	1170
Camk2b	24	20	12	13	10	5
Ear7	0	0	0	0	0	0
Naa30	293	206	169	279	318	271
Fbxw25	8	0	0	0	0	0
Ttc16	9	12	12	13	23	42
Rbm45	138	108	140	120	130	100
Mir1928	0	0	0	0	0	0
DQ704796	0	0	0	0	0	0
AK086439	0	11	1	1	1	0
DQ688821	0	0	0	0	0	0
AK079798	0	2	0	0	1	1
DQ710705	0	0	0	0	0	0
AK077163	12	16	13	10	15	12
KY468013	0	0	3	0	1	0
Z12226	0	0	0	0	0	0
Slc17a9	7	14	13	41	39	22
Adgre1	357	169	137	531	373	379
A330040F15Rik	9	14	3	2	8	3
Dysf	517	319	371	430	664	467
DQ717551	0	0	0	0	0	0
AK172315	0	24	52	59	42	45
Scn8a	35	34	21	20	15	24
DQ554606	0	0	0	0	0	0
Zpr1	135	160	142	272	167	145
Sned1	74	30	77	95	283	225
Tfap2e	2	22	0	3	0	0
Ace3	5	4	12	9	22	14
DQ710745	0	0	0	0	0	0
Ep400	1302	758	765	1949	1975	1563
DQ712055	0	0	0	0	0	0
Rab38	39	13	27	22	22	15
AK040057	0	0	0	0	1	0
Olfr1138	0	0	0	0	0	2
Twf2	427	255	227	413	244	215
Zfp105	56	33	18	15	34	26
Pacrgl	77	20	35	39	53	54
Tbcc	51	43	56	59	60	38
Mir3110	0	0	0	0	0	0
Zbtb41	339	251	195	142	202	162
Mtrf1	11	28	12	24	29	14
AK016650	1	0	0	0	1	0
Rasgef1c	0	1	5	1	1	1
DQ687848	0	0	0	0	0	0
Sema3e	191	70	145	138	408	305
Kmt5c	160	141	117	210	208	242
Olfr1053	0	0	0	1	0	0
Gm3772	0	12	3	0	0	0
Dyrk1b	207	119	91	154	170	156
AK133319	1	2	1	3	0	1
Plac9a	25	24	52	19	20	36
Tmem254a	0	10	5	7	7	10
Lgsn	2	2	4	1	0	0
Snord92	0	0	0	0	0	0
Zfyve9	269	165	163	231	247	183
Vit	1	6	7	7	2	3
Lbhd1	0	0	1	0	0	0
AK181830	3	0	0	2	0	0
Phxr4	5	3	21	18	165	126
Arpin	174	119	124	108	138	93
AK032761	19	0	6	16	34	36
Vmn1r27	0	0	0	0	0	0
Cideb	16	0	2	4	1	3
Mir219a-1	0	0	0	0	0	0
Ncs1	20	36	53	26	31	39
3830406C13Rik	313	181	114	234	197	163
AK135878	0	0	0	0	2	0
Slc16a5	17	12	9	20	7	4
Olfr811	9	4	0	2	0	0
Ccin	7	4	11	3	7	2
AK088368	7	2	19	51	71	64
Prss21	0	0	3	1	0	0
Foxb1	9	14	25	3	1	2
Rhcg	4	2	1	21	14	11
Olfr518	0	2	3	3	0	0
Frk	59	14	29	25	40	32
Sat1	910	622	455	1104	828	731
Supt7l	194	136	75	170	172	154
Dtd2	53	20	21	42	21	17
Pik3r6	140	64	87	181	184	155
BC021503	12	0	4	20	135	93
Gba	162	110	101	391	363	265
Trmt1	115	64	128	176	192	158
Zfp248	31	26	30	23	39	21
E130307A14Rik	17	24	12	44	67	36
Cbr4	41	33	5	29	27	17
Olfr472	0	0	4	0	0	1
Stambp	185	128	167	226	182	195
Gm5907	0	0	0	1	0	0
4933406K04Rik	0	2	7	1	0	0
Gm10636	3	2	3	7	1	0
Eps8l1	80	57	99	124	290	301
Vmn1r5	0	1	11	0	0	0
Armc5	123	122	107	182	216	173
R3hcc1l	147	116	138	119	197	139
Klri1	9	0	5	24	15	16
DQ718211	0	0	0	0	0	0
Was	203	139	91	461	192	223
Zscan5b	0	1	0	7	1	2
Eldr	52	34	58	107	48	83
Cdh3	1	6	14	11	21	17
DQ684809	0	0	0	0	0	0
Fbxw17	76	105	59	172	247	216
Gm4890	17	3	15	9	2	2
Gm11565	0	0	0	3	0	0
Cbwd1	27	45	23	33	24	19
Tsg101	379	238	243	445	335	318
Chrnd	0	3	1	3	2	5
Foxn3	466	272	292	392	450	350
Btf3	1252	882	649	969	723	622
Zdhhc15	49	3	12	36	32	34
Tpx2	161	84	100	151	119	117
DQ717247	0	0	0	0	0	0
Bckdhb	131	63	74	61	54	37
DQ709856	0	0	0	0	0	0
Ago2	1109	722	705	1246	1183	1084
DQ718767	0	0	0	0	0	0
Olfr659	0	2	1	0	0	0
Mir8094	0	0	0	0	0	0
Shisa7	23	18	11	15	11	9
Dlk1	17	29	26	8	2	1
DQ554059	0	0	0	0	0	0
Mir7689	0	0	0	0	0	0
AK006725	0	2	2	0	0	0
AK076914	0	0	0	0	0	0
Barx2	20	9	10	10	15	21
AF012151	19	1	2	26	51	34
Lrrc4	37	46	24	81	124	105
Zfp623	66	76	64	56	68	39
Ms4a6b	375	355	214	1581	916	790
Nkx2-1	1058	566	974	2786	1798	2392
Tmem236	9	10	8	5	5	8
AF529169	12	14	5	2	2	7
DQ689043	0	0	0	0	0	0
Snord1b	0	0	0	0	0	0
Vmn1r50	0	5	2	0	0	1
Mir802	0	0	0	0	0	0
DQ711151	0	0	0	0	0	0
KY468177	3	0	1	0	0	0
Reg1	0	0	0	0	0	0
Prss22	6	11	1	1	2	2
Lyrm7os	3	11	0	3	0	1
Pllp	127	169	111	107	108	72
Reep3	1187	720	794	1007	1162	918
Vmn1r159	1	6	1	0	0	0
DQ542774	0	0	0	0	0	0
Tcl1b3	0	4	1	1	0	0
DQ696832	0	0	0	0	0	0
Slco1c1	0	6	1	0	2	3
Serpinb9e	0	1	2	1	0	1
Gpx8	31	36	17	23	34	24
Gm6402	8	2	14	6	13	9
Akap8l	138	103	78	152	304	236
Tmem158	2	32	8	8	7	8
Slc25a24	387	272	214	327	271	216
Lmod2	20	5	6	7	16	6
Vmn2r33	6	6	7	0	1	0
Pitx3	9	3	6	7	1	1
AK145231	1	1	14	7	3	2
DQ711239	0	0	0	0	0	0
Tor1a	84	51	59	103	110	91
DQ685106	0	0	0	0	0	0
Mir6926	0	0	0	0	0	0
Olfr293	0	1	1	0	0	0
Vmn1r44	1	5	1	0	1	0
Ube2d-ps	55	28	59	55	32	20
Ank2	141	111	108	268	247	213
Adam1b	14	10	17	25	46	64
Rab11fip2	146	100	138	132	283	211
4933404O12Rik	46	38	58	41	42	37
AK135599	1	0	11	3	2	0
BC030392	0	0	0	0	0	0
DQ561373	0	0	0	0	0	0
Meikin	1	0	0	4	3	5
Opn3	13	21	11	18	18	19
Gm15517	0	0	0	0	0	0
Olfr1323	2	14	1	0	0	1
Prcc	192	213	186	271	206	196
Pigz	6	8	28	11	7	13
Eda2r	54	16	12	11	12	25
Frmd4a	949	584	700	1907	1690	1584
St7l	106	90	73	126	169	158
DQ689675	0	0	0	0	0	0
Ric1	580	392	360	633	903	710
DQ340292	14	0	0	0	1	0
DQ544943	0	0	0	0	0	0
Mir376c	0	0	0	0	0	0
AF365933	0	13	38	5	8	3
Ccr2	916	566	551	1846	1420	1106
Mir3102	0	0	0	0	0	0
AK132533	0	8	5	6	5	3
Krt82	0	9	6	2	0	1
Ccnk	312	193	190	567	367	368
Magt1	358	301	283	440	505	443
AK038368	19	4	4	18	43	35
B3gnt9	78	81	53	43	85	51
Mdrl	0	0	0	1	1	0
A430005L14Rik	92	53	84	86	58	54
Phrf1	484	248	247	432	483	411
DQ562456	0	0	0	0	0	0
Dcun1d3	183	104	96	191	230	217
Ccr7	199	158	85	278	186	116
Slc6a7	5	5	11	8	0	1
Taco1	20	32	45	44	36	19
Dusp12	26	57	16	29	44	25
AB340975	0	0	0	0	0	0
DQ712074	0	0	0	0	0	0
2700038G22Rik	2	1	21	6	9	10
DQ706173	0	0	0	0	0	0
Cdx1	10	2	18	5	2	4
Rrbp1	954	609	655	1536	1813	1441
Zfp990	7	1	1	0	0	1
Mir7j	0	0	0	0	0	0
DQ714467	0	0	0	0	0	0
FJ541164	0	0	0	0	0	0
Drc7	38	25	32	35	33	41
4933402N22Rik	0	2	0	3	0	0
DQ686370	0	0	0	0	0	0
DQ689835	0	0	0	0	0	0
Tmem28	1	5	14	9	2	8
Drd2	2	0	0	1	0	5
DQ569689	0	0	0	0	0	0
Borcs7	64	36	28	43	39	27
Fnbp4	336	165	252	590	1258	1080
Mir7-1	0	0	0	0	0	0
H2al1m	0	1	2	4	1	4
Hspa5	1175	828	771	1942	2422	2211
Thsd1	199	81	95	94	202	119
Creg2	43	3	14	64	32	20
DQ568998	0	0	0	0	0	0
Wac	799	493	573	1102	883	799
Mir425	0	4	0	3	2	4
Nell2	1	6	4	0	0	0
Ola1	226	161	146	208	113	97
Pdss1	15	4	31	11	35	31
Dpysl5	159	134	145	35	42	37
AK170837	0	0	4	10	8	3
Cyp3a11	3	4	1	4	0	1
Trp63	56	11	8	5	6	17
Rtl8a	921	602	698	538	421	479
Fis1	499	340	282	484	452	390
Filip1l	713	581	501	952	970	681
DQ691477	0	0	0	0	0	0
Pcdha9	31	9	13	4	4	1
1810041L15Rik	36	42	24	13	16	23
Enox2	124	104	98	97	78	72
Ino80c	328	167	191	297	234	207
AK041755	0	0	6	2	10	7
AK041310	0	0	0	0	0	0
Ptger2	16	34	39	47	57	28
Atp9b	383	173	170	307	596	388
Fst	5	14	13	23	53	12
AK029418	3	1	1	0	2	0
Dedd2	179	87	80	170	139	130
Mir5625	0	0	0	0	0	0
Mir3473f	0	0	0	0	0	0
Kctd16	3	2	9	2	1	2
DQ690563	0	0	0	0	0	0
DQ693752	0	0	0	0	0	0
Lrrc14b	10	5	23	6	10	10
Gps1	283	221	153	243	241	185
DQ726017	0	0	0	0	0	0
BC030470	0	6	2	1	17	7
Mir26a-2	0	0	0	0	0	0
Gtf3c2	425	357	278	448	576	494
Prodh	13	13	26	17	36	43
Lmnb1	375	255	190	331	224	231
Prp2	4	14	6	2	0	0
Kcnn2	6	9	30	11	6	7
D330046F09Rik	4	5	1	3	0	0
Zfp229	99	59	64	74	65	62
Gm10619	20	8	33	13	12	17
Csmd3	7	11	10	3	1	7
Mir98	0	0	0	0	0	0
AK086212	37	9	15	37	58	51
Dhx58	341	309	190	997	840	718
AB335648	0	0	0	0	0	0
Mmaa	26	44	44	62	46	53
Ss18l1	62	22	40	55	119	77
Slc25a27	3	2	11	12	17	16
AK165270	25	37	20	47	96	67
Stk32a	18	22	23	13	11	10
Rhoh	104	123	116	176	160	112
Olfr209	2	0	0	0	0	1
DQ688995	0	0	0	0	0	0
Hand1	9	5	7	4	1	2
Kif22	78	21	16	41	36	27
Srsf4	390	314	300	476	521	463
DQ551642	0	0	0	0	0	0
Edc4	263	207	221	367	442	394
Ino80e	198	108	126	207	164	172
Dmrt3	17	10	21	11	1	3
C030005K06Rik	13	5	5	9	11	8
Ildr1	46	31	14	50	71	67
Krt40	0	0	1	1	0	0
DQ705696	0	0	0	0	0	0
DQ687277	0	0	0	0	0	0
Zfpm2	71	41	50	31	63	34
DQ544841	0	0	0	0	0	0
Gm14405	12	10	8	1	4	10
FJ541085	0	0	0	0	0	0
Ifit3	1249	1173	864	3690	3227	2798
Tvp23b	78	43	26	63	80	54
Slc28a3	5	21	32	47	20	44
Btbd35f20	0	9	0	3	0	0
DQ567480	0	0	0	0	0	0
Olfr1384	1	6	0	2	0	1
AK016178	1	0	2	0	0	0
Olfr53	8	1	2	0	0	0
AK166469	0	0	0	0	0	0
Dnase1l3	188	107	110	332	222	287
Pou2f3	11	5	8	8	4	1
Mbd3l1	6	1	7	0	0	0
Uck2	85	28	50	74	45	25
Ctxn2	2	4	0	2	0	0
Map6d1	16	4	8	7	11	8
DQ568811	0	0	0	0	0	0
Gm5169	0	0	0	0	0	0
AK079994	4	0	0	11	32	30
DQ688468	0	0	0	0	0	0
5031434O11Rik	0	3	0	0	1	0
DQ707400	0	0	0	0	0	0
Lce1c	0	2	0	1	0	0
Acad11	150	63	54	104	85	69
DQ548035	0	0	0	0	0	0
Mcub	103	51	44	92	77	41
4930550C14Rik	0	0	1	2	1	1
OBP2	0	0	0	0	0	0
Prkch	903	616	735	822	790	613
DQ552690	0	0	0	0	0	0
Wdr59	99	87	113	130	166	147
Oscp1	23	18	13	9	9	9
Miox	0	2	0	1	0	0
Mir351	0	0	0	0	0	0
4921513H07Rik	0	0	3	3	0	0
AK084485	4	7	6	12	48	50
Mir99b	0	0	0	0	0	0
Klf12	196	180	208	80	142	138
Tmem40	8	8	1	6	3	1
KY468027	0	0	0	0	0	0
Adh1	754	506	565	274	262	179
Olfr1270	1	4	0	0	0	0
Ralgapa1	562	429	398	599	1118	883
Col6a3	438	238	442	327	1313	557
Bik	29	2	1	19	16	27
AK076840	0	0	0	0	1	0
DQ072382	1	0	0	0	0	0
DQ722193	0	0	0	0	0	0
DQ714074	0	0	0	0	0	0
Mir6367	0	0	0	0	0	0
AB336517	0	0	0	0	0	0
Gm10536	6	14	23	3	2	1
Arx	20	33	13	7	0	1
DQ687904	0	0	0	0	0	0
Slc13a2	5	3	9	8	10	5
DQ710759	0	0	0	0	0	0
DQ543495	0	0	0	0	0	0
Cysltr2	0	9	3	37	35	24
DQ705088	0	0	0	0	0	0
Cpvl	0	0	0	0	0	0
Enkd1	6	15	7	24	17	12
DQ552775	0	0	0	0	0	0
Mir6354	0	0	0	0	0	0
AY487415	0	0	0	0	0	0
Ntf3	0	8	7	1	3	2
Fam221a	17	18	14	20	14	14
Olfr13	6	10	0	0	1	0
Vmn1r124	0	12	1	0	0	0
AK145172	0	2	0	0	0	1
DQ708969	0	0	0	0	0	0
Polk	58	72	51	95	126	106
AB340055	0	0	0	0	0	0
AY702103	30	22	37	9	2	4
4833427G06Rik	9	10	0	0	2	3
DQ552759	0	0	0	0	0	0
AK144274	0	1	0	3	0	0
Olfr1330	1	0	9	1	0	0
Ddx47	280	196	127	339	288	217
E130018O15Rik	28	26	7	20	4	4
DQ686676	0	0	0	0	0	0
Cbr1	148	70	51	55	32	36
Rab1a	1530	1086	1025	1404	1255	1209
Fam199x	135	137	176	101	129	125
X02970	6	9	1	16	17	17
Aagab	153	216	128	146	155	135
Actn4	3049	2137	2340	1849	1681	1491
DQ547106	0	0	0	0	0	0
Fam212a	12	27	20	36	35	19
Rpl35a	1161	995	624	641	404	310
Rhox4g	0	0	0	1	0	1
Qrfp	13	15	12	13	10	10
Atm	296	250	266	415	558	475
Pnpla1	53	69	49	47	39	44
Muc6	62	58	72	72	58	40
AK086341	1	0	4	0	0	0
Sgo2b	0	3	4	2	1	2
DQ702453	0	0	0	0	0	0
Frg1	137	82	80	202	147	92
Pde6d	121	106	34	158	121	110
DQ549245	0	0	0	0	0	0
Gm765	0	0	0	0	0	0
Gm5779	0	0	0	1	0	0
Ttc21b	124	62	50	91	114	93
4930452B06Rik	13	5	12	8	9	5
Taf4	328	203	144	285	358	311
AK081794	0	1	0	3	0	0
Lmbr1	87	52	31	48	87	51
Kcnip1	9	16	10	2	1	4
Foxn2	530	426	430	600	617	590
2900026A02Rik	505	385	520	609	745	667
Edaradd	43	27	27	28	29	39
Ttc26	79	33	7	28	25	22
Cacna2d2	1	4	12	7	1	12
Apol7a	4	22	25	12	8	8
AK140017	0	0	3	1	0	0
R3hdm2	1290	1003	808	1343	899	829
Opcml	23	21	40	7	13	3
Morn4	16	46	8	8	7	8
DQ569270	0	0	0	0	0	0
Psg27	0	3	5	0	0	2
AK142867	2	25	27	34	90	59
Mir6396	0	0	0	0	0	0
A730008H23Rik	3	7	1	18	23	32
Mir5099	0	0	0	0	0	0
Plch1	9	11	13	10	19	37
DQ693888	0	0	0	0	0	0
Olfr1419	5	9	8	1	0	1
Mir669n	0	0	0	0	0	0
Tcam1	2	3	10	4	5	2
Lcn8	0	0	0	0	0	0
Smc2	185	96	78	146	166	159
Plac1	9	5	1	1	0	3
Ankef1	0	6	14	6	2	5
Csf3r	1711	612	799	1777	1491	1263
DQ709329	0	0	0	0	0	0
Satl1	18	0	4	0	1	3
Mettl9	399	387	330	275	258	172
DQ548190	0	0	0	0	0	0
DQ726589	0	0	0	0	0	0
Snrpb	386	224	220	252	250	229
Ifnar2	384	281	236	650	692	458
Lta	26	7	10	45	12	26
Olfr714	2	9	0	4	0	2
Slc22a26	0	0	7	0	0	2
DQ719232	0	0	0	0	0	0
Ndst2	161	141	142	360	384	364
Nudcd3	431	279	195	415	487	399
Zap70	54	32	59	127	102	79
Enc1	224	226	188	321	402	360
1500015L24Rik	0	3	0	0	0	2
2310011J03Rik	125	109	76	107	113	91
DQ698417	0	0	0	0	0	0
Has2	17	14	22	9	20	16
Gsdma3	0	0	1	0	0	3
Clec1a	678	369	431	405	706	454
Arhgap25	284	215	188	377	294	293
DQ707575	0	0	0	0	0	0
Eif4a2	1145	720	731	1015	1423	1007
Thtpa	134	83	70	84	90	62
AK051854	15	2	4	16	63	47
Mir7056	0	0	0	0	0	0
AK040392	0	2	3	5	20	7
DQ687201	0	0	0	0	0	0
1700016G22Rik	0	0	0	0	1	0
Gm12794	6	13	11	3	1	2
Osbpl2	361	203	177	240	269	251
Mir7219	0	0	0	0	0	0
AK051828	0	9	2	25	30	22
DQ701437	0	0	0	0	0	0
Aebp1	229	176	178	170	267	244
9030624G23Rik	31	44	28	19	12	11
Psd3	671	527	461	320	636	443
Acads	133	70	100	111	90	81
Socs3	1168	670	506	2062	1909	1742
Skint8	0	0	0	2	0	1
Zc3hav1l	88	82	47	61	78	60
Vdac3	652	408	319	420	337	284
DQ543008	0	0	0	0	0	0
Smad3	450	363	327	492	576	444
Ccdc42	12	35	26	6	3	1
Plk2	499	401	236	506	684	350
Npm3	110	81	63	65	49	39
n-R5s128	0	0	0	0	0	0
Asna1	310	244	228	395	244	213
DQ553291	0	0	0	0	0	0
Mecom	265	148	182	187	395	356
Catsperg2	1	20	14	12	4	8
AK144862	4	0	1	0	0	0
Vmn2r-ps54	12	8	4	3	0	2
Gm20187	41	55	117	44	16	29
Arhgap28	122	112	152	165	194	133
Olfr519	2	5	3	0	1	2
AK087656	6	10	9	6	17	3
Psg25	16	1	2	2	0	2
AK048050	2	0	4	13	24	13
Clec4b1	0	0	7	5	3	1
Zfp566	18	6	9	14	17	21
Nipa1	42	32	22	14	38	40
Tmem29	21	48	15	29	10	27
Mir758	0	0	0	0	0	0
Ing1	171	160	147	129	96	156
Mei4	2	3	8	2	2	3
Ppp1r3f	27	23	9	18	28	19
Gjb5	1	15	5	3	1	3
L42337	0	2	0	0	7	3
Sash1	1740	1137	1178	1063	1426	1134
Ces1d	375	210	310	387	1018	568
Smr3a	3	1	0	0	0	0
Nol11	211	91	93	167	132	117
AK158482	44	27	21	34	65	46
Mgl2	27	19	42	33	14	33
Ak6	36	51	11	47	34	29
AK136863	3	12	20	30	41	39
Arfip1	431	241	245	271	327	280
Vmn1r104	0	0	0	0	0	0
DQ720635	0	0	0	0	0	0
Anln	66	156	117	76	68	46
DQ544888	0	0	0	0	0	0
Dpt	1092	704	814	275	377	269
DQ555695	0	0	0	0	0	0
Tmem33	410	290	379	343	499	441
Foxl2	18	10	9	17	2	4
Wwc1	605	503	401	309	496	393
Mlkl	160	120	131	638	510	411
DQ543186	0	0	0	0	0	0
Zfp92	14	6	17	13	3	3
Ccl3	290	198	94	449	265	319
DQ726078	0	0	0	0	0	0
Smco3	2	0	5	3	10	4
Samhd1	5416	3519	3634	11353	8876	8995
Pctp	36	25	30	52	22	31
Dennd1a	336	286	236	891	698	671
DQ703862	0	0	0	0	0	0
C030018K13Rik	0	0	0	0	0	0
Slc26a4	59	20	25	72	204	194
Sgtb	64	35	43	28	53	25
AK169802	8	14	13	33	31	23
Mir5098	0	0	0	0	0	0
2010310C07Rik	5	0	20	0	5	2
Comtd1	13	26	43	20	23	20
Gsta4	180	139	131	114	109	106
Gm4814	7	0	0	1	2	2
Mir21a	0	0	0	0	0	0
Alg2	73	33	31	70	126	112
BC030499	6	2	5	4	3	4
DQ718144	0	0	0	0	0	0
Dppa3	0	0	0	2	3	2
DQ705726	0	0	0	0	0	0
DQ719900	0	0	0	0	0	0
Naaladl2	15	37	29	18	46	29
Rpl37rt	0	5	16	26	6	2
AK040110	0	0	0	0	1	2
Gm4737	240	243	124	206	176	137
Lama4	391	302	282	357	1058	602
Xkrx	4783	12532	7503	15164	6232	13070
DQ686389	0	0	0	0	0	0
Fam90a1b	0	20	17	5	2	5
Apool	124	58	54	150	118	111
DQ705621	0	0	0	0	0	0
DQ558156	0	0	0	0	0	0
TRNA_Asp	0	0	0	0	0	0
Angpt2	35	32	31	159	199	132
Gm8298	1	0	0	1	1	0
Ncam2	11	7	8	11	3	6
AK054245	33	22	13	20	13	7
Ctsm	0	0	1	0	0	0
Mbnl2	2378	1588	1494	2210	2835	2437
Stk17b	672	301	376	722	598	590
Lsg1	87	89	93	147	156	118
Pdk2	181	155	256	170	115	147
AB337679	0	0	0	0	0	0
DQ690224	0	0	0	0	0	0
AK140738	5	4	0	2	0	0
1700042O10Rik	0	0	0	0	0	0
4930431F12Rik	139	200	247	177	58	87
Txnl1	349	310	179	284	221	189
DQ556070	0	0	0	0	0	0
Efna4	2	5	14	5	2	6
DQ695412	0	0	0	0	0	0
Snora21	1	1	0	5	4	3
Ifi209	140	265	151	1511	1039	983
Myf6	0	1	3	1	0	2
DQ550653	0	0	0	0	0	0
AK006476	0	3	1	0	0	0
Capn2	1054	793	729	1076	1014	828
Oas1b	27	12	22	47	49	47
Gusb	331	187	177	246	244	143
DQ687613	0	0	0	0	0	0
Mcoln3	11	4	6	11	8	4
4932411N23Rik	5	8	27	21	4	8
AK016413	0	0	0	2	0	0
Fam109b	85	38	11	26	19	18
DQ724305	0	0	0	0	0	0
DQ725650	0	0	0	0	0	0
Slc27a1	74	48	57	162	147	179
Bmp5	170	106	161	155	301	193
Srgn	1799	1089	782	3191	2393	2136
Myom2	23	18	39	13	31	23
Mir1306	0	0	0	0	0	0
DQ720439	0	0	0	0	0	0
Cntn4	23	9	11	10	19	11
Tcf23	5	14	14	10	2	8
Il1a	361	178	155	205	161	114
Msmo1	152	62	66	140	166	161
Cdca3	53	33	40	34	22	14
Muc19	54	105	122	41	27	43
Sult2a4	0	0	1	0	0	0
BC100532	0	0	17	0	0	0
DQ697067	0	0	0	0	0	0
Olfr46	9	11	0	1	0	0
4933416I08Rik	0	0	0	0	0	0
Akt2	882	696	617	903	762	663
DQ540716	0	0	0	0	0	0
DQ700006	0	0	0	0	0	0
Mab21l3	41	34	38	31	21	23
AB124611	194	148	111	623	285	281
DQ544361	0	0	0	0	0	0
Nlrp2	0	6	1	8	1	0
Dusp21	5	0	0	2	0	0
Zfp967	122	86	90	46	152	108
Gphn	124	102	114	133	241	152
Spopl	138	109	47	88	180	105
Gtf2a1	767	674	467	632	582	521
BC048080	23	24	36	11	22	27
Ralgps2	179	118	149	157	181	146
Atad5	64	79	63	88	140	120
Hnrnpa0	581	516	311	441	396	386
DQ709135	0	0	0	0	0	0
Pik3r4	170	90	135	255	315	257
Chil6	0	1	0	1	0	0
Recql5	130	84	79	162	224	164
AK085533	0	0	0	0	0	0
AB346318	140	138	111	207	244	275
AK021383	10	0	0	7	27	22
Gm11217	0	1	0	1	0	1
Clca3a2	0	3	2	1	1	2
Gm1993	0	0	0	1	0	0
