Gene	GSM4658803_SRR12164495_Control3_read1	GSM4658804_SRR12164496_Control1_read1	GSM4658805_SRR12164497_Control2_read1	GSM4658807_SRR12164499_Sample1_read1	GSM4658808_SRR12164500_Sample2_read1
ENSCSAG00000004264	0	0	0	0	0
DNAH5	1840	2192	2129	156	171
ZNF133	242	264	304	50	69
VARS2	7427	8160	9163	726	814
SMPD3	1895	1698	1937	99	101
MDFIC	137	170	150	18	15
HELB	1257	1316	1459	93	93
PRR15L	0	0	2	0	1
BBOF1	144	150	170	10	15
ENSCSAG00000022360	0	0	0	0	0
HECTD2	268	266	260	53	59
ENSCSAG00000000500	1365	1404	1538	103	155
EXD2	1263	1340	1472	103	112
CHRD	38	52	66	2	7
COQ10A	296	283	313	23	20
MIR199A1	0	0	0	0	0
LHFPL1	0	0	0	0	0
DYRK3	273	333	323	44	49
ENSCSAG00000008966	0	0	0	0	0
ENSCSAG00000011099	0	0	0	0	0
ENSCSAG00000024471	0	0	0	0	0
ENSCSAG00000000018	0	0	0	0	0
HIF1A	16312	16877	18646	1612	1928
ENSCSAG00000024414	0	0	0	0	0
ERMARD	275	272	284	23	22
MIR365B	0	0	0	0	0
GGA3	2194	2391	2649	266	329
ZNF462	3902	4307	4209	475	491
ENSCSAG00000025402	0	0	0	0	0
ENSCSAG00000023207	0	0	0	0	0
ENO3	40212	43710	49674	3717	4214
ASAH2	0	0	0	0	0
PHLPP2	1162	1380	1386	225	248
FBLL1	136	165	165	17	31
GALC	59	40	39	2	0
OOSP2	0	0	0	0	0
TMEM170A	1241	1346	1398	108	117
TXLNB	0	0	0	0	0
MTIF3	284	331	343	31	40
ENSCSAG00000022295	0	0	0	0	0
ZNF253	192	189	206	17	21
ENSCSAG00000001454	0	0	0	0	0
ENSCSAG00000020195	0	0	0	0	0
PAGE3	0	0	0	0	0
TMX1	3123	3092	3480	196	221
RANGAP1	4671	5004	5792	809	902
ENSCSAG00000004768	302	316	355	28	32
USP10	1615	1744	1804	190	248
ZNF528	0	0	0	0	0
ITGAV	18337	18828	19223	1025	1208
MMD	714	777	817	87	105
ENSCSAG00000017661	0	0	0	0	0
OARD1	458	442	458	35	31
FIGN	235	262	222	54	54
ENSCSAG00000026209	0	0	0	0	0
ENSCSAG00000019809	0	0	0	0	0
ISG20L2	463	489	556	66	61
PPARD	1606	1509	1748	106	147
ENDOU	6	9	11	0	0
ENSCSAG00000013023	19	14	17	4	1
ENSCSAG00000016506	0	0	0	0	0
GP5	1	4	1	0	1
SPSB1	1065	1179	1370	158	157
MELK	689	751	736	57	54
C16orf74	6	5	1	0	0
ENSCSAG00000007430	0	0	0	0	0
ENSCSAG00000027692	0	0	0	0	0
ASCL2	0	0	0	0	0
ENSCSAG00000014301	0	0	0	0	0
SNORA27	0	0	0	0	0
ENSCSAG00000022556	0	0	0	0	0
ENSCSAG00000022168	0	0	0	0	0
ENSCSAG00000025848	0	0	0	0	0
TMEM102	909	1039	1120	96	106
ENSCSAG00000009008	0	0	0	0	0
ENSCSAG00000015323	1477	1538	1695	85	105
ENSCSAG00000013113	113	122	148	13	14
ENSCSAG00000021930	0	0	0	0	0
POLE3	657	690	733	64	88
F13A1	0	0	0	0	0
ENSCSAG00000022184	0	0	0	0	0
SNORD105B	0	0	0	0	0
KIAA0319	200	193	228	28	27
SLC20A2	1108	1254	1428	192	268
KCNK12	0	0	0	0	0
ENSCSAG00000013519	253	233	274	24	24
EIF3D	6230	6417	7399	733	823
ENSCSAG00000011858	11	13	10	0	3
MFSD14B	5119	5053	5628	427	461
CD164	10313	10257	11073	618	771
PTGS2	2	5	0	2	2
ENSCSAG00000021842	0	0	0	0	0
ENSCSAG00000015147	1033	1099	1268	88	85
DBF4B	320	319	330	28	40
TENM2	3	3	0	0	1
APOBEC3C	700	796	830	53	55
DUSP23	283	245	333	25	22
MYOD1	0	0	0	0	0
NADK	4489	4833	5401	430	465
ENSCSAG00000018904	0	1	0	0	0
SNORA66	0	0	0	0	0
CEP104	1229	1318	1474	125	103
ENSCSAG00000027352	0	0	0	0	0
ENSCSAG00000021540	0	0	0	0	0
H2AP	0	0	0	0	0
ASCC3	2790	3002	3138	337	402
ENSCSAG00000019508	1	1	0	0	0
ENSCSAG00000014377	2	1	4	0	0
MAPK1	8124	8613	9150	743	877
INPP5D	48	64	43	2	8
ENSCSAG00000000602	2297	2521	2751	301	293
C11orf53	0	0	0	0	0
KCNC1	56	80	74	4	5
ARPC5L	870	927	1023	108	105
GMEB2	1123	1084	1316	189	186
IKZF5	710	726	856	99	114
KIAA1211L	216	207	243	28	32
ENSCSAG00000020230	0	0	0	0	0
ALKBH8	182	178	214	24	25
YRDC	1413	1545	1626	182	222
TMEM63B	2785	2835	3388	335	330
ENSCSAG00000024288	0	0	0	0	0
NAP1L1	11072	11609	12664	1222	1407
UTP20	3501	3868	3919	296	323
ENSCSAG00000022598	2	0	0	0	0
NTRK3	0	0	0	0	0
GMNN	2107	1941	2124	116	139
NMB	0	1	0	0	0
GBGT1	8	13	15	0	7
ATP11C	2001	2098	2208	139	162
MIR381	0	0	0	0	0
SNORD114-3	0	0	0	0	0
THAP5	556	562	591	43	58
ENSCSAG00000024219	0	0	0	0	0
SPP2	0	0	0	0	0
TRPM6	137	107	121	15	16
ADAM33	1	7	5	1	0
MLLT3	0	0	0	0	0
MIDN	7587	8045	9132	1125	1260
FAM83G	1726	1883	2076	557	641
FCRL3	0	0	0	0	0
ENSCSAG00000018389	0	0	0	0	0
SNORA11G	0	0	0	0	0
HMHB1	0	0	0	0	0
CABCOCO1	219	185	231	18	16
GNGT2	0	0	1	0	0
GJC3	10	26	18	1	2
BORA	358	386	438	33	33
PPP1R3G	6	16	11	1	1
GCSAM	21	33	18	1	0
ENSCSAG00000009569	49	32	32	0	2
AIG1	230	257	305	33	18
RASSF6	161	167	172	9	11
SLC30A10	0	0	0	0	1
INTS11	2976	3178	3623	269	287
MYADML2	13	10	13	0	0
ENSCSAG00000024827	0	0	0	0	0
ENSCSAG00000024234	0	0	0	0	0
ENSCSAG00000021218	0	0	0	0	0
ENSCSAG00000027922	0	0	0	0	0
ENSCSAG00000018743	0	0	0	0	0
NSUN2	2333	2545	2690	280	336
TMEM245	2749	2999	3125	238	264
WDR20	521	575	530	63	59
SRPX2	59	60	69	3	7
XPNPEP1	1516	1665	1738	139	184
ENSCSAG00000005039	292	277	291	32	26
C3orf49	0	3	2	0	0
MED27	762	877	990	119	156
COG1	2159	2351	2555	212	238
FAM118A	488	572	514	74	58
HSPA13	2660	2736	3049	217	272
ENSCSAG00000008974	0	0	0	0	0
NOBOX	1	0	0	0	0
IFI35	9928	10177	11843	871	918
KCTD7	949	1065	1099	84	101
PCDHB3	8	10	15	0	0
ENSCSAG00000025420	0	0	0	0	0
RNU11-5P	0	0	0	0	0
ENSCSAG00000005193	0	0	0	0	0
ENSCSAG00000003493	0	0	0	0	0
PLEC	122541	162033	158507	15408	14882
ENSCSAG00000023023	0	0	0	0	0
SMTN	2935	3358	3662	268	333
ELP2	1563	1660	1819	114	156
SRSF11	3860	4093	4355	383	492
ENSCSAG00000016467	2569	2577	2658	199	261
DNASE1L3	7	4	4	0	0
DDX3X	5104	5409	5987	611	701
EPS15L1	1340	1516	1595	196	217
ASAP1	4731	5124	5362	501	553
IKZF3	0	1	1	0	0
METTL4	358	387	409	29	29
ENSCSAG00000022094	0	0	0	0	0
SRSF2	4016	4240	4850	452	500
LPAR6	3	8	7	0	0
ENSCSAG00000016533	0	0	0	0	0
TSPYL4	588	562	651	63	86
ENSCSAG00000013078	32	23	31	2	1
SCML1	118	129	109	11	13
LDB3	345	307	352	24	15
ABCG8	0	0	1	0	1
PDPR	1108	1283	1215	102	99
MAP1A	1179	1331	1283	66	61
ENSCSAG00000002242	43	37	69	4	3
EHMT2	8108	8654	9906	885	959
PIMREG	22	14	22	1	0
CGREF1	301	336	351	17	17
SCAMP1	3120	3117	3468	190	221
RAPGEF3	93	98	99	16	11
CCDC22	1610	1716	1964	141	159
CCDC122	65	64	61	6	5
ENSCSAG00000027425	0	0	0	0	0
OR1A1	0	0	0	0	0
STK39	1193	1254	1473	145	184
SERGEF	150	139	166	27	21
GPRASP2	524	566	568	37	57
MIR30C1	0	0	0	0	0
PALD1	200	235	253	28	14
CENPB	3176	3325	3866	438	439
OR2T27	0	0	0	0	0
CNIH4	699	674	737	46	48
ALOX5AP	0	0	0	0	0
PCBD1	4183	4288	5036	483	555
VIPR1	0	1	0	0	0
ENSCSAG00000024738	0	0	0	0	0
ANGPT4	0	0	1	0	0
NIM1K	89	90	114	24	38
TXNRD1	6819	7311	8086	670	824
PAEP	21	15	13	1	1
ENSCSAG00000011771	0	0	0	0	0
TRABD2B	4065	3898	4322	272	270
CYP2C19	19	9	15	3	5
GNAI2	11829	12420	14096	952	1062
STYXL1	1207	1278	1313	94	99
NOP9	684	663	823	68	90
ENSCSAG00000023071	0	0	0	0	0
ENSCSAG00000026606	0	0	0	0	0
FGFR2	16	19	27	2	1
ENSCSAG00000000517	0	2	0	0	0
ENSCSAG00000004603	850	859	952	101	96
HADHB	7304	7516	8418	485	556
CBR1	1425	1561	1829	115	133
PGBD4	52	47	62	3	8
SAGE1	0	0	2	1	1
ENSCSAG00000027329	0	0	0	0	0
NKX3-1	322	372	395	62	56
HOXC4	85	81	85	3	5
CEP350	3261	3696	3610	525	596
ENSCSAG00000018532	273	232	294	32	21
SLC2A2	308	292	330	8	10
ENSCSAG00000021511	0	0	0	0	0
ENSCSAG00000025201	0	0	0	0	0
NXPH3	22	28	23	7	10
ZNF800	823	986	1008	117	96
CDH13	0	0	0	0	0
ENSCSAG00000027592	0	0	0	0	0
ENSCSAG00000002719	1057	1093	1321	113	140
PDE6B	83	100	93	13	8
TRIM8	11662	12188	13523	1369	1467
ENSCSAG00000022004	0	0	0	0	0
THAP1	477	497	526	46	55
LACC1	91	96	88	10	10
DHX30	3436	3694	4229	496	588
NAB2	204	255	296	44	44
LRWD1	3443	3603	4253	420	425
ENSCSAG00000002585	2919	3862	3512	451	511
ENSCSAG00000003790	0	0	0	0	0
ENSCSAG00000004178	0	0	0	0	0
WNT7B	46	53	57	7	4
SNORD99	0	0	0	0	0
AFF1	1965	1970	1997	394	397
XPA	191	220	209	24	19
TMEM135	1628	1687	1838	117	143
TRIM58	106	118	132	2	9
RIN1	858	1008	1171	127	143
ENSCSAG00000002821	216	237	283	18	17
FOXE1	0	0	0	0	0
SUFU	538	545	614	63	50
SH2D4A	828	930	910	121	136
FNBP1	1221	1325	1355	102	140
STON2	625	672	651	56	55
STX18	520	547	658	58	57
ENSCSAG00000011039	0	1	1	0	0
ENSCSAG00000017786	266	295	346	42	44
ENSCSAG00000002258	0	0	0	0	0
CREBBP	8098	9314	9649	1419	1541
CBX2	1744	1886	2056	170	223
ARHGEF15	2	2	4	1	0
ENSCSAG00000011854	0	0	0	0	0
KATNBL1	252	244	281	21	17
ENSCSAG00000010190	0	0	0	0	0
NRDC	5220	5401	6114	403	453
SETMAR	287	343	339	41	29
ENSCSAG00000019744	10875	11456	12741	1032	1066
NLRC3	10	10	11	0	1
ENSCSAG00000007257	0	0	1	0	0
ENSCSAG00000024563	0	0	0	0	0
SLC7A9	5	6	8	3	2
PRRX2	0	1	0	0	0
ENSCSAG00000024705	0	0	0	0	0
ENSCSAG00000001142	0	0	0	0	0
TMEM35A	0	0	0	0	0
ENSCSAG00000006135	0	1	1	3	1
SMARCA1	4124	4248	4668	230	330
ZNF385B	4094	4269	4883	307	306
TAF4	718	814	838	103	95
ENSCSAG00000021679	0	0	0	0	0
ENSCSAG00000026502	0	0	0	0	0
ENSCSAG00000002589	1	0	0	1	0
ENSCSAG00000005099	0	0	0	0	0
ODAM	0	0	0	0	0
PTPN3	3080	3277	3543	335	410
ACTR2	24757	25913	27775	1304	1621
ENSCSAG00000014713	0	0	0	0	0
CHRNA9	0	0	1	0	1
BRSK2	196	202	235	38	35
RAB40C	190	219	256	20	17
ENSCSAG00000009187	14	17	9	2	2
CLCN3	5663	6047	6453	567	628
CKMT2	1	2	0	1	0
NPY5R	0	1	1	0	0
RAB2A	2029	2119	2426	169	191
PLD5	0	0	0	0	0
ENSCSAG00000018706	0	0	0	0	0
JCAD	280	333	355	35	39
OST4	3107	2917	3524	189	216
RWDD1	2049	2047	2325	199	237
ZNF423	12	14	24	4	5
ENSCSAG00000020060	0	0	0	0	0
MIR487A	0	0	0	0	0
LRRC17	756	786	786	27	35
OR4K2	0	0	0	0	0
MYOZ3	22	10	12	4	2
ENSCSAG00000024434	0	0	0	0	0
ENSCSAG00000006847	0	0	0	0	0
GIT1	2463	2532	2872	262	310
RAB22A	477	433	463	42	40
ENSCSAG00000010328	9192	9294	10975	834	920
MTMR1	2735	2925	3213	240	291
SLC5A1	36	43	42	4	3
PTPRR	6	5	7	1	1
C14orf28	203	206	210	17	26
NBL1	14301	15007	17719	1376	1426
GATA1	0	0	0	0	0
ENSCSAG00000017778	894	918	996	80	78
CLEC2L	2	0	2	0	0
DCAF12	3030	3200	3397	357	362
ENSCSAG00000027003	0	0	0	0	0
KCNS2	0	0	0	0	0
PIR	274	306	301	26	28
ENSCSAG00000023028	0	0	0	0	0
IGHV1-46	0	0	0	0	0
LRP3	4077	4221	4860	431	390
CCR4	0	1	0	0	0
TXNDC17	344	345	409	30	50
ENSCSAG00000026511	0	0	0	0	0
ENSCSAG00000023658	0	0	0	0	0
SLFN12L	0	0	0	0	0
ENSCSAG00000010735	18163	18435	21219	1942	2127
ZNF468	17	12	9	2	2
ENSCSAG00000022390	0	0	0	0	0
TNS4	10	9	3	2	0
NAE1	1494	1521	1582	110	146
BRWD3	1634	1708	1705	192	191
FAM170B	0	0	0	0	0
EVL	1119	1240	1229	88	92
BHMT	1	0	1	0	0
INSIG2	619	658	742	31	37
CHM	1749	1670	1936	155	175
SLC25A31	0	0	0	0	0
ATP6V1A	9182	9453	10252	616	736
ENSCSAG00000024619	0	0	0	0	0
PDZD11	1341	1368	1544	102	99
PLEKHG4	1356	1471	1680	159	168
U2	7093	6804	7718	2566	2627
ENSCSAG00000025678	0	0	0	0	0
ENSCSAG00000006746	368	332	390	27	21
HACL1	924	912	1064	87	101
SF3B5	1356	1539	1758	139	156
CCDC102B	12	21	21	2	1
ENSCSAG00000006832	588	637	670	44	47
RALGPS1	210	187	210	8	19
CARD14	20	15	17	1	0
PSMD14	2237	2444	2601	214	236
ENSCSAG00000020064	0	0	0	0	0
MFAP4	1	3	3	0	1
RNU6ATAC	0	0	0	0	0
ENSCSAG00000012012	1078	1033	1236	82	110
CHTF8	873	851	1019	70	62
CEBPB	865	961	1046	151	143
ENSCSAG00000001727	50	86	72	11	12
DIS3L	817	835	904	87	114
CNOT6	4560	5029	5262	337	387
ANO9	0	0	0	0	0
FER1L6	30	40	34	1	4
ACP5	35	30	33	0	2
ENSCSAG00000015046	0	0	0	0	0
ZP4	0	0	0	0	0
RAX	0	0	0	0	0
SLC22A12	297	321	291	12	13
ENSCSAG00000025369	0	0	0	0	0
SUPT6H	7198	7927	8428	978	1096
C10orf88	355	384	424	47	50
ENSCSAG00000015488	2	1	0	0	2
DRG1	1520	1584	1789	128	174
LONRF1	631	684	771	119	113
ENSCSAG00000021631	0	0	0	0	0
ZRSR2	123	115	139	5	8
CCDC174	573	642	672	67	67
C1QTNF6	2490	2363	2545	204	176
GABRE	2	0	0	0	0
ANKS1A	2780	3055	3328	357	383
GEMIN7	102	140	160	15	9
SNTB2	296	305	351	23	35
RHOT1	1286	1379	1356	119	136
ENSCSAG00000023105	0	0	0	0	0
ZMYND10	1059	1064	1137	105	85
TBC1D19	305	320	297	25	24
ENSCSAG00000027716	0	0	0	0	0
DHX57	2301	2471	2736	226	267
SCARNA12	3154	3284	4025	1246	1457
MIR155	0	0	0	0	0
RBM24	0	0	0	0	0
AMPH	0	0	0	0	0
ENSCSAG00000021430	0	0	0	0	0
ZNF362	2547	2632	2983	280	292
ENSCSAG00000013178	998	989	1185	70	80
ENSCSAG00000019976	0	0	0	0	0
ENSCSAG00000022225	0	0	0	0	0
BEX3	4068	4176	4787	262	287
THSD4	264	281	311	21	17
PGAP3	1251	1289	1467	95	107
OR2A2	2	1	3	1	3
SNTB1	658	749	840	92	104
HOXA13	23	28	35	0	1
CDK2	1317	1383	1516	115	104
SPACA4	0	0	0	0	1
ENSCSAG00000008330	1117	1175	1333	76	97
C3orf52	59	54	70	1	3
AXIN1	1682	1769	2154	317	324
CNKSR2	277	332	346	56	53
TMEM203	477	513	627	55	47
IRF6	0	0	0	0	0
AEBP2	2771	2952	3089	269	340
C7	0	0	0	0	0
PYROXD2	203	206	248	16	19
CTNND1	5794	6239	6830	560	626
ENSCSAG00000020508	0	0	0	0	0
POU3F2	0	0	0	0	0
BRD1	2448	2600	2840	592	589
PTCRA	0	0	1	0	0
APOBEC3H	120	137	128	9	10
HCRTR2	0	0	0	0	0
GRIN3B	381	401	418	33	29
PRICKLE1	1020	1004	1193	150	169
TRPM4	3310	3422	3853	198	226
PIGN	3854	3850	4146	183	208
ENSCSAG00000024173	0	0	0	0	0
FITM2	979	1081	1161	67	64
ZNF500	89	130	109	18	27
CCN1	9267	11020	12450	3897	4573
SPACA7	0	0	0	0	0
TSPYL2	374	417	384	41	58
EEF1G	36160	37622	42806	5654	6020
CALHM3	0	1	1	0	0
SRPK3	1	1	0	0	0
ENSCSAG00000020625	0	0	0	0	0
CLIP4	13312	14337	15545	1009	1299
CACNA1I	1	4	1	0	0
ENSCSAG00000020552	0	0	0	0	0
PTEN	1032	1109	1261	91	111
CSPP1	598	551	599	85	92
PAG1	276	326	314	61	44
CHPF2	1365	1466	1616	133	112
TRIM63	57	54	59	3	3
BICRAL	1049	1161	1082	108	122
ENSCSAG00000023499	0	0	0	0	0
CLCN5	405	408	493	26	34
SERP1	496	502	673	54	64
ABCC6	482	490	560	27	31
ENSCSAG00000014166	60	56	69	52	58
CDH16	12495	12484	14134	876	938
TMEM131	4016	4233	4412	394	447
ENSCSAG00000000009	0	0	0	0	0
ENSCSAG00000027605	0	0	0	0	0
ENSCSAG00000026106	0	0	0	0	0
SNORA33	0	0	0	0	0
OXT	0	0	0	0	0
ENSCSAG00000021348	0	0	0	0	0
SLC26A5	0	2	0	0	0
DCBLD2	14107	15270	16760	1403	1572
ENSCSAG00000005214	114	109	104	13	16
ELP5	587	666	706	41	50
F13B	0	0	0	0	0
UHRF1	5712	6016	7037	594	689
CABP2	0	0	0	0	0
ENSCSAG00000017722	24	16	34	0	1
DNAH3	72	78	86	2	5
TMEM189-UBE2V1	1398	1519	1649	120	111
DNAJB8	0	0	0	0	0
PPP1R3C	289	357	367	105	118
SEM1	0	0	0	0	0
ENSCSAG00000024228	0	0	0	0	0
ENSCSAG00000003020	0	0	0	0	0
CXorf21	0	1	0	0	0
ENSCSAG00000023361	0	0	0	0	0
SNORA29	0	0	0	0	0
LTB4R	9	4	5	3	3
F10	130	169	110	17	12
WDR73	1227	1282	1420	122	152
BTBD2	6215	6352	7334	891	872
PLXNB3	416	469	456	73	35
REV1	1005	1060	1153	215	201
ABCA4	22	15	14	44	52
ENSCSAG00000017479	9755	9983	10385	577	685
INHBC	2	1	1	0	0
EVX2	2	0	2	0	0
ENSCSAG00000025483	0	0	0	0	0
ENSCSAG00000025535	0	0	0	0	0
ENSCSAG00000023820	0	0	0	0	0
HERC6	69	69	90	41	49
ENSCSAG00000018379	0	0	0	0	0
ENSCSAG00000025741	0	0	0	0	0
POMT1	1867	1945	2177	172	196
ENO4	28	23	25	1	1
SSBP2	110	114	117	12	17
EVPL	278	317	369	86	93
RILPL2	1440	1419	1639	92	124
SOAT1	927	981	1088	84	84
IL12RB2	13	20	4	10	11
SRSF7	1868	2029	2264	262	370
C11orf71	39	44	52	2	2
ENSCSAG00000017283	308	453	418	47	54
MARS1	3339	3704	4092	322	368
TPGS1	1623	1594	2017	113	123
ENSCSAG00000017825	119	127	123	4	13
ENSCSAG00000010604	0	0	0	0	0
ENSCSAG00000026480	0	0	0	0	0
CUX2	1	0	0	0	0
ENSCSAG00000013712	0	0	0	0	0
MYOZ1	98	95	121	3	8
ENSCSAG00000015507	0	1	0	0	0
CD8A	0	0	1	0	0
PRAME	1	1	0	0	0
KCNJ9	4	3	4	0	0
ENSCSAG00000021488	0	0	0	0	0
SYT2	0	0	0	0	0
ENSCSAG00000019514	0	0	0	0	0
ENSCSAG00000019043	0	0	0	0	0
PLPP4	0	0	2	0	1
MED4	1000	1014	1086	62	98
SLC9A3R1	2905	2987	3265	218	225
SAV1	450	417	467	55	48
MMP9	3	10	9	0	0
ENSCSAG00000004023	2402	2396	2582	183	218
DHRS1	1047	1171	1371	60	71
ENSCSAG00000023904	0	0	0	0	0
ENSCSAG00000001939	36	79	70	7	7
ENSCSAG00000010742	17897	18911	21137	1478	1704
RABGAP1	3008	3188	3356	347	410
ENSCSAG00000009035	0	0	0	0	0
ENSCSAG00000006805	0	1	1	0	0
CMTM7	204	219	258	19	20
ENSCSAG00000022838	0	0	0	0	0
TRAV34	0	0	0	0	0
FOXO6	355	362	377	56	59
PRL	2	2	3	0	0
RTN4IP1	796	957	947	63	64
GPR75	488	509	495	41	57
MS4A12	0	0	0	0	0
ENSCSAG00000006431	0	0	0	0	0
ENSCSAG00000004956	0	0	0	0	0
ENSCSAG00000023832	0	0	0	0	0
DHX36	2115	2294	2391	250	307
SLC22A18	891	868	1057	60	68
JAGN1	539	582	667	53	52
ENSCSAG00000014658	9	10	5	0	0
BARX1	3	6	0	0	0
PUF60	5191	5540	6138	584	678
HSD17B10	3698	3777	4527	312	327
ENSCSAG00000000427	3474	3670	4292	791	978
CCKBR	0	1	0	0	0
DAAM1	1439	1569	1718	250	301
INTS1	22363	24969	27401	2112	2179
ENSCSAG00000023702	0	0	0	0	0
TARS1	4927	5231	5949	489	641
MED18	539	579	604	32	45
ENSCSAG00000015479	0	0	0	0	0
TPST2	863	906	1098	128	130
ENSCSAG00000013774	0	0	0	0	0
RTKN	1206	1261	1454	107	101
ENSCSAG00000026325	0	0	0	0	0
POMT2	738	806	800	98	112
FBXO44	411	404	459	50	44
MTO1	855	840	926	83	86
SLC27A6	0	0	0	0	0
YES1	2011	2152	2188	210	229
ENSCSAG00000000037	0	0	0	0	0
ENSCSAG00000020924	0	0	0	0	0
MIR1912	0	0	0	0	0
ADAM7	0	1	0	0	0
ENSCSAG00000024993	0	0	0	0	0
ENSCSAG00000020053	0	0	0	0	0
KCTD12	180	175	227	21	22
FBRS	2624	2897	3250	359	417
ENSCSAG00000024628	0	0	0	0	0
WDR93	28	18	26	0	4
CARF	326	335	361	27	30
ENSCSAG00000019931	0	0	0	0	0
NKX1-2	13	13	9	2	1
ENSCSAG00000012930	0	1	0	0	0
TAOK2	2296	2497	2865	227	239
TNRC18	15041	17517	17849	1895	1852
DYNC1LI1	1086	1173	1301	131	140
ENSCSAG00000023679	0	0	0	0	0
C6	12	9	10	0	0
ZMYND19	950	1057	1155	130	126
LRRC59	3716	4047	4682	400	468
ENSCSAG00000004420	0	0	0	0	0
AGGF1	2941	2979	3263	249	320
RAB38	0	1	0	0	0
ENSCSAG00000021815	0	0	0	0	0
NEUROD6	0	0	0	0	0
ENSCSAG00000020211	0	0	0	0	0
PTPRCAP	4	4	4	5	1
STX12	1058	1059	1115	102	95
KREMEN2	6	8	8	1	0
ENSCSAG00000008181	9	9	10	1	0
PDZD2	22	20	16	12	15
ZNF704	60	39	60	2	2
ENSCSAG00000025996	0	0	0	0	0
ARAP3	1074	1084	1210	96	107
ENSCSAG00000010369	164	198	155	10	9
NFXL1	447	497	493	49	64
GAREM2	868	958	1118	160	198
METTL23	5524	5717	6220	455	577
ENSCSAG00000022639	0	0	0	0	0
ISM2	2	1	2	0	2
RPL10A	11500	11880	13693	1708	1824
DAZL	0	0	0	0	0
ENSCSAG00000008956	0	0	0	0	0
TREM1	30	27	44	3	5
ENSCSAG00000023912	0	0	0	0	0
ENSCSAG00000005724	1264	1423	1433	89	116
CLSTN2	1202	1531	1371	126	135
CENPS	218	185	236	22	19
ENSCSAG00000026423	0	0	0	0	0
JPH1	535	603	664	94	107
IL1RN	2	3	2	0	2
ENSCSAG00000019354	0	0	0	0	0
SPEF2	141	178	166	7	9
UBE3C	8119	8697	9563	869	1134
RRAGB	148	182	187	28	25
SLC25A18	100	104	100	3	10
DUSP22	170	201	231	23	17
ENSCSAG00000025034	0	0	0	0	0
ENSCSAG00000026860	0	0	0	0	0
ENSCSAG00000021668	0	0	0	0	0
NRROS	6	6	5	3	3
MIR224	0	0	0	0	0
MRPL44	1008	1050	1159	79	96
ARHGEF37	143	178	202	15	16
PSRC1	145	153	179	10	14
ENSCSAG00000026831	0	0	0	0	0
PWP1	2066	2170	2426	195	199
ENSCSAG00000014576	532	544	579	49	55
ENSCSAG00000009690	8	7	1	0	1
ERICH6B	0	0	0	0	0
RSPH9	73	64	93	10	11
SPATA22	1	0	0	0	0
ENSCSAG00000014666	0	0	0	0	0
SERPINB9	0	0	0	0	0
ENSCSAG00000025704	0	0	0	0	0
ENSCSAG00000021608	0	0	0	0	0
RP2	951	947	1002	67	74
ENSCSAG00000023353	0	0	0	0	0
ENSCSAG00000024896	0	0	0	0	0
ENSCSAG00000005897	0	0	0	0	0
C17orf113	165	177	194	25	24
SLC39A9	832	846	894	69	66
ENSCSAG00000020999	0	0	0	0	0
ENSCSAG00000017671	14076	15028	16919	1304	1365
ENSCSAG00000000102	0	0	0	0	0
C10orf67	0	0	0	0	0
FSBP	274	304	310	17	27
NT5C3B	3016	3039	3475	219	308
EEF1AKMT4	2022	2096	2444	260	286
ENSCSAG00000025165	0	0	0	0	0
SLC16A6	85	99	92	6	15
KIRREL2	3	2	3	0	0
FGFBP2	0	0	0	0	0
TIRAP	247	268	270	27	34
NME8	0	0	0	0	0
ENSCSAG00000006004	4266	4636	4859	549	675
ENSCSAG00000010009	0	0	0	0	0
ENSCSAG00000019115	0	2	0	0	0
COQ7	967	1044	1176	78	111
ENSCSAG00000001384	4	0	1	1	0
INHBB	0	1	4	0	2
SVEP1	268	301	302	35	36
SULT4A1	0	0	1	0	0
ENSCSAG00000011373	0	0	0	0	0
ENSCSAG00000011685	2187	2499	2657	339	412
ENSCSAG00000023528	0	0	0	0	0
ZNF777	1762	1803	2082	225	247
ENSCSAG00000025053	0	0	0	0	0
ATP10D	9192	10009	10540	584	849
SNX2	2792	2796	3095	218	199
ADIRF	21	29	33	2	8
ENSCSAG00000027550	0	0	0	0	0
ENSCSAG00000009156	0	0	0	0	0
SMO	5298	5412	6091	376	437
CCDC116	1	1	1	1	2
ENSCSAG00000003118	0	4	1	0	0
ATP8A1	927	945	933	58	58
KBTBD2	998	1031	1140	139	123
ENPP6	1	2	0	0	0
PSMG2	681	730	786	66	57
FOXL2	0	0	0	0	0
EXTL3	2226	2357	2660	215	217
GATA3	0	0	0	0	1
ENSCSAG00000025644	0	0	0	0	0
TSPAN8	157	184	192	9	7
LDLRAD3	510	513	621	37	46
ENSCSAG00000024625	0	0	0	0	0
U3	3344	3449	4513	1972	2078
ZC3H3	2533	2688	2946	293	293
ENSCSAG00000006710	0	0	0	0	0
SMIM33	3	2	1	0	0
PATZ1	2059	2189	2468	249	240
ENSCSAG00000026449	0	0	0	0	0
CWC27	1027	1085	1184	83	92
SLC39A5	16	22	19	3	0
ENSCSAG00000004635	24	29	42	1	0
THEGL	22	24	22	3	1
ENSCSAG00000011206	334	383	383	42	42
ENSCSAG00000000428	0	0	0	0	0
ENSCSAG00000006978	0	0	0	0	0
ENSCSAG00000022029	0	0	0	0	0
RASL10B	1397	1465	1748	125	158
DEFA4	0	1	0	0	0
CACNA1C	4	2	2	2	0
ENSCSAG00000004061	221	265	266	27	32
