Genes	SAMN14563423_Series7_Calu3_Mock_1	SAMN14563422_Series7_Calu3_Mock_2	SAMN14563421_Series7_Calu3_Mock_3	SAMN14563420_Series7_Calu3_SARS-CoV-2_1	SAMN14563419_Series7_Calu3_SARS-CoV-2_2	SAMN14563418_Series7_Calu3_SARS-CoV-2_3
OR10A5	0	0	0	0	0	0
OR10G3	0	0	0	0	0	0
THADA	272	511	1156	588	270	597
SLC47A2	0	0	0	1	0	0
C19orf60	245	651	977	190	132	317
BAIAP2L1	610	1131	2334	1672	973	1798
FAXC	9	20	45	18	9	14
FRMD8	367	780	1557	842	388	904
SCRG1	0	0	0	0	0	0
PSAT1	459	603	1650	3290	1511	2855
SOCS2-AS1	0	6	4	18	8	11
LINC00460	4	6	5	5	0	3
AKR1C2	162	329	656	358	173	327
TBC1D1	365	657	1510	803	446	813
FAM20A	12	14	37	8	1	11
CSNK1G2	593	1254	2496	738	459	862
DCAF7	481	710	2139	915	455	971
DQ587527	0	0	0	0	0	0
LINC00948	0	0	2	0	1	0
ABL2	246	406	1143	1476	778	1332
JB175072	0	0	0	0	0	0
TRMT2B	162	256	740	237	120	220
PPBPP2	0	0	2	0	0	2
ATP4A	0	0	0	2	2	2
PDIA3P	40	73	125	99	73	109
FOLH1	5	6	26	8	4	12
CNBP	2404	3606	8442	6611	3516	5645
DQ586004	0	0	0	0	0	0
BC035172	0	0	0	0	0	0
FAM83H	1433	2701	6431	2057	1171	2930
PHYHIPL	0	0	6	1	0	0
C22orf46	104	166	508	255	89	248
NOC4L	395	967	1909	468	181	573
MIR3120	0	0	0	0	0	0
TMEM255A	5	3	18	9	3	10
NF1	193	294	1135	769	451	709
SPATA31D5P	0	0	0	0	0	0
EARS2	353	577	1452	523	221	468
FZD5	278	412	1208	830	525	893
LOC339822	0	0	0	0	0	0
SET	3063	4609	10398	5149	2792	4465
PRRC2B	738	1109	3735	2050	1005	2219
LAIR2	0	1	1	0	0	2
BC040624	0	0	0	0	0	0
OPRD1	0	0	0	0	0	0
KCNK5	859	1393	3833	1581	745	1796
PRSS35	0	1	4	0	0	0
TBC1D3B	0	0	0	0	0	0
MIR563	0	0	0	0	0	0
PXDC1	156	272	576	567	284	591
IRF2BPL	310	496	1222	708	451	1105
MTERFD1	77	118	266	187	97	163
PIH1D2	5	13	29	7	6	9
SLC22A6	0	0	0	0	0	0
LUC7L2	567	721	2050	789	631	836
RAB20	119	244	468	337	187	386
RALGAPA1	72	88	305	263	153	251
GLIPR1	309	384	983	1080	532	959
RTCB	1292	2454	5283	1880	1084	1942
OR2L1P	0	0	0	0	0	0
CT45A5	0	0	0	0	0	0
CRYM-AS1	2	0	8	5	3	2
RPL29P2	0	1	11	2	0	1
PRM3	0	0	0	0	0	0
BAZ2A	823	1314	4089	2965	1495	2927
GPRASP2	82	60	199	78	85	104
POM121L8P	1	1	5	0	0	3
MAT2A	1856	3303	7594	3197	1607	2940
PCYOX1	614	765	2192	662	377	697
SNAR-H	0	0	0	0	0	0
TH	0	0	3	2	0	1
KIAA0020	288	499	1048	744	445	664
AK127966	1	0	0	4	3	2
JA783516	0	0	0	0	0	0
C5orf47	0	0	0	0	1	0
DM376719	0	0	0	0	0	0
ZNF839	104	182	361	246	114	282
TRIM63	0	1	1	0	0	0
CDH20	0	0	0	0	0	0
BAAT	118	164	428	248	132	245
IKZF1	3	1	2	13	7	11
GLYATL3	0	0	0	0	3	0
GUSB	321	721	1594	636	334	708
TROAP	119	279	607	148	50	153
GBGT1	0	0	1	7	2	7
PSMB6	850	1810	3668	1184	631	1292
ZNF91	29	26	123	103	73	90
HYAL1	37	81	210	75	41	107
TCRBV21S1	0	0	0	0	0	0
SAMD4A	93	94	290	547	265	523
RPRD1A	541	650	1879	1123	599	902
DL491209	0	0	0	0	0	0
IFLTD1	0	0	0	0	0	1
BC050580	14	10	19	32	0	0
DQ597620	0	0	0	0	0	0
TOX4	504	838	1971	938	463	972
DNMT3B	91	145	401	112	51	147
KRTAP15-1	0	0	0	0	0	0
LUZP4	0	0	0	0	0	0
IDO2	0	0	1	2	0	2
RFX2	43	104	220	84	48	115
CCDC60	0	0	0	0	0	0
HIST1H1E	2	17	11	46	8	61
DGAT2L6	0	0	3	0	0	0
DNAJB13	1	4	19	2	0	4
C1orf194	0	0	0	0	0	0
C7orf60	114	90	335	215	195	233
SOX1	0	0	0	0	0	0
CNST	167	164	552	556	248	455
METTL8	91	140	358	213	97	231
ZC3H7B	658	1124	3104	2114	911	2214
DQ588135	0	0	0	0	0	0
RPE	517	634	1862	841	499	718
OR51I1	0	0	0	0	0	0
HNRNPK	5219	8661	20945	11273	5733	10733
CTR9	380	533	1403	646	350	654
FLJ42102	8	15	44	32	22	37
RNF103	380	440	1349	805	494	821
AK056211	2	4	2	0	2	4
LMOD2	0	0	0	0	4	0
PLIN5	12	40	71	16	6	22
GCNT1	66	113	363	243	155	265
ORMDL1	436	591	1351	807	500	692
BC043576	0	0	0	0	0	0
FAM154A	0	0	0	1	0	0
LRMP	0	0	0	0	0	0
BC015342	0	1	0	2	3	0
DQ600835	0	0	0	0	0	0
MIR1228	0	0	0	0	0	0
LOC643401	0	0	0	0	0	1
C9orf57	0	0	0	0	0	0
EFCAB11	69	126	299	113	91	124
LOC100133612	6	8	15	5	3	11
PALM	5	18	18	10	8	16
PLK4	201	248	646	285	159	273
MIR4707	0	0	0	0	0	0
ATP5L2	0	1	0	0	0	1
TTI2	382	744	1794	1337	667	1307
PIK3R4	400	625	1798	975	510	894
ASCC3	315	376	1234	835	428	761
PEX10	127	317	636	214	125	340
NDRG3	311	567	1394	611	294	578
TCTEX1D1	0	0	0	1	0	0
SI	0	0	0	0	0	0
SNORD114-20	0	0	0	0	0	0
RSPH9	0	1	10	2	0	3
WDR6	601	1273	2736	1192	598	1404
DMAP1	115	284	593	228	111	250
SLC12A8	74	156	371	105	59	113
DQ600106	0	0	0	0	0	0
GIMAP5	0	0	0	0	0	0
AK304759	0	0	0	0	2	0
RPS15AP10	1	1	5	1	4	4
DNAJB7	0	1	1	0	0	1
TMOD3	465	534	1885	1314	653	1142
BC094703	25	64	124	167	142	178
LOC645752	0	0	0	0	0	5
KLHL5	441	585	1721	1487	831	1376
DQ601906	0	0	0	0	0	0
CIB2	136	341	671	296	170	381
EXOSC2	164	394	840	352	155	321
HMGA1	12086	26261	54277	35574	17362	36927
ACSL3	1281	1836	5000	2475	1477	2297
STXBP1	61	159	288	120	52	133
DQ587981	0	0	0	0	0	0
IQCH-AS1	45	65	102	57	32	59
NAT16	0	0	1	0	0	2
PLOD2	1886	1924	6249	2541	2070	2442
ZER1	181	332	783	396	248	475
NGS-17	73	782	49	398	139	294
CLN6	599	1130	2608	597	344	672
SEC22C	263	420	1092	410	222	399
DQ592136	0	0	0	0	0	0
C1orf27	354	371	1004	527	332	503
BC072410	0	0	0	0	0	1
LOC100289561	7	20	48	8	0	25
CYP4V2	142	196	475	195	101	207
ITGAX	16	23	65	44	35	53
OTP	0	2	4	0	2	5
NFAM1	0	14	19	24	22	26
MIR4526	0	0	0	0	0	0
SUZ12	462	446	1709	1037	636	952
TTTY10	0	0	0	0	0	0
MUM1L1	7	3	3	1	0	1
DQ575740	0	0	0	0	0	0
CHCHD5	104	248	476	163	90	211
LGALS8-AS1	2	9	7	12	10	7
AF532840	0	0	0	0	0	0
DQ600644	0	0	0	0	0	0
ARHGAP5	603	507	2119	1670	983	1380
DQ570906	0	0	0	0	0	0
CHST3	483	715	2048	1897	859	1888
OR6M1	0	0	0	0	0	0
DTX2P1-UPK3BP1-PMS2P11	2	10	35	20	10	17
PDIA4	5605	10171	23565	8531	4497	8484
MTRNR2L3	0	0	0	0	0	0
KIAA0855	0	0	0	0	0	0
GPR37L1	2	9	29	24	16	17
FAM60A	566	769	1973	2032	1055	1741
TSPYL6	0	0	0	0	0	0
HEPH	0	2	0	2	0	1
TEX37	0	0	1	0	0	0
CCDC110	3	7	7	8	7	8
CLUL1	7	4	14	5	1	5
APPL1	209	227	824	412	233	417
OR1K1	0	0	0	1	0	0
BCAS2	214	290	893	334	181	291
MAPT	32	30	90	45	19	54
CFD	11	44	53	9	13	13
MATN2	113	206	566	153	80	183
CDH19	16	21	90	55	34	46
TBC1D16	431	842	2181	1307	588	1459
DQ589248	0	0	0	0	0	0
BC108660	0	7	10	0	1	3
CCDC24	83	234	439	146	74	130
ALS2CR11	0	0	1	0	0	0
FOXO3	503	747	2174	2543	1428	2587
LRRC37	1	0	3	0	0	2
AK024119	2	4	8	6	4	6
UGDH	285	465	1258	391	259	370
RNF32	16	26	61	30	18	40
DD413568	0	0	0	0	0	0
DQ595400	0	0	0	0	0	0
LRR1	182	353	701	311	164	236
THNSL1	125	156	413	232	105	195
SCAF8	169	274	822	602	369	648
DPF3	10	15	28	25	1	31
AK097585	0	0	0	0	0	0
DM119543	0	0	0	0	0	0
RGMA	0	4	4	5	0	3
LDHA	14249	23882	54481	17324	12702	19734
GAK	474	1038	2087	834	463	1054
KCNJ10	1	0	3	4	3	4
IRAK4	105	138	381	287	144	261
PEBP4	0	2	0	0	0	1
CASP7	234	328	951	960	533	942
CS706497	0	0	0	0	0	0
TUSC1	63	156	271	56	40	141
DQ594004	0	0	0	0	0	0
TMEM114	0	0	0	0	0	0
SESN1	37	57	102	72	34	54
CARD10	416	846	2097	924	383	1046
TES	887	1291	3230	1863	921	1669
BMP2	46	114	259	602	341	566
SNORA3	0	0	3	0	0	0
RBMY1A3P	0	0	0	0	0	0
RNF14	276	433	1211	699	346	682
AX747269	33	53	133	71	25	51
LOC286186	0	2	3	4	2	6
DQ596669	0	0	0	0	0	0
CHST12	216	456	1012	253	155	399
SLC38A6	29	54	112	31	29	43
TBC1D24	166	339	812	354	170	362
DQ574659	0	0	0	0	0	0
AK022915	154	117	339	622	498	521
RNASEK-C17orf49	808	2127	3741	1850	910	1836
GINS2	445	772	1458	275	189	259
CLEC1B	0	0	0	0	0	0
RAB7A	4132	7222	16726	7187	3876	7242
HV592909	0	0	0	0	0	0
SARS	724	1366	3181	3146	1469	3134
SEC23A	208	300	856	578	276	517
FSCB	0	0	0	0	0	0
KCP	16	42	86	28	10	53
MEF2A	252	235	807	814	425	737
TSGA10IP	0	0	0	0	0	0
DQ579683	0	0	0	0	0	0
BC042029	0	0	0	0	0	0
TMEM219	642	1486	2509	1368	837	1599
PTPN4	148	169	534	374	254	321
DHX37	336	784	1734	677	318	754
SLC15A4	272	465	1079	459	286	496
PSMC3IP	201	460	948	458	199	412
P2RX7	0	0	0	0	0	3
PTGDS	0	0	0	0	0	0
SUMO1P3	0	0	0	0	0	0
BX640700	0	0	0	0	0	0
SBNO1	468	664	1812	989	454	828
NUTM1	0	0	0	0	0	1
DR1	367	461	1380	653	440	625
SLC18A2	63	74	175	58	61	67
FAM177A1	191	300	707	469	286	447
LOC100506844	32	61	134	91	36	78
FNDC9	0	0	2	1	0	1
LOC146481	0	0	0	0	0	0
VSX2	0	0	0	0	0	0
ZNF192P1	6	5	14	8	4	11
LOC100507602	53	137	242	86	42	96
ERAP2	834	1127	3273	2607	1451	2292
C1orf186	116	224	439	281	151	267
DQ570464	0	0	0	0	0	0
DQ575305	0	0	0	0	0	0
MIR3155B	0	0	0	0	0	0
GAGE10	0	2	2	0	0	0
AKR1E2	2	5	13	8	7	15
C21orf33	256	607	1325	363	194	476
NDUFA12	755	1449	2870	1223	661	1300
OPN1MW	0	0	0	0	0	0
KNSTRN	147	260	542	220	127	206
DQ586243	0	0	0	0	0	0
HIST1H3E	0	0	5	0	0	0
PRR13	800	1537	2846	1249	735	1176
HBZ	0	0	0	1	0	0
ZFR2	0	0	0	0	0	0
ZNF551	55	58	261	190	63	167
DQ582579	0	0	0	0	0	0
DQ580631	0	0	0	0	0	0
DSCR4	0	0	0	0	0	0
KIF11	568	745	1809	676	413	582
AY455283	0	0	1	0	0	1
GIMD1	0	0	0	0	0	0
septin 9/TNRC6C fusion	0	0	0	0	0	0
GABRA4	0	4	0	0	0	0
AF143871	0	0	0	0	0	0
TRAM1L1	16	20	74	35	21	31
CDC20	985	2160	4271	1153	523	1251
TWSG1	298	271	968	330	190	309
DQ579782	0	0	0	0	0	0
C6orf25	0	0	0	0	0	0
PEX12	22	25	96	80	42	59
AGRN	6422	14139	30678	14531	7938	18615
MIR940	0	0	0	0	0	0
PCMT1	627	1058	2512	1137	629	1135
AS3MT	18	27	43	16	15	29
LINC00159	0	0	0	0	0	0
GAPVD1	160	261	787	460	251	480
LOC389831	191	287	720	294	180	279
ASH2L	653	1297	2954	1581	807	1433
RGR	0	0	0	0	0	0
ARL5B	113	80	368	570	389	538
ATP5F1	1176	1956	4303	1574	861	1532
IPP	61	77	282	139	71	134
FOXJ2	148	204	570	448	160	362
BC058012	2	4	8	4	6	4
MST1L	5	5	10	4	4	5
C1orf105	0	3	3	1	4	1
SLC5A10	3	4	12	14	7	28
RAB27B	559	411	1637	846	542	737
TTC31	131	235	576	226	114	245
TCTEX1D2	100	207	399	97	70	90
DQ589253	0	0	0	0	0	0
H1FX-AS1	7	17	44	5	7	17
CCDC138	25	56	149	90	39	48
SAPCD2	620	1230	2646	285	189	442
MAP4K2	171	352	745	236	109	249
SEC11C	730	1508	2863	1191	635	1159
SNHG15	261	539	1075	672	289	657
RPUSD1	458	1131	2212	482	269	658
FN1	2258	3366	10359	7584	3490	7573
SNORA62	0	5	1	0	0	2
DQ571241	0	0	0	0	0	0
TET1	10	13	28	3	4	3
DST	908	1431	4001	2516	1478	2183
PIP5K1C	255	469	1238	378	214	449
IL23A	14	13	60	117	61	107
UG0898H09	2	6	10	2	7	4
MIR4330	0	0	0	0	0	0
LOC285696	5	7	6	5	6	7
CERS6-AS1	149	252	262	79	30	17
PGM5	0	0	0	0	0	0
SGK223	261	507	1112	566	262	645
SLC6A16	1	2	5	1	0	6
MIR4723	0	0	0	0	0	0
ANXA6	293	610	1182	397	225	437
OR11H6	0	0	0	0	0	0
DUX4L5	0	0	0	0	0	0
CCDC42B	4	31	74	10	6	19
RPL23AP82	149	324	576	244	107	238
CHEK2P2	0	0	0	0	0	0
TCRDV2J2	0	0	0	0	0	0
METTL22	155	326	676	277	120	340
C1orf141	0	0	0	0	0	0
SNHG1	526	1042	1877	1109	579	1120
ITPR2	20	25	76	55	23	52
ZNF146	1029	1234	3647	3182	1779	2485
MAP1LC3A	19	21	42	19	11	39
ZNF404	12	13	20	28	22	38
OR2J3	0	0	0	0	0	0
DQ574353	0	0	0	0	0	0
MIR3529	0	0	0	0	0	0
NPAT	107	119	400	223	165	239
NCAPH2	630	1501	2945	962	498	1091
PFDN6	1215	2375	4495	2000	915	1920
AK095179	10	20	94	22	19	38
IL2RG	7	19	50	50	28	49
PYGO2	403	835	1912	1054	536	1134
C1orf162	5	1	4	6	5	6
AY343891	5	0	10	7	0	8
SOS1	220	302	795	604	364	583
MRPL46	250	515	935	424	259	396
DIRAS2	26	30	121	80	45	57
YIPF7	0	0	0	0	0	0
MIR4741	0	0	0	0	0	0
DIP2B	251	300	1097	987	498	890
TBC1D8B	385	318	1360	771	489	733
RASGRF2	133	220	508	435	202	455
SLC41A1	460	648	1932	1002	583	972
CMBL	264	411	939	308	171	392
C18orf63	0	0	0	0	0	0
CSNK2A2	370	576	1459	1189	694	1261
USP17L24	0	0	0	0	0	0
KANSL2	122	224	502	255	178	255
ZNF517	45	120	255	119	48	146
KRTAP10-11	0	0	0	0	0	0
CEACAM7	84	94	241	273	137	302
SNAP25	14	16	28	21	10	14
NDUFA13	798	1984	3746	1085	458	1123
ST3GAL4	201	398	915	636	379	728
DQ578700	0	0	0	0	0	0
WFDC8	0	0	5	3	0	2
DQ576800	0	2	0	3	6	3
AJAP1	0	0	0	0	0	0
DQ581602	0	0	0	0	0	0
LOC340357	0	0	0	0	0	0
WWC3	451	706	1965	1025	513	1020
SCIMP	1	2	11	7	0	5
TAS2R38	0	0	0	2	0	0
CADM1	0	0	0	1	0	0
NBPF22P	0	0	0	0	0	0
AK130759	5	3	7	8	1	5
LCN10	12	31	55	15	11	19
DQ583818	0	0	0	0	0	0
UBR1	122	146	420	302	130	295
MIR4643	0	0	0	0	0	0
HYALP1	0	0	0	0	0	0
PRDM15	49	57	213	129	58	118
MIR153-1	0	0	0	0	0	0
epsilon IgE	0	0	0	0	0	0
OGG1	80	149	390	113	47	106
TMED2	4371	6146	15354	4523	2776	4183
RING1	444	810	1864	985	488	1146
LIMA1	451	510	1553	923	485	808
ST6GALNAC4	102	192	446	130	59	134
MOS	0	0	0	0	0	0
AX748395	0	0	9	0	0	0
IFNE	4	7	25	3	4	7
NPVF	0	0	0	0	0	0
AK091996	0	1	12	7	2	18
KIAA1524	291	344	1003	282	173	296
PAPPA2	0	0	2	4	2	3
UBXN8	43	75	148	54	10	42
EIF4H	2544	4313	10219	4018	1958	4095
MALAT1	1311	2202	3116	4404	3599	6030
ADD2	0	3	3	5	3	3
SVOPL	9	7	49	15	6	8
TRIM26	669	1100	2907	2039	1083	2375
TTC5	97	161	411	160	86	177
IVD	151	273	644	177	78	205
MIR19B1	0	0	0	0	0	0
NT5DC1	478	660	1541	709	381	697
DQ582309	0	0	0	0	0	0
AFF4	481	539	1960	2026	1380	1894
FAM157A	11	15	106	77	12	84
HIST1H1C	300	638	1283	452	274	457
FLJ41941	0	0	1	2	5	3
ALPPL2	3	6	0	1	1	1
CADM4	502	850	2038	817	445	999
TRIM13	64	140	288	286	163	275
TCRGV	0	0	0	0	0	0
CCDC146	11	14	43	27	35	36
MLLT11	167	254	588	195	111	183
WSCD2	0	0	0	0	0	0
TTYH2	2	3	16	15	7	10
ZNF324B	47	85	192	66	37	102
OR2L13	0	0	0	0	0	0
MIR933	0	0	0	0	0	0
C9orf135	17	29	70	18	15	31
FLJ40288	0	0	0	0	0	0
C1orf211	0	3	1	8	4	6
MIR4761	0	0	0	0	0	0
RAD51-AS1	0	2	10	5	4	14
LOC649330	0	0	1	0	0	1
MIR3936	0	0	0	0	0	1
MIR4634	0	0	0	0	0	0
AK094480	4	14	27	51	15	60
NME3	317	927	1546	342	226	414
MIR3142	0	0	0	0	0	0
TRNA_Asn	0	0	0	0	0	0
ACTB	33920	71520	152071	61164	29346	62893
LEPREL4	502	1194	2251	812	408	1008
PART1	6	13	18	7	4	10
PARP11	31	35	103	78	56	52
DHDDS	172	328	694	345	170	345
ENTPD3-AS1	4	4	15	12	8	19
AKR7A3	16	24	64	26	15	39
LOC100506963	9	25	51	21	13	32
NDUFC2	1250	2176	4448	888	677	841
S1PR3	27	22	81	56	43	69
ARHGEF3-AS1	0	0	0	0	0	0
COA4	383	752	1535	545	231	513
ELOVL1	1375	2768	5897	2912	1348	3116
C9orf170	0	0	0	2	0	0
MAPK7	52	130	300	138	64	101
LILRA2	0	0	0	0	0	0
RPAP3	306	345	864	585	300	486
MIR4308	0	0	0	0	0	0
PCBP4	235	485	1008	495	242	507
HSP90AB4P	1	0	9	0	0	2
DQ595616	0	0	0	0	0	0
PMF1	362	724	1460	574	261	607
EDF1	1118	2517	4447	2525	1307	2585
RTN3	2428	4326	9511	3285	1920	2982
MIR550A1	0	0	0	0	0	0
RPL13P5	5	0	23	4	0	0
AF090939	0	1	1	2	1	0
CAPSL	0	0	0	0	0	0
FGFR1OP	178	242	667	199	134	211
KIAA0125	0	0	0	0	0	0
TEX29	0	3	1	0	0	1
TLDC1	196	382	942	481	255	506
MIR3169	0	0	0	0	0	0
SLC25A30	207	189	651	495	241	428
PDP1	276	316	1099	1564	921	1326
AK094786	0	0	3	2	0	1
TMEM173	182	381	791	459	255	576
AK026392	0	0	0	14	0	0
COA6	353	670	1436	616	339	598
LZTS3	122	275	574	288	150	378
PNO1	245	509	960	519	275	432
CD68	605	1063	2456	2493	1219	2982
NABP2	375	769	1575	505	243	516
PTK6	133	379	712	628	346	739
DQ574291	0	0	0	0	0	0
TTBK2	11	7	32	44	22	35
AK125960	0	0	1	1	0	0
BC041890	0	0	0	1	0	0
WDSUB1	74	104	224	183	110	208
SASS6	94	71	230	162	82	137
LINC00264	0	0	0	0	0	1
MND1	102	187	347	197	129	187
MIR5008	0	0	0	0	0	0
XKR9	5	4	23	28	29	31
B3GAT2	1	1	1	0	2	0
MIR519E	0	0	0	0	0	0
PTS	151	284	567	256	153	233
C14orf166B	0	0	0	0	0	0
DQ583712	0	0	0	0	0	0
PDE4B	18	14	50	313	219	384
EYA3	122	224	482	342	166	363
SSX4B	0	0	0	0	0	0
LRRC52	0	0	0	0	0	0
MAGI2-AS2	0	0	0	0	0	0
DTD2	96	108	222	133	63	96
FGF20	0	0	1	0	1	1
GRM8	2	0	0	1	0	2
CHCHD2	5757	12718	24266	7000	3645	7854
C2CD5	234	224	714	356	251	308
ZSCAN29	61	101	241	163	93	183
HKDC1	948	1585	4017	1801	988	2164
KLK15	0	0	0	1	0	0
KY	1	0	2	2	5	8
TIFA	60	79	277	207	116	192
WDR78	34	43	121	48	27	39
MIR3156-1	0	0	0	0	0	0
RNF168	193	279	751	305	180	290
LOC100270679	0	0	0	0	0	0
CDK19	211	197	704	255	200	235
AK124130	0	6	10	2	2	3
MIR5089	0	0	0	0	0	0
MIR3606	0	0	0	0	0	0
FAM199X	457	482	1705	797	441	674
USE1	43	126	246	97	53	133
AF085995	0	0	0	0	0	1
HMGA1P7	0	0	0	0	0	0
BTBD2	509	1189	2539	832	481	1155
PLCB3	352	866	1643	545	273	604
COL1A1	20	79	194	151	86	135
REPIN1	1305	2667	5952	1802	1025	2277
EPS15	407	431	1538	1247	660	1097
LOC100506422	0	0	0	0	0	0
LOC285484	1	0	5	2	0	2
DQ589683	0	0	0	0	0	0
U3	0	4	0	3	0	1
ITGB8	982	746	3239	3002	1771	2654
MIR4489	0	0	0	0	0	0
AK123758	0	0	2	0	0	0
TECTB	0	0	0	0	0	0
APP	7621	10550	30038	15382	8357	15664
DMRTB1	0	0	0	0	0	0
ZNF674-AS1	18	30	81	65	32	49
TMPRSS11E	5	18	23	9	6	6
CDC27	737	852	2524	1320	823	1298
ROPN1L-AS1	0	0	4	1	0	2
FNDC4	109	213	394	226	152	274
AK094985	8	21	41	34	22	40
DQ574263	0	0	0	0	0	0
LRIG1	187	239	692	233	121	251
TFAP2B	0	0	0	0	0	0
DKFZp451F083	27	18	99	45	21	46
MIR1225	0	0	0	0	0	0
MAFK	901	2273	4613	4222	2056	4801
CYP1A2	0	7	20	12	6	17
RFC5	403	703	1535	443	241	393
INVS	71	126	263	115	76	131
PPP1R3F	159	403	842	313	196	447
DQ594965	0	0	0	0	0	0
CD1A	0	0	0	0	0	0
THEM4	96	167	365	187	125	176
LOC400043	23	55	85	23	17	39
DQ574330	0	0	0	0	0	0
DQ585141	0	0	0	0	0	0
LOC644215	45	67	173	64	24	113
ASAP1-IT1	0	0	0	0	0	0
SLITRK3	0	0	4	1	1	2
MRPS26	229	674	1041	243	150	344
LOC100130331	0	0	0	2	0	0
ALOX15B	0	0	0	0	0	0
LYPD8	0	0	0	0	0	0
AX748212	1	0	5	1	0	2
GGT3P	4	10	15	7	5	15
AK125257	0	0	0	0	0	0
OR51M1	0	0	0	0	0	0
TRA2B	1517	2403	5945	2520	1371	2488
SELE	0	1	0	23	7	23
OR8D2	0	0	0	0	0	0
COMMD5	227	568	1093	470	215	492
SYNGAP1	105	136	447	195	88	232
AK123067	0	0	0	0	0	0
TMEM52B	0	0	0	4	0	4
ODF2	209	409	941	327	156	305
ADNP2	127	184	500	401	172	385
SH3RF3	0	5	1	5	1	6
CDKN2C	363	760	1609	317	194	416
FOXF2	3	0	4	5	1	1
ANXA2P2	0	0	1	1	0	1
PDE6B	1	0	12	5	3	3
NLGN1	10	7	16	1	6	2
DQ594374	0	0	0	0	0	0
VWCE	0	6	7	0	2	2
CR749668	1	0	6	6	3	2
RFPL1S	0	2	3	6	8	10
APOA1	0	1	3	0	2	0
FUBP3	344	509	1493	720	349	692
PIP	0	2	3	2	0	1
AGAP9	62	140	394	271	176	258
CSNK2B	1429	3442	6631	3303	1600	3454
KCNJ2	0	0	0	3	3	0
ECRP	0	0	0	0	0	0
LINC00477	0	1	1	3	1	1
AD 1	6983	13063	27061	16995	8855	17871
SH3D19	156	188	577	329	192	275
NLRP4	0	0	0	2	0	0
BTBD18	0	0	4	2	0	3
IDI1	2330	3031	7783	1953	1225	2010
ZSCAN2	92	223	446	300	119	308
ELOVL4	51	50	109	36	15	36
MIR2681	0	0	0	0	0	0
DGUOK	522	1188	2388	856	409	879
IQGAP3	830	1426	3932	1210	588	1288
RFWD2	378	609	1309	714	482	754
PSG2	0	0	0	1	0	0
DONSON	208	278	652	256	131	239
C8orf37	13	29	56	31	18	28
ZFYVE1	72	142	293	221	124	234
ETV6	394	761	1470	1669	913	1855
SIRPD	0	0	0	0	0	0
AP3S1	984	1223	3006	1598	923	1359
BC032026	0	1	4	1	2	0
NOTUM	5	5	8	0	0	1
LOC100507173	13	16	54	34	20	41
ZNF106	190	226	714	568	265	451
FBXL3	55	65	238	159	90	141
LOC100132215	6	12	37	11	3	14
CAGE1	0	1	3	0	1	2
OR52N4	0	0	0	0	0	0
FAM86C1	52	91	216	95	38	82
BTN3A1	291	457	1083	1330	631	1239
EDC4	609	1150	2724	1117	532	1242
DQ579181	0	0	0	0	0	0
PTCHD3P1	63	102	296	98	42	136
AL832252	22	47	91	38	43	53
DENND6B	48	97	185	53	34	76
HSPA4L	175	225	606	427	210	341
GC	2	7	20	11	8	15
FAM155B	100	133	319	252	96	225
LZTS2	189	411	896	326	225	484
BRSK2	35	44	113	53	38	75
PRODH2	2	2	0	0	0	1
ELP5	141	311	629	261	104	271
JA429802	0	0	0	0	0	0
CDS2	305	555	1461	597	352	672
LOC389834	80	75	189	97	72	113
SNORA27	0	0	0	0	0	0
SNORD62A	0	0	0	0	0	0
BC065763	113	155	501	419	203	372
BC042377	0	0	0	0	0	0
TMEM116	40	60	230	105	49	138
MRPS12	557	1362	2320	729	364	844
TDP2	735	989	2658	1419	803	1180
MIR2278	0	0	0	0	0	0
SNORD114-26	0	0	0	0	0	0
SYNPO2L	1	2	5	6	1	4
ADH1A	0	0	0	0	0	0
C1orf145	4	11	20	16	3	7
CALML6	0	1	1	0	3	0
SNORD42A	0	0	0	0	0	0
SUCLA2	322	440	1123	381	173	391
CHDH	176	272	897	132	64	166
DDX11L5	0	2	0	0	0	0
LOC100507377	0	2	5	7	0	6
DQ576584	0	0	0	0	0	0
LSM7	347	824	1570	303	166	325
MGC27382	0	2	4	2	0	3
KLRAP1	6	6	6	7	7	6
DQ589720	0	0	0	0	0	0
TRHDE-AS1	67	89	225	49	23	47
CBX7	91	217	507	304	160	278
PDLIM4	222	623	1074	504	358	753
PPIB	5070	10774	21188	6619	3498	6782
CLASP1	401	559	1758	1154	567	1073
CPVL	716	1153	2672	1180	725	1181
CASP4	412	725	1405	1465	805	1480
LOC731223	0	4	4	3	2	4
DQ574757	0	0	0	0	0	0
C21orf128	0	0	0	0	0	0
ENPEP	0	0	0	1	0	0
BROX	114	130	465	269	135	275
IRF2BP1	295	738	1440	351	278	652
JB074828	0	0	0	0	0	0
AK098303	4	5	0	4	2	1
C11orf95	102	184	470	226	88	211
NPS	0	0	0	0	0	0
AKR7A2P1	0	0	0	4	0	1
TSPYL4	161	242	776	252	131	282
GPR123	0	0	0	2	0	0
PTTG2	0	0	0	0	0	0
TCRBV14S1	0	0	0	0	0	0
SNORD36A	0	0	0	0	0	0
ZNF847P	0	0	0	0	0	0
KRT28	0	0	0	0	0	0
COX6B1	2160	4461	8543	3236	1621	3444
RGS1	0	0	0	0	0	0
MCM3AP_var1	6	2	15	6	3	14
CD81	2313	5566	10094	3818	2069	4195
BC007880	93	377	452	178	65	142
PDGFRL	58	100	225	220	70	186
