Gene	SAMN14563423_Series7_Calu3_Mock_1	SAMN14563422_Series7_Calu3_Mock_2	SAMN14563421_Series7_Calu3_Mock_3	SAMN14563420_Series7_Calu3_SARS-CoV-2_1	SAMN14563419_Series7_Calu3_SARS-CoV-2_2	SAMN14563418_Series7_Calu3_SARS-CoV-2_3
C9orf92	0.0	0.0	0.0	0.0	0.0	0.0
ATP5D	152.79	196.74	146.84	59.16	84.16	81.36
FLJ26850	0.15	0.15	0.18	0.44	0.13	0.23
ABLIM1	18.44	13.22	21.27	21.13	18.52	14.91
FNIP2	4.13	2.12	4.06	5.12	5.94	3.58
MIR431	0.0	0.0	0.0	0.0	0.0	0.0
ASPHD2	1.27	1.03	0.96	3.06	2.91	2.08
SERPINA12	0.0	0.0	0.0	0.0	0.18	0.0
ZMAT3	3.25	2.33	2.73	3.24	3.11	2.08
ZNF14	1.5	1.02	1.08	2.97	4.5	2.78
CTSL1P2	0.0	0.2	0.08	0.19	0.0	0.15
NT5C3B	74.04	72.61	70.49	49.8	52.71	38.78
BC073801	5.8	4.98	5.58	5.92	6.18	6.27
CYP1B1	4.95	2.31	4.45	25.24	31.41	22.36
INTS4L2	0.0	0.0	0.03	0.0	0.0	0.0
PRSS36	0.16	0.64	0.5	1.23	1.65	1.07
TCRDV2J2	0.0	0.0	0.0	0.0	0.0	0.0
Z49985	13.04	21.7	0.0	11.28	9.19	1.54
SNORD116-22	0.0	0.0	0.0	0.0	0.0	0.0
SUGT1	71.32	54.08	57.34	61.81	68.86	43.76
UBQLN4	32.47	33.02	36.22	31.04	26.81	25.53
WDR11	8.13	6.1	7.92	9.54	11.29	6.2
DQ590432	0.0	0.0	0.0	0.0	0.0	0.0
CCDC144NL	0.0	0.0	0.0	0.0	0.0	0.0
OTOP1	0.0	0.0	0.0	0.0	0.0	0.0
AK056657	0.38	2.25	1.14	1.75	1.36	0.98
GCNT7	0.0	0.0	0.02	0.0	0.09	0.04
IFITM5	0.0	0.0	0.0	0.0	0.0	0.0
MIR941-1	0.0	0.0	0.0	0.0	0.0	0.0
FEZF2	0.0	0.0	0.0	0.0	0.0	0.0
SALL3	0.0	0.0	0.0	0.0	0.0	0.0
MIR4641	0.0	0.0	0.0	0.0	0.0	0.0
LPP	6.08	4.94	6.62	11.01	11.95	7.55
AADACL4	0.0	0.0	0.0	0.0	0.0	0.0
TPM3P9	4.9	3.82	4.97	4.91	4.6	2.9
C1orf65	0.1	0.05	0.0	0.05	0.0	0.07
TRIO	11.9	8.65	15.02	31.92	27.64	25.19
C4orf42	3.67	1.78	2.13	1.68	1.52	2.3
FAM98B	9.36	9.32	10.33	13.69	9.6	7.53
MINPP1	8.57	6.9	9.36	9.14	9.4	6.28
VPS29	156.12	142.62	134.37	120.22	116.77	83.5
SHBG	0.0	0.0	0.14	0.43	0.0	0.14
TTC27	10.94	12.31	12.38	14.95	13.21	10.16
AX746535	0.19	0.0	0.14	0.0	0.35	0.0
MIR3978	0.0	0.0	0.0	0.0	0.0	0.0
BC040189	0.04	0.11	0.01	0.04	0.04	0.03
PVALB	0.0	0.0	0.0	0.0	0.0	0.0
SFRP2	0.0	0.0	0.0	0.0	0.0	0.0
USPL1	5.99	3.77	4.26	9.2	8.57	7.34
TMCC1	10.37	7.46	9.08	21.88	22.15	16.91
EHD3	1.12	1.35	1.75	1.88	1.59	1.58
FLJ46066	0.0	0.0	0.0	0.0	0.0	0.0
AK097853	0.0	0.0	0.0	0.0	0.0	0.0
DQ585389	0.0	0.0	0.0	0.0	0.0	0.0
CRYGS	1.63	3.26	2.25	1.6	3.97	1.14
LOC283692	0.1	0.19	0.13	0.19	0.0	0.15
BPY2	0.0	0.0	0.0	0.0	0.0	0.0
PIK3R6	0.0	0.0	0.0	0.0	0.0	0.0
PAK1	32.53	27.86	31.59	32.75	30.97	23.32
MAGEA1	0.0	0.0	0.0	0.0	0.0	0.0
TAL1	0.0	0.0	0.05	0.0	0.09	0.0
BC043188	8.05	5.75	7.11	5.76	5.77	3.84
TCRBV6S2A1N1T	0.0	0.0	0.0	0.0	0.0	0.0
RASA4	2.45	0.82	1.59	1.22	1.72	1.55
RBPMS	85.57	90.72	81.84	78.54	82.64	69.88
RP9P	12.41	11.46	11.26	6.36	10.47	6.82
DQ572301	0.0	0.0	0.0	0.0	0.0	0.0
LSM12	66.17	57.72	70.11	97.51	84.69	80.44
SNORD116-29	0.0	0.0	0.0	0.0	0.0	0.0
ACTN4	641.53	616.29	714.51	466.06	414.07	407.48
ADCK4	26.44	27.36	30.35	17.88	18.19	16.75
RGS4	0.21	0.1	0.1	0.14	0.37	0.03
KAT6A	7.29	4.17	7.42	12.51	11.21	10.3
AX747531	0.0	0.0	0.04	0.0	0.0	0.49
BC070118	0.0	0.0	0.03	0.03	0.0	0.0
AK302879	0.0	0.0	0.0	0.0	0.0	0.0
TPX2	141.02	115.29	125.1	62.33	59.29	49.19
GRAMD4	19.08	18.35	19.06	19.85	21.51	16.24
LPHN3	0.32	0.12	0.13	0.09	0.39	0.2
IQCJ-SCHIP1	14.17	11.55	11.63	11.82	15.15	14.31
LINC00353	0.0	0.0	0.0	0.0	0.0	0.0
BC034612	0.0	0.0	0.0	0.0	0.12	0.0
DHH	0.0	0.0	0.03	0.0	0.0	0.0
DQ599137	0.0	0.0	0.0	0.0	0.0	0.0
HV555657	0.0	0.0	0.0	0.0	0.0	0.0
FLJ41200	0.0	0.0	0.08	0.04	0.09	0.17
BC150503	0.0	0.0	0.0	0.0	0.0	0.0
ABHD16A	54.51	60.3	61.88	50.98	46.89	47.42
BIRC6	4.82	3.14	4.87	5.82	5.78	4.14
SSX2	0.0	0.0	0.0	0.0	0.0	0.0
FLJ37453	1.71	2.55	2.29	2.26	1.28	1.31
DHDDS	10.56	9.92	10.25	10.3	9.44	7.98
MAP1LC3B2	24.7	0.62	3.02	0.86	1.34	1.4
NEK11	10.54	9.51	10.93	8.75	10.09	6.11
MDH1B	3.28	2.31	2.01	0.43	0.5	0.75
DQ656011	0.0	0.0	0.0	0.0	0.0	0.0
CRABP2	64.63	67.51	68.28	88.06	82.37	73.48
GLI2	2.39	0.74	0.78	1.95	5.83	2.39
ANKRD9	19.29	19.98	15.58	6.34	7.92	11.42
LOC494127	0.0	0.0	0.0	0.0	0.0	0.0
EGOT	1.6	1.81	2.05	22.48	21.21	18.17
SNORD115-8	0.0	0.0	0.0	0.0	0.0	0.0
ZSCAN25	3.02	2.44	2.98	3.58	3.65	3.35
FAM163A	0.0	0.0	0.0	0.0	0.0	0.0
DQ599370	0.0	0.0	0.0	0.0	0.0	0.0
FABP1	0.0	0.0	0.0	0.0	0.0	0.0
GALNTL6	0.0	0.0	0.0	0.0	0.0	0.0
BC141944	0.0	0.0	0.0	0.0	0.0	0.0
WRN	7.73	3.63	5.04	8.13	6.87	4.59
VSTM2A	0.0	0.0	0.0	0.0	0.0	0.0
MED12L	0.53	0.42	0.43	0.38	0.54	0.6
SMARCD1	14.74	11.77	14.51	17.1	17.39	14.5
SIGLECL1	0.0	0.0	0.0	0.0	0.0	0.0
PEX1	5.39	2.46	4.36	4.47	3.25	3.31
LOC100506233	13.24	9.99	12.38	13.86	19.59	10.49
ATXN7L3B	55.25	41.79	56.63	54.11	55.71	40.76
HLA-F-AS1	4.3	3.45	5.02	2.84	1.45	4.07
ZNF488	3.5	2.94	3.54	0.84	0.42	1.07
PRKCB	0.0	0.0	0.0	0.0	0.0	0.0
CWH43	0.0	0.0	0.0	0.0	0.0	0.0
THAP9-AS1	24.51	16.67	18.19	37.92	45.1	26.29
PCDHGA12	0.08	0.23	0.17	0.34	0.28	0.12
NOTO	0.0	0.0	0.0	0.0	0.0	0.0
UGP2	114.15	76.7	90.25	75.02	97.13	56.66
ZNF671	0.42	0.79	0.54	1.78	1.44	1.66
SHH	0.81	0.72	0.78	1.27	0.29	1.32
GPRC5C	21.09	21.2	25.64	22.75	30.86	21.15
HSPE1-MOB4	0.0	0.0	0.09	0.0	0.0	0.0
SIRPB1	0.31	0.14	0.4	0.4	0.25	0.22
IER5	18.68	19.71	22.0	32.74	40.73	35.07
GZMM	0.0	0.0	0.23	0.12	0.0	0.09
MICALL2	30.2	35.5	34.59	18.11	19.42	19.34
KLK11	5.61	6.6	6.63	4.8	3.09	4.39
LINC00649	2.0	1.39	2.0	2.36	2.31	0.9
ATXN7	3.47	2.06	3.43	8.16	7.54	5.57
SIGIRR	27.85	39.81	35.53	25.91	22.89	25.71
ACYP2	7.44	8.47	7.5	5.73	5.79	5.06
MIR371B	0.0	0.0	0.0	0.0	0.0	0.0
DQ599297	0.0	0.0	0.0	0.0	0.0	0.0
SNCG	26.48	26.24	17.91	18.17	14.21	14.86
AX746649	0.0	0.0	0.0	0.0	0.0	0.0
XPO5	31.29	27.19	36.74	40.22	35.31	32.1
MFSD1	85.88	63.5	75.85	50.76	58.98	37.1
ARHGAP44	5.57	5.55	5.94	5.41	6.99	4.94
LCE3D	0.0	0.0	0.0	0.0	0.0	0.0
BC031238	0.0	0.0	0.0	0.0	0.0	0.0
USP12	11.07	7.28	9.92	16.02	20.0	11.37
FAM195A	73.53	105.68	90.14	33.49	47.59	47.24
TP53TG3B	0.0	0.0	0.0	0.0	0.0	0.0
BC112004	0.51	0.32	0.68	0.31	0.23	0.53
ZNF652	7.07	5.81	5.67	4.45	8.12	4.23
MPZ	0.21	0.37	0.49	1.35	1.92	1.65
ANKRD54	21.68	23.33	23.8	11.4	10.05	8.49
MTO1	11.13	7.89	10.94	12.51	18.37	11.03
WTH3DI	0.34	0.19	0.12	0.23	0.0	0.05
OR52A5	0.0	0.0	0.0	0.0	0.0	0.0
SPATA5	1.7	1.2	1.81	1.88	1.65	1.18
PRR25	0.0	0.27	0.31	0.0	0.33	0.0
MT4	0.0	0.0	0.0	0.6	0.0	0.0
TM9SF1	40.31	35.36	45.07	30.34	23.03	26.68
ZBTB41	4.35	1.49	2.62	4.43	7.34	2.41
BC104003	10.95	12.72	10.91	8.09	6.4	8.03
NPYY1	0.0	0.32	0.09	0.08	0.0	0.0
DQ573982	0.0	0.0	0.0	0.0	0.0	0.0
BC041900	0.0	0.0	0.0	0.0	0.0	0.0
KLF3	13.76	7.47	11.7	22.46	25.98	17.57
FAM175B	10.86	6.17	7.72	12.48	11.48	9.44
RAP1A	32.59	19.92	28.25	31.97	29.44	23.29
BC042811	0.0	0.0	0.0	0.0	0.0	0.0
CUL2	23.8	14.78	21.98	25.21	26.08	17.34
CST13P	0.0	0.0	0.0	0.0	0.0	0.0
DQ574760	0.0	0.0	0.0	0.0	0.0	0.0
STK32C	10.55	10.87	10.9	7.01	4.07	5.33
APEX2	41.55	42.35	43.74	31.14	27.97	25.96
MIR4471	0.0	0.0	0.0	0.0	0.0	0.0
C4orf19	15.04	10.45	14.76	18.33	20.22	16.71
DQ600036	0.0	0.0	0.0	0.0	0.0	0.0
OR2W3	0.0	0.0	0.0	0.0	0.0	0.0
PPP1R37	32.36	37.55	37.46	19.49	22.73	20.36
SNORA30	0.0	0.0	0.0	0.0	0.0	0.0
LINC00507	1.26	1.04	1.27	1.34	2.17	1.2
PLEKHG2	8.92	5.87	8.98	12.72	10.76	10.49
LOC100127983	17.31	14.98	19.45	11.9	19.27	11.65
IPMK	3.44	1.15	2.58	4.26	4.82	2.79
HS3ST3A1	0.16	0.0	0.0	0.0	0.0	0.03
ARHGAP6	0.0	0.05	0.14	0.03	0.0	0.0
FAM46D	0.0	0.0	0.0	0.0	0.0	0.0
VMP1	97.7	74.8	87.06	107.4	116.69	83.15
PTTG1	400.38	396.45	359.96	337.59	346.64	260.13
C20orf173	0.0	0.0	0.0	0.0	0.0	0.0
LINC00242	0.08	0.13	0.04	0.04	0.0	0.1
TCRVA15	0.0	0.0	0.0	0.0	0.0	0.0
HOMER3	25.55	34.16	29.09	25.07	26.86	24.05
CCDC151	0.21	0.16	0.23	0.1	0.0	0.0
C21orf15	0.0	0.0	0.0	0.0	0.0	0.0
SLC22A18AS	11.93	13.48	13.06	5.6	3.1	2.98
AK054710	0.09	0.0	0.0	0.0	0.0	0.0
TENM3	0.46	0.59	0.62	0.48	0.36	0.39
CLCF1	7.84	6.61	7.16	11.0	11.77	11.25
GABARAP	236.81	244.95	232.2	207.7	236.95	180.35
SNORD103A	0.0	0.0	0.0	0.0	0.0	0.0
TYMS	116.31	104.97	105.28	51.27	53.75	45.79
QRICH1	31.01	26.27	32.13	32.56	34.27	26.6
TMEM160	178.46	250.8	171.58	22.15	59.81	63.72
MAGEL2	0.0	0.0	0.0	0.0	0.0	0.0
DQ586666	0.0	0.0	0.0	0.0	0.0	0.0
DQ579150	0.0	0.0	0.0	0.0	0.0	0.0
DOCK1	6.35	4.66	6.39	6.87	6.55	5.25
TPP1	33.91	26.75	34.12	26.44	23.05	21.09
MIR3199-2	0.0	0.0	0.0	0.0	0.0	0.0
TNNC2	3.17	1.23	2.49	2.25	1.61	0.94
C11orf85	0.26	0.39	0.2	0.77	0.24	1.0
CIITA	2.56	1.64	3.4	5.85	5.33	6.37
IL17RC	12.99	14.45	14.59	12.89	16.74	12.02
NAGK	34.98	37.71	39.34	45.33	37.5	30.15
AK090681	0.0	0.0	0.0	0.0	0.0	0.0
TMEM54	123.02	143.0	135.58	105.49	96.12	105.53
AK097585	0.0	0.0	0.0	0.0	0.0	0.0
SPRED2	9.4	6.01	8.36	11.59	9.83	9.16
NOP9	7.45	8.31	11.16	9.12	5.57	6.38
RBM17	47.49	42.83	42.94	35.13	37.29	27.14
RPL29P2	0.0	0.19	1.0	0.37	0.0	0.14
RBP2	0.0	0.0	0.25	0.0	0.0	0.0
EVA1B	18.77	17.47	20.36	15.08	21.73	19.19
MIR3115	0.0	0.0	0.0	0.0	0.0	0.0
LAMTOR1	112.56	128.29	116.73	99.88	94.01	88.51
FOCAD	8.58	6.54	6.55	4.77	5.66	4.09
SLC25A35	2.18	4.16	4.53	3.68	4.94	2.85
BC035172	0.0	0.0	0.0	0.0	0.0	0.0
SEC61B	206.0	241.92	230.16	189.13	187.57	145.34
AL137445	0.62	0.91	0.51	1.36	1.57	0.87
HGF	0.0	0.0	0.0	0.0	0.0	0.0
IKZF4	1.86	1.23	1.43	1.33	1.83	1.66
DQ577903	0.0	0.0	0.0	0.0	0.0	0.0
DQ578285	0.0	0.0	0.0	0.0	0.0	0.0
DQ595836	0.0	0.0	0.0	0.0	0.0	0.0
NBL1	68.65	81.25	69.24	75.71	83.59	51.91
MIR3180-5	0.0	0.0	0.0	0.0	0.0	0.0
TCR V3-JP2-Cgamma2	0.0	0.0	0.0	0.0	0.0	0.0
KRTAP5-11	0.0	0.0	0.0	0.0	0.0	0.0
ALG6	13.7	8.76	12.22	11.02	10.62	8.06
MPP3	5.25	3.96	5.71	5.51	3.71	3.55
CSH1	0.0	0.0	0.0	0.0	0.0	0.0
CPNE9	0.1	0.15	0.17	0.05	0.0	0.11
LRRC36	2.02	1.19	2.06	2.0	2.57	1.6
ANKRD30B	0.0	0.02	0.16	0.1	0.25	0.08
ILF3-AS1	6.27	7.26	6.56	6.58	6.41	5.02
AGAP8	5.81	7.53	7.87	11.74	13.39	6.98
LINC00327	0.4	0.35	0.22	0.77	0.54	0.23
WNT5B	0.0	0.09	0.05	0.28	0.09	0.0
TARDBP	53.25	42.79	48.81	53.48	46.99	36.37
RETSAT	33.29	28.85	32.15	33.87	29.55	27.4
RAB13	183.33	178.66	162.74	150.69	167.73	112.89
DQ594032	0.0	0.0	0.0	0.0	0.0	0.0
GTF2E2	67.11	63.9	63.52	88.82	108.27	69.12
SNORA74A	0.0	2.99	0.73	1.47	2.88	7.76
LOC285762	0.11	0.0	0.0	0.0	0.05	0.0
EP400	10.83	10.35	10.39	15.02	15.89	13.44
AK311445	0.0	0.0	0.0	0.0	0.0	0.0
SLC35E4	8.16	7.8	7.94	5.99	4.86	5.39
SNORA6	0.0	14.31	0.0	0.0	0.0	18.82
JB022694	0.0	0.0	0.0	0.0	0.0	0.0
BARD1	9.89	4.66	9.99	11.98	9.08	7.79
HINT1	765.08	796.72	735.08	675.48	719.91	511.74
PCID2	9.95	9.82	9.76	9.82	11.12	8.72
DQ589422	0.0	0.0	0.0	0.0	0.0	0.0
DQ596074	0.0	0.0	0.0	0.0	0.0	0.0
AX748339	1.16	1.06	1.32	1.23	2.01	1.22
ABHD4	7.39	8.2	8.82	16.2	14.92	13.84
GSTM4	22.88	17.97	16.75	13.91	11.89	10.27
ERBB2IP	23.1	11.04	16.89	41.8	40.63	26.43
SNRPE	133.61	105.25	118.39	87.05	100.48	64.14
ANKRD26P3	0.0	0.0	0.0	0.0	0.0	0.0
FLJ39739	8.1	6.99	8.38	10.24	10.26	9.07
ALDOA	1385.2	1645.81	1639.21	960.25	1055.09	944.72
KAT2A	36.96	38.88	44.22	30.83	27.19	24.11
MIR1245A	0.0	0.0	0.0	0.0	0.0	0.0
AX747408	0.0	0.0	0.04	0.0	0.0	0.03
C12orf55	5.35	3.56	4.58	6.35	8.11	4.52
WSCD2	0.0	0.0	0.0	0.0	0.0	0.0
OR6B3	0.0	0.0	0.0	0.0	0.0	0.0
RSBN1L-AS1	6.14	6.22	6.73	4.29	2.86	3.25
TCEB2	680.34	811.47	715.05	437.68	479.6	393.96
SKI	7.61	6.95	8.63	7.53	7.54	6.24
ZNF208	0.0	0.0	0.0	0.0	0.29	0.12
ZNF140	5.94	5.63	6.12	15.97	17.01	10.42
BC068238	0.0	0.0	0.0	0.0	0.11	0.0
KPNA4	30.0	18.06	24.56	40.22	41.68	27.02
MIR532	0.0	0.0	0.0	0.0	0.0	0.0
CPXCR1	0.0	0.0	0.0	0.0	0.0	0.0
BTN1A1	0.0	0.0	0.0	0.03	0.0	0.03
ALKBH2	34.92	36.21	36.23	29.7	28.56	24.71
SPTAN1	91.35	96.18	84.43	76.87	69.32	60.26
PEX3	13.66	11.29	13.44	13.34	8.16	8.92
AX747132	3.06	3.17	2.36	5.37	3.95	2.72
KIF14	4.64	2.37	4.52	2.35	2.41	1.82
TMEM147	255.79	266.49	244.2	119.06	116.66	114.61
DPEP1	0.13	0.0	0.0	0.0	0.0	0.0
GPR64	0.05	0.09	0.19	0.18	0.2	0.22
MIR4734	0.0	0.0	0.0	0.0	0.0	0.0
AL117485	0.05	0.11	0.09	0.1	0.09	0.03
BC040733	0.83	0.93	1.41	1.89	0.57	2.14
ADAMTS6	0.0	0.13	0.09	0.48	0.47	0.49
LOC100506844	10.92	10.38	11.14	15.23	11.21	10.14
CKLF-CMTM1	4.15	5.47	1.58	0.51	4.9	1.86
RPAP1	6.12	6.77	7.39	6.89	5.19	5.51
C21orf91-OT1	0.0	0.0	0.0	0.0	0.0	0.0
BC015784	0.0	0.0	0.0	0.0	0.0	0.0
FGF9	0.0	0.0	0.03	0.06	0.0	0.02
MIR1283-2	0.0	0.0	0.0	0.0	0.0	0.0
KRTAP15-1	0.0	0.0	0.0	0.0	0.0	0.0
LILRA2	0.0	0.0	0.0	0.0	0.0	0.0
NPPB	0.34	0.0	0.25	1.17	0.31	1.3
RAD51AP1	31.6	15.67	22.49	20.5	20.03	13.91
C2orf27A	3.91	2.03	2.03	1.57	3.07	2.78
GPR39	15.21	15.08	18.16	10.69	9.45	9.01
HDAC4	4.21	2.67	4.11	2.56	3.51	3.0
DQ577180	0.0	0.0	0.0	0.0	0.0	0.0
GSTZ1	10.35	11.27	11.35	8.19	7.7	7.82
BC038211	0.56	1.95	2.18	1.1	1.53	1.27
AK026244	0.0	0.19	0.66	0.57	1.77	0.29
AK304483	0.0	0.1	0.0	0.08	0.0	0.0
HBT8	0.0	0.0	0.0	0.0	0.0	0.0
PORCN	14.84	12.98	13.84	18.84	17.73	16.47
TGS1	7.48	5.61	7.16	10.47	13.43	7.81
FAM47E-STBD1	6.02	4.89	0.94	4.7	10.58	6.24
KRI1	9.06	10.22	9.73	9.45	9.39	8.17
NLGN3	0.45	0.1	0.28	0.54	0.58	0.39
RNASE8	0.0	0.0	0.0	0.0	0.0	0.0
DDB2	23.24	22.8	24.85	19.69	21.33	14.61
SYCN	0.0	0.0	0.0	0.0	0.0	0.21
PACSIN1	0.28	0.28	0.19	0.41	0.25	0.21
AK125516	0.0	0.03	0.07	0.23	0.12	0.16
ZC3H13	12.0	7.54	8.5	13.54	16.1	9.84
TSPAN13	219.29	125.17	165.87	143.56	168.81	105.26
C9orf85	5.49	5.41	6.31	13.85	13.85	8.67
ZDHHC16	28.64	28.98	28.8	23.02	24.9	20.15
EVI5	3.11	1.49	2.58	3.64	3.04	2.79
RASGEF1B	3.72	2.42	3.44	13.06	15.01	10.96
DQ574721	4.65	9.4	7.28	7.5	8.84	5.81
PRKCD	18.98	16.12	18.83	18.39	19.35	14.99
GRN	409.86	470.58	476.32	391.64	377.41	360.82
LOC100506054	15.49	15.56	19.88	10.62	11.3	10.95
GPIHBP1	0.0	0.0	0.0	0.04	0.0	0.0
AK055856	0.06	0.0	0.0	0.0	0.0	0.0
FLRT3	6.37	4.01	7.22	13.15	13.17	10.41
NDN	0.0	0.0	0.0	0.0	0.0	0.0
PLS1	86.36	40.17	70.01	55.08	57.5	39.54
COL15A1	0.0	0.02	0.0	0.05	0.0	0.0
NME1	730.68	856.05	785.85	394.72	339.24	294.87
KIR2DL3	0.0	0.0	0.0	0.0	0.0	0.0
C8orf46	0.07	0.14	0.16	0.64	0.39	0.74
GALK2	12.53	11.3	12.31	14.42	12.24	11.84
RPS29	1758.52	2316.15	1882.15	1805.93	1767.46	1473.93
DQ593252	20.46	17.9	14.92	20.02	33.63	15.22
MIR5587	0.0	0.0	0.0	0.0	0.0	0.0
CCDC102A	6.3	7.1	5.51	4.07	5.55	5.86
ARFIP1	17.51	11.42	14.21	22.32	25.6	16.2
ST14	201.36	221.79	223.27	158.45	159.12	149.48
TFF1	3.77	1.35	3.81	1.59	0.99	0.82
AF548120	0.0	0.0	0.0	0.0	0.0	0.0
SYT6	0.0	0.0	0.0	0.0	0.0	0.0
PRSS56	0.0	0.0	0.0	0.0	0.0	0.0
TRANK1	1.17	0.73	1.02	10.28	9.9	8.31
SPEG	3.86	5.03	3.95	3.62	4.96	4.27
MIR3123	0.0	0.0	0.0	0.0	0.0	0.0
ZHX1-C8ORF76	0.95	2.02	2.11	2.73	3.59	0.94
LINC00636	0.16	0.08	0.12	0.0	0.0	0.0
L3MBTL3	4.39	3.69	4.55	5.4	6.36	3.58
OR1D5	0.0	0.0	0.0	0.0	0.0	0.0
MYO1H	0.0	0.0	0.02	0.0	0.0	0.0
HMGCS2	0.0	0.0	0.0	0.0	0.0	0.0
MIR1227	0.0	0.0	0.0	0.0	0.0	0.0
APOL1	398.38	351.06	381.48	550.64	649.59	492.25
DQ600693	0.0	0.0	0.0	0.0	0.0	0.0
EF070119	0.0	0.0	0.0	0.0	0.0	0.0
ZNF428	48.88	63.97	55.18	30.89	33.8	28.26
LOC157381	0.0	0.0	0.04	0.0	0.0	0.08
MIR548W	0.0	0.0	0.0	0.0	0.0	0.0
NOTCH2NL	15.59	16.85	16.56	21.16	17.58	19.16
AK094909	0.0	0.0	0.05	0.0	0.18	0.05
CES5AP1	0.0	0.0	0.0	0.0	0.0	0.0
ESPN	1.36	1.89	1.9	1.48	1.3	1.17
AK095057	4.12	3.57	4.0	3.25	2.94	3.68
OSBPL2	38.46	34.3	37.51	52.36	52.09	41.45
FAM66C	3.01	0.25	0.93	1.11	0.63	0.48
HERPUD2	24.68	17.26	20.52	30.35	34.25	22.13
CSMD2	0.0	0.0	0.0	0.0	0.0	0.0
BC020917	0.0	0.17	0.08	0.0	0.31	0.0
ITIH1	0.14	0.12	0.59	0.38	0.0	0.36
RSF1	8.79	5.25	8.82	19.92	21.09	14.25
VARS	106.72	166.49	132.49	88.2	74.78	75.64
MIR3976	0.0	0.0	0.0	0.0	0.0	0.0
MIR4763	0.0	0.0	0.0	0.0	0.0	0.0
CETN1	0.0	0.0	0.0	0.0	0.0	0.0
RGS7BP	0.0	0.0	0.03	0.0	0.0	0.02
TAF9B	9.81	5.7	7.96	9.71	9.02	6.21
CTSO	7.51	4.49	6.94	15.81	16.65	10.05
GLTSCR1	3.2	3.69	3.56	5.12	5.38	5.3
PRAMEF13	0.0	0.0	0.0	0.0	0.0	0.0
BC160930	0.79	0.39	0.79	0.53	0.63	1.02
DQ599251	0.0	0.0	0.0	0.0	0.0	0.0
LOC147093	0.19	0.0	0.0	0.0	0.0	0.0
NUTM2F	0.0	0.0	0.0	0.0	0.0	0.0
COX14	93.67	126.1	74.45	57.25	30.02	36.49
C1orf186	20.15	19.36	18.54	23.91	23.81	17.67
BREA2	0.67	0.66	1.89	1.14	1.42	1.08
FAM102B	4.81	2.85	4.36	4.09	5.36	2.57
RPL34-AS1	0.0	0.0	0.02	0.0	0.0	0.02
CST1	3.7	3.99	3.8	3.28	3.93	5.31
DQ592954	1.13	2.98	2.72	4.36	4.62	2.78
AK126213	0.0	0.35	0.34	1.44	1.59	0.36
AK090553	1.48	0.74	1.03	0.93	0.77	0.72
GPN1	40.71	32.66	38.88	36.25	35.97	25.84
LINC00273	0.0	0.0	0.0	0.0	0.0	0.0
OLA1	64.9	43.14	48.73	63.47	73.49	43.44
RHOT2	53.03	71.68	61.69	40.92	41.02	35.26
TMEM92	6.08	5.09	5.64	7.95	7.86	8.85
MLIP	0.0	0.06	0.22	0.1	0.0	0.04
KBTBD8	0.93	0.39	0.71	0.89	1.19	0.53
INPP5F	5.69	4.98	4.13	4.92	5.93	4.11
TTR	3.89	3.02	4.26	1.79	4.42	2.13
MIR4503	0.0	0.0	0.0	0.0	0.0	0.0
SCML2	0.13	0.19	0.25	0.44	0.21	0.47
ARID4B	11.67	5.82	10.34	24.19	28.08	17.57
LINC00443	0.89	0.53	0.69	0.52	0.8	0.4
DQ584119	0.0	0.0	0.0	0.0	0.0	0.0
KRT79	0.0	0.1	0.18	0.34	0.76	0.11
BC130595	0.0	0.08	0.12	0.08	0.61	0.19
GUSBP4	2.61	2.76	2.64	4.54	3.58	3.12
BC034578	0.61	0.3	0.15	0.1	0.0	0.23
IFNB1	0.0	0.14	0.6	385.47	439.13	324.42
TAF6	25.67	25.64	29.16	23.22	21.48	20.72
ADAMTS5	0.0	0.0	0.0	0.0	0.0	0.0
GFPT2	0.0	0.2	0.15	0.62	0.79	0.69
AX747171	0.0	0.0	0.0	0.0	0.0	0.0
DQ587000	0.0	0.0	0.0	0.0	0.0	0.0
HTR3C	0.0	0.0	0.0	0.0	0.0	0.0
NUMBL	6.14	6.13	6.77	6.07	5.6	5.24
TM7SF3	58.23	44.2	54.95	33.04	36.07	26.87
OR5B12	0.0	0.0	0.0	0.0	0.0	0.0
BC042588	0.0	0.0	0.0	0.0	0.0	0.0
MARK4	10.23	10.78	10.67	13.04	12.24	11.06
MIR4715	0.0	0.0	0.0	0.0	0.0	0.0
GLT8D2	0.2	0.05	0.0	0.14	0.28	0.26
JUP	561.75	567.59	633.21	738.9	628.56	630.5
DQ588584	0.0	0.0	0.0	0.0	0.0	0.0
DQ582228	0.0	0.0	0.0	0.0	0.0	0.0
PENK	0.0	0.0	0.0	0.0	0.0	0.0
MARK2	22.3	17.32	22.3	29.31	24.68	24.83
DQ595015	0.0	0.0	0.0	0.0	0.0	0.0
SIGLEC14	0.0	0.0	0.0	0.0	0.0	0.04
LINC00892	0.0	0.0	0.09	0.0	0.0	0.0
ILK	92.25	94.79	99.37	96.34	89.6	79.14
ZNF337	2.71	2.33	2.2	4.84	5.13	3.32
MIR548AQ	0.0	0.0	0.0	0.0	0.0	0.0
MIR4254	0.0	0.0	0.0	0.0	0.0	0.0
PDCD10	178.43	118.28	139.95	221.96	247.0	150.14
ATMIN	27.61	21.08	25.69	29.71	29.03	23.38
