gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Cell_Identity
HERPUD1	1.35e-05	0.312362997	0.7070000000000001	0.61	0.35576624799999995	B_Cells	Immune_Lymphoid
HLA-DQA2	0.075649522	0.307022315	0.364	0.127	1.0	B_Cells	Immune_Lymphoid
RP11-325F22.2	2.75e-09	0.303231137	0.236	0.05	7.25e-05	B_Cells	Immune_Lymphoid
CDC42SE2	9.97e-09	0.30286919	0.436	0.201	0.000262887	B_Cells	Immune_Lymphoid
LAT2	4.82e-09	0.302283054	0.45	0.193	0.00012713	B_Cells	Immune_Lymphoid
LYN	1.87e-07	0.30101388100000004	0.5429999999999999	0.317	0.004936055999999999	B_Cells	Immune_Lymphoid
STX7	2.07e-11	0.300049103	0.464	0.32	5.45e-07	B_Cells	Immune_Lymphoid
GPR18	7.08e-16	0.298547124	0.236	0.01	1.87e-11	B_Cells	Immune_Lymphoid
RPL41	4.979999999999999e-10	0.29836278	0.979	0.982	1.31e-05	B_Cells	Immune_Lymphoid
VOPP1	7.18e-12	0.298055215	0.364	0.187	1.89e-07	B_Cells	Immune_Lymphoid
EIF4B	1.81e-09	0.296511225	0.6859999999999999	0.5770000000000001	4.78e-05	B_Cells	Immune_Lymphoid
7-Sep	4.07e-07	0.296427492	0.657	0.4920000000000001	0.010741756000000002	B_Cells	Immune_Lymphoid
EIF4A2	1.5e-09	0.296027747	0.743	0.648	3.950000000000001e-05	B_Cells	Immune_Lymphoid
RP11-731F5.2	6.859999999999998e-53	0.294609106	0.16399999999999998	0.0	1.81e-48	B_Cells	Immune_Lymphoid
FCGR2B	0.003111618	0.29450463600000004	0.329	0.081	1.0	B_Cells	Immune_Lymphoid
PTMA	1.14e-11	0.293880539	1.0	0.997	3.02e-07	B_Cells	Immune_Lymphoid
1-Sep	3.4899999999999995e-05	0.293410846	0.386	0.08800000000000001	0.921159184	B_Cells	Immune_Lymphoid
RASGRP2	1.06e-09	0.293125299	0.393	0.155	2.79e-05	B_Cells	Immune_Lymphoid
TFEB	1.94e-26	0.292412219	0.293	0.06	5.1200000000000015e-22	B_Cells	Immune_Lymphoid
COMMD6	1.8000000000000002e-10	0.290985852	0.9	0.8320000000000001	4.75e-06	B_Cells	Immune_Lymphoid
SLC38A1	5.28e-07	0.290553233	0.443	0.155	0.013914337	B_Cells	Immune_Lymphoid
COBLL1	1.58e-07	0.290530946	0.321	0.15	0.00416927	B_Cells	Immune_Lymphoid
SNHG8	2.04e-07	0.289829285	0.7	0.555	0.00538457	B_Cells	Immune_Lymphoid
MAPRE2	3.03e-06	0.289391377	0.371	0.166	0.07997689599999999	B_Cells	Immune_Lymphoid
SP110	9.73e-12	0.288901263	0.379	0.16899999999999998	2.57e-07	B_Cells	Immune_Lymphoid
SPIB	0.001933256	0.288479839	0.264	0.008	1.0	B_Cells	Immune_Lymphoid
TOMM7	2.55e-12	0.288198219	0.971	0.935	6.719999999999999e-08	B_Cells	Immune_Lymphoid
RSRP1	5.26e-06	0.288117557	0.579	0.423	0.138750554	B_Cells	Immune_Lymphoid
CTB-133G6.1	1.47e-15	0.288007617	0.279	0.032	3.89e-11	B_Cells	Immune_Lymphoid
UBE2D2	1.01e-09	0.287862697	0.629	0.532	2.6600000000000006e-05	B_Cells	Immune_Lymphoid
SRSF11	8.980000000000002e-08	0.287755102	0.586	0.499	0.002367602	B_Cells	Immune_Lymphoid
TUBA4A	7.8e-06	0.287195569	0.414	0.165	0.205757574	B_Cells	Immune_Lymphoid
SMARCB1	1.63e-13	0.286827825	0.421	0.263	4.29e-09	B_Cells	Immune_Lymphoid
NT5C	3.9500000000000006e-11	0.286524471	0.507	0.33	1.04e-06	B_Cells	Immune_Lymphoid
GRB2	8.709999999999998e-07	0.286523219	0.664	0.483	0.022967278	B_Cells	Immune_Lymphoid
DDX5	4.78e-09	0.286497739	0.971	0.937	0.000126206	B_Cells	Immune_Lymphoid
ODC1	1.09e-07	0.285732353	0.379	0.222	0.002863058	B_Cells	Immune_Lymphoid
PMAIP1	1.19e-06	0.283428579	0.3	0.11	0.031305485	B_Cells	Immune_Lymphoid
TPD52	5.02e-11	0.282148274	0.4	0.166	1.32e-06	B_Cells	Immune_Lymphoid
PARP1	6.77e-11	0.281826977	0.4	0.222	1.79e-06	B_Cells	Immune_Lymphoid
BTLA	3.79e-14	0.281750985	0.214	0.006	1e-09	B_Cells	Immune_Lymphoid
LY86	2.03e-07	0.28089964	0.443	0.226	0.0053440630000000005	B_Cells	Immune_Lymphoid
RIC3	1.34e-16	0.280778449	0.321	0.076	3.53e-12	B_Cells	Immune_Lymphoid
CD96	0.000426526	0.280372652	0.271	0.063	1.0	B_Cells	Immune_Lymphoid
P2RY10	9.64e-12	0.278634886	0.293	0.021	2.54e-07	B_Cells	Immune_Lymphoid
RAB30	3.35e-09	0.277628842	0.264	0.033	8.83e-05	B_Cells	Immune_Lymphoid
TLR10	3.159999999999998e-109	0.276588947	0.25	0.002	8.329999999999995e-105	B_Cells	Immune_Lymphoid
ITM2C	0.000178819	0.275957162	0.221	0.07400000000000001	1.0	B_Cells	Immune_Lymphoid
CSK	6.42e-09	0.275543143	0.421	0.189	0.000169348	B_Cells	Immune_Lymphoid
SRSF5	2.61e-07	0.274785755	0.7290000000000001	0.653	0.006894995	B_Cells	Immune_Lymphoid
ZFP36L1	0.0014220620000000002	0.27458218300000004	0.836	0.6409999999999999	1.0	B_Cells	Immune_Lymphoid
PRKCB	2.18e-07	0.274508129	0.336	0.094	0.00576094	B_Cells	Immune_Lymphoid
MT-ATP8	1.73e-05	0.274116499	1.0	0.992	0.457511976	B_Cells	Immune_Lymphoid
BCL2	5.14e-08	0.27216222	0.3	0.05	0.001355967	B_Cells	Immune_Lymphoid
UXT	5.91e-09	0.271737614	0.621	0.513	0.000155898	B_Cells	Immune_Lymphoid
TRA2A	4.23e-08	0.271250834	0.393	0.257	0.001114864	B_Cells	Immune_Lymphoid
TRAF5	2.65e-15	0.270945862	0.25	0.039	6.999999999999999e-11	B_Cells	Immune_Lymphoid
SEL1L3	8.890000000000001e-12	0.270050135	0.28600000000000003	0.125	2.34e-07	B_Cells	Immune_Lymphoid
FBL	2.85e-10	0.270045861	0.443	0.29600000000000004	7.52e-06	B_Cells	Immune_Lymphoid
MATR3.1	1.2e-08	0.269629525	0.45	0.267	0.00031566900000000003	B_Cells	Immune_Lymphoid
FNBP4	7.92e-08	0.269224972	0.457	0.28300000000000003	0.002089215	B_Cells	Immune_Lymphoid
FGD2	1.46e-10	0.268895164	0.293	0.135	3.84e-06	B_Cells	Immune_Lymphoid
SMAP2	1.53e-06	0.268398822	0.443	0.266	0.040259475	B_Cells	Immune_Lymphoid
LSM7	4.74e-09	0.268311435	0.614	0.494	0.000124939	B_Cells	Immune_Lymphoid
PTPN1	2.59e-07	0.267538652	0.35700000000000004	0.256	0.006838735	B_Cells	Immune_Lymphoid
QRSL1	1.7599999999999994e-24	0.267287836	0.271	0.071	4.65e-20	B_Cells	Immune_Lymphoid
PIKFYVE	1.7899999999999994e-13	0.267224648	0.25	0.114	4.72e-09	B_Cells	Immune_Lymphoid
HLA-DRA	0.019854642	0.266888061	1.0	0.92	1.0	B_Cells	Immune_Lymphoid
ATM	1.54e-07	0.265954019	0.4	0.194	0.004062443	B_Cells	Immune_Lymphoid
IGKV3-20	0.7262949590000001	0.265917359	0.107	0.037000000000000005	1.0	B_Cells	Immune_Lymphoid
RBM39	1.14e-05	0.263245997	0.679	0.574	0.300927381	B_Cells	Immune_Lymphoid
MTSS1	2.53e-06	0.262095359	0.293	0.136	0.066813345	B_Cells	Immune_Lymphoid
HLA-DQB1	0.010522752	0.261779394	0.993	0.753	1.0	B_Cells	Immune_Lymphoid
COTL1	0.006796225	0.259964744	0.7929999999999999	0.5660000000000001	1.0	B_Cells	Immune_Lymphoid
FXYD5	5.19e-05	0.25959898	0.879	0.6970000000000001	1.0	B_Cells	Immune_Lymphoid
CD72	2.42e-14	0.259449575	0.257	0.049	6.370000000000001e-10	B_Cells	Immune_Lymphoid
ITGB7	2.48e-06	0.258322165	0.236	0.049	0.065358307	B_Cells	Immune_Lymphoid
EBLN3	5.56e-11	0.25828668	0.407	0.2	1.47e-06	B_Cells	Immune_Lymphoid
MBNL1	1.7e-05	0.257840904	0.7070000000000001	0.5670000000000001	0.447815271	B_Cells	Immune_Lymphoid
RNF19A	1.04e-06	0.257437738	0.314	0.21	0.02750023	B_Cells	Immune_Lymphoid
H3F3B	1.32e-05	0.25703565	0.993	0.996	0.347977008	B_Cells	Immune_Lymphoid
MIR155HG	0.000112248	0.25613025100000003	0.221	0.073	1.0	B_Cells	Immune_Lymphoid
STAP1	5.330000000000001e-12	0.255634414	0.257	0.01	1.41e-07	B_Cells	Immune_Lymphoid
CCR6	7.699999999999999e-06	0.254614134	0.214	0.012	0.20313863	B_Cells	Immune_Lymphoid
ARGLU1	0.000306225	0.254356029	0.557	0.384	1.0	B_Cells	Immune_Lymphoid
IGLC3	0.318140243	0.252453821	0.136	0.006999999999999999	1.0	B_Cells	Immune_Lymphoid
CNPY3	1.91e-06	0.25212056	0.586	0.402	0.05029515	B_Cells	Immune_Lymphoid
EML4	4.870000000000001e-05	0.250441904	0.557	0.406	1.0	B_Cells	Immune_Lymphoid
TMEM258	4.47e-07	-0.250017739	0.7	0.8270000000000001	0.011780844	B_Cells	Immune_Lymphoid
HSD17B6	2.43e-05	-0.250949144	0.021	0.133	0.641132899	B_Cells	Immune_Lymphoid
SFTA1P	1.75e-05	-0.251391774	0.021	0.13699999999999998	0.460969792	B_Cells	Immune_Lymphoid
PLS3	3.21e-05	-0.251465626	0.014	0.161	0.847234905	B_Cells	Immune_Lymphoid
IL1R2	0.008807278	-0.251662989	0.036000000000000004	0.117	1.0	B_Cells	Immune_Lymphoid
FMO5	1.7100000000000002e-05	-0.251698415	0.021	0.146	0.449881599	B_Cells	Immune_Lymphoid
RNF181	1.26e-06	-0.251718549	0.28600000000000003	0.502	0.033128976	B_Cells	Immune_Lymphoid
MYO6	0.981922779	-0.251755192	0.0	0.197	1.0	B_Cells	Immune_Lymphoid
DUSP6	3.32e-06	-0.251775169	0.036000000000000004	0.19	0.087658084	B_Cells	Immune_Lymphoid
LGMN	7.170000000000001e-05	-0.25217747100000004	0.093	0.284	1.0	B_Cells	Immune_Lymphoid
MVP	7.05e-07	-0.252273282	0.114	0.345	0.018600442	B_Cells	Immune_Lymphoid
SCARB2	2.41e-06	-0.252441809	0.129	0.338	0.06369353700000001	B_Cells	Immune_Lymphoid
HMGN3	0.0002516	-0.253376793	0.621	0.703	1.0	B_Cells	Immune_Lymphoid
NANS	4.879999999999999e-07	-0.253547111	0.136	0.336	0.012877214	B_Cells	Immune_Lymphoid
ASPH	2.31e-06	-0.253740839	0.086	0.269	0.06096145	B_Cells	Immune_Lymphoid
NENF	1.16e-06	-0.253789908	0.18600000000000005	0.402	0.030707856	B_Cells	Immune_Lymphoid
LAP3	2.0600000000000006e-05	-0.253884588	0.236	0.415	0.54348707	B_Cells	Immune_Lymphoid
FHL1	3.13e-06	-0.254310144	0.043	0.189	0.082626109	B_Cells	Immune_Lymphoid
IFI30	0.000364301	-0.25440593100000003	0.193	0.341	1.0	B_Cells	Immune_Lymphoid
PNPLA6	2.25e-06	-0.254752079	0.086	0.28	0.05944868900000001	B_Cells	Immune_Lymphoid
DAPK1	6.33e-07	-0.25484917	0.036000000000000004	0.245	0.016689959	B_Cells	Immune_Lymphoid
NPTN	2.89e-07	-0.25535413100000004	0.093	0.309	0.00763241	B_Cells	Immune_Lymphoid
RBPMS	2.06e-06	-0.255435547	0.014	0.201	0.054439793	B_Cells	Immune_Lymphoid
MPST	1.11e-06	-0.255479878	0.136	0.337	0.029249099	B_Cells	Immune_Lymphoid
SQSTM1	2.65e-05	-0.255593888	0.7290000000000001	0.847	0.699820738	B_Cells	Immune_Lymphoid
FOSL2	1.21e-06	-0.255824074	0.036000000000000004	0.219	0.031806026	B_Cells	Immune_Lymphoid
ATP5I	7.93e-06	-0.256343104	0.5	0.674	0.209116188	B_Cells	Immune_Lymphoid
ANPEP	1.62e-06	-0.256553148	0.05	0.231	0.042861843	B_Cells	Immune_Lymphoid
AVPI1	5.31e-07	-0.256768557	0.043	0.249	0.013996769	B_Cells	Immune_Lymphoid
CTSA	1.87e-05	-0.256836828	0.264	0.429	0.492925839	B_Cells	Immune_Lymphoid
SELPLG	4.07e-06	-0.256868148	0.129	0.302	0.107349935	B_Cells	Immune_Lymphoid
VIMP	7.09e-07	-0.25703797	0.18600000000000005	0.416	0.01870984	B_Cells	Immune_Lymphoid
DNAJC3	4.4e-07	-0.257703365	0.114	0.34600000000000003	0.011611614	B_Cells	Immune_Lymphoid
SLC27A3	5.02e-07	-0.258028523	0.05	0.26	0.013237178999999998	B_Cells	Immune_Lymphoid
MTCH1	8.809999999999998e-07	-0.259943334	0.236	0.455	0.023250593	B_Cells	Immune_Lymphoid
CECR1	3.54e-06	-0.260669108	0.14300000000000002	0.317	0.093367919	B_Cells	Immune_Lymphoid
SNX10	0.000830845	-0.260989916	0.321	0.397	1.0	B_Cells	Immune_Lymphoid
JUND	5.97e-05	-0.261117781	0.307	0.469	1.0	B_Cells	Immune_Lymphoid
LTBR	3.93e-07	-0.261276752	0.036000000000000004	0.263	0.01037258	B_Cells	Immune_Lymphoid
MTUS1	2.14e-05	-0.261321979	0.014	0.17800000000000002	0.563174341	B_Cells	Immune_Lymphoid
COX17	3.08e-06	-0.26133190100000003	0.329	0.5479999999999999	0.081323708	B_Cells	Immune_Lymphoid
BAG3	5.95e-06	-0.261453506	0.021	0.166	0.156986891	B_Cells	Immune_Lymphoid
ENO1	9.01e-07	-0.261526977	0.614	0.797	0.023765803	B_Cells	Immune_Lymphoid
FNDC3B	3.2100000000000003e-07	-0.261775181	0.043	0.259	0.008473356	B_Cells	Immune_Lymphoid
C19orf70	2.16e-06	-0.262766609	0.343	0.57	0.056969963	B_Cells	Immune_Lymphoid
SLC22A31	0.981873079	-0.263018424	0.0	0.136	1.0	B_Cells	Immune_Lymphoid
VAMP5	0.00026533	-0.2630267	0.157	0.228	1.0	B_Cells	Immune_Lymphoid
LGALS9	2.58e-05	-0.263100613	0.236	0.37	0.67956223	B_Cells	Immune_Lymphoid
ADIPOR1	4.61e-07	-0.263149144	0.264	0.488	0.012166865	B_Cells	Immune_Lymphoid
TMEM173	4.35e-07	-0.263405058	0.093	0.3	0.011483346	B_Cells	Immune_Lymphoid
GIMAP7	0.000110131	-0.263415126	0.071	0.193	1.0	B_Cells	Immune_Lymphoid
BCL2L1	4.76e-07	-0.263743127	0.079	0.259	0.012552112	B_Cells	Immune_Lymphoid
TMEM179B	5.1e-07	-0.263822706	0.271	0.496	0.013439515	B_Cells	Immune_Lymphoid
TUSC3	0.981868967	-0.263969609	0.0	0.119	1.0	B_Cells	Immune_Lymphoid
ERLEC1	6.75e-07	-0.26444998	0.14300000000000002	0.35700000000000004	0.017804939	B_Cells	Immune_Lymphoid
NDUFA1	4.02e-07	-0.264803471	0.657	0.8	0.010612637	B_Cells	Immune_Lymphoid
SCCPDH	3.2e-07	-0.26511843	0.1	0.299	0.008435175999999999	B_Cells	Immune_Lymphoid
GNAI2	6.59e-06	-0.265942752	0.257	0.44	0.173916829	B_Cells	Immune_Lymphoid
COX6C	6.02e-08	-0.266008426	0.907	0.911	0.001588266	B_Cells	Immune_Lymphoid
ATP6V0D1	4.63e-06	-0.266059333	0.35700000000000004	0.5529999999999999	0.122057954	B_Cells	Immune_Lymphoid
SPATS2L	7.809999999999998e-07	-0.266249271	0.029	0.233	0.02059553	B_Cells	Immune_Lymphoid
TUBA1C	2.07e-06	-0.266675646	0.193	0.396	0.054531248	B_Cells	Immune_Lymphoid
SLC16A3	1.02e-06	-0.26674705600000004	0.114	0.307	0.026812711	B_Cells	Immune_Lymphoid
PLEC	1.27e-06	-0.266985708	0.129	0.328	0.033554956000000004	B_Cells	Immune_Lymphoid
OSTC	1.2e-06	-0.267000462	0.293	0.504	0.031524687	B_Cells	Immune_Lymphoid
SULT1A1	2.62e-07	-0.267122541	0.036000000000000004	0.26	0.006919969000000001	B_Cells	Immune_Lymphoid
MPC1	1.33e-07	-0.267230905	0.15	0.389	0.003497225	B_Cells	Immune_Lymphoid
CLEC12A	1.18e-06	-0.26761039	0.036000000000000004	0.211	0.031120351	B_Cells	Immune_Lymphoid
CSRP1	2.82e-07	-0.267615686	0.093	0.294	0.007435771	B_Cells	Immune_Lymphoid
ANXA3	0.981853103	-0.26766818	0.0	0.124	1.0	B_Cells	Immune_Lymphoid
NUDT16	2.55e-07	-0.267788366	0.079	0.298	0.006715611	B_Cells	Immune_Lymphoid
RBM47	1.58e-07	-0.268550868	0.093	0.31	0.004171863	B_Cells	Immune_Lymphoid
LAIR1	3.14e-06	-0.268783516	0.14300000000000002	0.324	0.082894143	B_Cells	Immune_Lymphoid
MT-ND4	6.14e-06	-0.269049807	1.0	0.99	0.162029986	B_Cells	Immune_Lymphoid
CCL4	0.292471645	-0.269188452	0.136	0.161	1.0	B_Cells	Immune_Lymphoid
SLIRP	2.69e-07	-0.269519556	0.221	0.459	0.007091885	B_Cells	Immune_Lymphoid
ALOX15B	9.25e-06	-0.269704409	0.021	0.154	0.243978256	B_Cells	Immune_Lymphoid
JCHAIN	0.581588397	-0.270021322	0.279	0.035	1.0	B_Cells	Immune_Lymphoid
GNS	3.08e-07	-0.270832194	0.093	0.324	0.008115958000000001	B_Cells	Immune_Lymphoid
MCOLN1	9.06e-07	-0.271267756	0.114	0.308	0.023909458	B_Cells	Immune_Lymphoid
TMEM50A	7.990000000000002e-07	-0.271291877	0.429	0.634	0.021062607	B_Cells	Immune_Lymphoid
C3AR1	4.92e-07	-0.271372226	0.064	0.25	0.012970643	B_Cells	Immune_Lymphoid
NDUFB9	2.03e-07	-0.271685683	0.443	0.721	0.005354032	B_Cells	Immune_Lymphoid
NDUFS8	2.92e-07	-0.27172789	0.3	0.532	0.007697587	B_Cells	Immune_Lymphoid
SPN	5.629999999999999e-07	-0.271869955	0.064	0.257	0.014846288	B_Cells	Immune_Lymphoid
WDR83OS	6.6e-08	-0.272297444	0.536	0.768	0.001739995	B_Cells	Immune_Lymphoid
C10orf54	4.48e-05	-0.272614494	0.15	0.289	1.0	B_Cells	Immune_Lymphoid
NUCB1	1.35e-06	-0.272627722	0.321	0.544	0.035566712	B_Cells	Immune_Lymphoid
PDXK	8.730000000000001e-08	-0.272836924	0.064	0.311	0.002303583	B_Cells	Immune_Lymphoid
SPINT2	0.000233322	-0.272980699	0.393	0.434	1.0	B_Cells	Immune_Lymphoid
LIFR	3.55e-05	-0.27306089	0.014	0.131	0.937248208	B_Cells	Immune_Lymphoid
PHLDA1	7.65e-06	-0.27333281600000003	0.043	0.16	0.201913691	B_Cells	Immune_Lymphoid
GAA	3.07e-07	-0.273754298	0.086	0.316	0.008108632	B_Cells	Immune_Lymphoid
NDUFS5	6.530000000000001e-08	-0.273952584	0.6859999999999999	0.8170000000000001	0.001721992	B_Cells	Immune_Lymphoid
RMDN3	2.7000000000000004e-06	-0.274391918	0.15	0.314	0.07113635	B_Cells	Immune_Lymphoid
LMO3	0.981824017	-0.274566345	0.0	0.168	1.0	B_Cells	Immune_Lymphoid
ATP5J	1.08e-07	-0.274724377	0.486	0.728	0.002855873	B_Cells	Immune_Lymphoid
DST	7.729999999999998e-07	-0.27512922100000003	0.043	0.22	0.02039576	B_Cells	Immune_Lymphoid
ABHD2	2.67e-07	-0.275409565	0.05	0.247	0.00705076	B_Cells	Immune_Lymphoid
HM13	6.35e-07	-0.27550476	0.179	0.421	0.016738166999999998	B_Cells	Immune_Lymphoid
ADI1	5.76e-07	-0.275702182	0.171	0.3670000000000001	0.015193089	B_Cells	Immune_Lymphoid
PDIA3	1.9e-06	-0.276462049	0.514	0.727	0.050034278	B_Cells	Immune_Lymphoid
RAB11FIP1	1.47e-05	-0.276613622	0.221	0.383	0.387593235	B_Cells	Immune_Lymphoid
TMEM125	0.000164125	-0.27676422300000003	0.006999999999999999	0.182	1.0	B_Cells	Immune_Lymphoid
ARHGAP29	0.981809141	-0.2781539	0.0	0.141	1.0	B_Cells	Immune_Lymphoid
CXCL5	4.45e-05	-0.278352039	0.021	0.102	1.0	B_Cells	Immune_Lymphoid
F3	2.62e-05	-0.2785712	0.006999999999999999	0.14	0.69051497	B_Cells	Immune_Lymphoid
PSMB3	1.99e-07	-0.278961277	0.371	0.62	0.00525787	B_Cells	Immune_Lymphoid
C2	1.07e-05	-0.279257859	0.014	0.214	0.282016173	B_Cells	Immune_Lymphoid
RENBP	9.84e-08	-0.279581558	0.05	0.277	0.00259582	B_Cells	Immune_Lymphoid
CCDC170	4.83e-05	-0.280656355	0.029	0.101	1.0	B_Cells	Immune_Lymphoid
CA2	5.5e-06	-0.281591403	0.05	0.162	0.14502616699999998	B_Cells	Immune_Lymphoid
DUSP23	5.11e-08	-0.281846191	0.086	0.318	0.001346821	B_Cells	Immune_Lymphoid
DAD1	2.59e-07	-0.282447015	0.493	0.701	0.006832705	B_Cells	Immune_Lymphoid
MRPL57	2.39e-07	-0.282750871	0.3	0.513	0.006298954	B_Cells	Immune_Lymphoid
CAST	7e-07	-0.283105106	0.407	0.6579999999999999	0.018468304	B_Cells	Immune_Lymphoid
TNFAIP2	3.05e-07	-0.283263339	0.036000000000000004	0.248	0.00805206	B_Cells	Immune_Lymphoid
PMM1	5.02e-07	-0.283551508	0.071	0.232	0.013230306	B_Cells	Immune_Lymphoid
NPDC1	0.000242804	-0.28364676	0.006999999999999999	0.114	1.0	B_Cells	Immune_Lymphoid
HSPE1	1.7800000000000002e-05	-0.284832644	0.614	0.73	0.468404779	B_Cells	Immune_Lymphoid
EIF4EBP1	1.6300000000000002e-07	-0.285229161	0.14300000000000002	0.343	0.004297216	B_Cells	Immune_Lymphoid
NDUFB4	6.54e-08	-0.285471294	0.414	0.67	0.001724185	B_Cells	Immune_Lymphoid
FDPS	1.69e-06	-0.286289929	0.16399999999999998	0.344	0.044540787000000005	B_Cells	Immune_Lymphoid
ADH5	4.41e-08	-0.28629940600000003	0.14300000000000002	0.406	0.001163835	B_Cells	Immune_Lymphoid
PRKAR1A	3.32e-06	-0.286361724	0.35	0.505	0.08766263699999999	B_Cells	Immune_Lymphoid
CCDC88A	2.96e-06	-0.28783283600000004	0.16399999999999998	0.35600000000000004	0.07804480700000001	B_Cells	Immune_Lymphoid
ALOX5	7.32e-05	-0.287841251	0.236	0.35	1.0	B_Cells	Immune_Lymphoid
IL6ST	1.25e-05	-0.288150822	0.15	0.327	0.329669082	B_Cells	Immune_Lymphoid
FDX1	7.089999999999999e-08	-0.288306846	0.157	0.36	0.001870022	B_Cells	Immune_Lymphoid
TSPAN7	0.981767789	-0.288340502	0.0	0.107	1.0	B_Cells	Immune_Lymphoid
CCL5	0.300242656	-0.288587427	0.18600000000000005	0.115	1.0	B_Cells	Immune_Lymphoid
MBIP	1.49e-06	-0.28907104100000003	0.093	0.236	0.039302671	B_Cells	Immune_Lymphoid
LYAR	1.32e-06	-0.28935307	0.114	0.284	0.034745511	B_Cells	Immune_Lymphoid
NEDD9	2.98e-06	-0.290234431	0.121	0.272	0.078682428	B_Cells	Immune_Lymphoid
PHPT1	1.47e-07	-0.29152917100000003	0.214	0.448	0.003864775	B_Cells	Immune_Lymphoid
DLC1	8.7e-07	-0.291628422	0.036000000000000004	0.192	0.022949568	B_Cells	Immune_Lymphoid
NINJ1	1.01e-07	-0.291904598	0.079	0.298	0.002665997	B_Cells	Immune_Lymphoid
PMP22	9.61e-06	-0.292291337	0.079	0.251	0.253383144	B_Cells	Immune_Lymphoid
PSMA3	4.85e-08	-0.29425452	0.2	0.451	0.001278923	B_Cells	Immune_Lymphoid
GNAQ	3.43e-08	-0.294466282	0.05	0.298	0.000903817	B_Cells	Immune_Lymphoid
PPIC	4.91e-07	-0.294498527	0.021	0.242	0.012963393	B_Cells	Immune_Lymphoid
DUSP1	0.000186261	-0.294537361	0.936	0.939	1.0	B_Cells	Immune_Lymphoid
TCN2	4.62e-07	-0.29544059100000003	0.029	0.246	0.012181468	B_Cells	Immune_Lymphoid
ATP6V1B2	3.71e-07	-0.296103724	0.136	0.35600000000000004	0.009781054	B_Cells	Immune_Lymphoid
IER3	0.000337705	-0.29656456800000003	0.086	0.269	1.0	B_Cells	Immune_Lymphoid
FAM177A1	3.07e-06	-0.296752737	0.257	0.409	0.081054896	B_Cells	Immune_Lymphoid
NDUFAF3	1.1e-07	-0.296938022	0.243	0.483	0.002893905	B_Cells	Immune_Lymphoid
RP11-598F7.3	2.57e-05	-0.297030892	0.029	0.2	0.6778737979999999	B_Cells	Immune_Lymphoid
TMBIM6	6.970000000000001e-09	-0.297690406	0.843	0.933	0.000183951	B_Cells	Immune_Lymphoid
HLA-DRB5	0.002663898	-0.297702925	0.929	0.831	1.0	B_Cells	Immune_Lymphoid
F11R	1.7e-07	-0.297892288	0.036000000000000004	0.263	0.00448593	B_Cells	Immune_Lymphoid
RPS27L	7.259999999999998e-07	-0.297912792	0.629	0.763	0.019137726	B_Cells	Immune_Lymphoid
POR	2.14e-08	-0.298165275	0.057	0.31	0.000564672	B_Cells	Immune_Lymphoid
CTNNB1	2.41e-07	-0.298343834	0.193	0.411	0.00634871	B_Cells	Immune_Lymphoid
TPM4	1.1e-05	-0.298364808	0.35	0.535	0.28936965800000003	B_Cells	Immune_Lymphoid
SERPINB1	1.49e-06	-0.29850027	0.414	0.617	0.03943047	B_Cells	Immune_Lymphoid
LRRFIP1	2.88e-07	-0.298612022	0.5	0.759	0.007589153	B_Cells	Immune_Lymphoid
CAT	1.43e-07	-0.29862759	0.229	0.477	0.003778557	B_Cells	Immune_Lymphoid
ERRFI1	0.000115731	-0.298885464	0.006999999999999999	0.194	1.0	B_Cells	Immune_Lymphoid
SRI	8.3e-06	-0.300072299	0.35700000000000004	0.521	0.219000374	B_Cells	Immune_Lymphoid
PSMA7	6.16e-08	-0.300403063	0.6709999999999999	0.792	0.001623788	B_Cells	Immune_Lymphoid
MMP24-AS1	5.41e-08	-0.300434759	0.236	0.476	0.001428081	B_Cells	Immune_Lymphoid
ICAM2	1.01e-05	-0.300441407	0.129	0.25	0.265968152	B_Cells	Immune_Lymphoid
NDUFA13	2.12e-08	-0.301003356	0.414	0.669	0.000558593	B_Cells	Immune_Lymphoid
KDELR1	2.83e-08	-0.301610445	0.321	0.555	0.000746453	B_Cells	Immune_Lymphoid
NEDD4L	2.92e-07	-0.301873861	0.043	0.214	0.007691115	B_Cells	Immune_Lymphoid
PDE4DIP	3.04e-08	-0.30211957	0.057	0.297	0.0008018519999999999	B_Cells	Immune_Lymphoid
PDIA4	2.34e-08	-0.302182204	0.1	0.33	0.000618395	B_Cells	Immune_Lymphoid
FPR2	1.27e-06	-0.302432977	0.036000000000000004	0.21	0.033513927	B_Cells	Immune_Lymphoid
ABHD5	3.99e-06	-0.302603208	0.121	0.32	0.105369161	B_Cells	Immune_Lymphoid
LDHA	1.15e-07	-0.303305	0.629	0.7490000000000001	0.003038072	B_Cells	Immune_Lymphoid
TGM2	1.27e-05	-0.303899666	0.014	0.156	0.334545898	B_Cells	Immune_Lymphoid
FIS1	2.02e-08	-0.304251807	0.393	0.645	0.000532596	B_Cells	Immune_Lymphoid
GNG10	3.26e-08	-0.304758644	0.157	0.416	0.000859175	B_Cells	Immune_Lymphoid
RBX1	1.28e-08	-0.304893454	0.421	0.6659999999999999	0.000337314	B_Cells	Immune_Lymphoid
ATP1B3	1.23e-06	-0.305840503	0.2	0.43	0.032340185	B_Cells	Immune_Lymphoid
EFHC1	1.59e-05	-0.305981975	0.021	0.116	0.41992296	B_Cells	Immune_Lymphoid
