S.No.	cellType	Cell Category	old_symbol	gene	Updated Gene ID	logFC	logDOR	Prop.Exp.in	Prop.Exp.Out	nCells.in	nCells.out
10381	Ionocyte	Epithelial	ACVR2A	ACVR2A	92	0.39783384	1.902073524	0.48	0.121420561	25	307625
19458	VE Venous	Vascular-Endothelial	ACVRL1	ACVRL1	94	0.339480033	1.607177605	0.32739726	0.0889841	730	306920
19932	VE Capillary B	Vascular-Endothelial	ACVRL1	ACVRL1	94	0.700076822	2.099290946	0.440868866	0.088124619	1243	306407
20583	VE Arterial	Vascular-Endothelial	ACVRL1	ACVRL1	94	0.386813161	1.655963962	0.33810143	0.088926978	769	306881
21047	VE Capillary A	Vascular-Endothelial	ACVRL1	ACVRL1	94	0.734876932	2.090738104	0.441233141	0.088955527	519	307131
3664	Ciliated	Epithelial	ACYP1	ACYP1	97	0.474778543	2.373115412	0.503571429	0.086365009	9520	298130
12081	Macrophage Alveolar	Immune_Myeloid	ACYP2	ACYP2	98	0.378079432	1.339190535	0.553005714	0.244830367	74558	233092
16375	PNEC	Epithelial	ACYP2	ACYP2	98	0.428484636	1.141915246	0.596774194	0.319459797	62	307588
11404	Lymphatic	Vascular-Endothelial	ADAM10	ADAM10	102	0.564148808	0.925741544	0.609895338	0.382466912	2102	305548
3290	Ciliated	Epithelial	ADAM12	ADAM12	8038	0.594637626	3.396348532	0.531512605	0.036608191	9520	298130
5922	DC Mature	Immune_Myeloid	ADAM12	ADAM12	8038	0.793513352	3.182460585	0.5625	0.050618185	784	306866
12287	Mast	Immune_Myeloid	ADAM12	ADAM12	8038	1.317729482	3.403712571	0.609550562	0.04932958	1424	306226
14211	Myofibroblast	Mesenchyme	ADAM12	ADAM12	8038	0.351166466	1.993468166	0.275803241	0.04933368	3517	304133
19506	VE Venous	Vascular-Endothelial	ADAM15	ADAM15	8751	0.349345606	1.357183268	0.331506849	0.113293366	730	306920
21734	VE Peribronchial	Vascular-Endothelial	ADAM15	ADAM15	8751	0.424949124	1.89442181	0.454807692	0.111490002	2080	305570
11939	Macrophage Alveolar	Immune_Myeloid	ADAM17	ADAM17	6868	0.815851821	1.899437863	0.828951957	0.420370497	74558	233092
1427	B	Immune_Lymphoid	ADAM19	ADAM19	8728	0.368916321	1.417601575	0.327422419	0.105516172	7895	299755
1854	B Plasma	Immune_Lymphoid	ADAM19	ADAM19	8728	0.373990353	1.649315194	0.391725352	0.11017115	1136	306514
4975	cDC2	Immune_Myeloid	ADAM19	ADAM19	8728	0.330598805	1.609457485	0.370500439	0.105320196	6834	300816
5394	cDC1	Immune_Myeloid	ADAM19	ADAM19	8728	0.865183799	2.676575302	0.640776699	0.10925332	1133	306517
6011	DC Mature	Immune_Myeloid	ADAM19	ADAM19	8728	0.595072593	2.088508524	0.5	0.110217489	784	306866
6513	DC Langerhans	Immune_Myeloid	ADAM19	ADAM19	8728	0.910493963	2.899441595	0.69375	0.110604236	320	307330
7237	pDC	Immune_Myeloid	ADAM19	ADAM19	8728	0.85343661	2.547094076	0.612446959	0.110056265	707	306943
11230	Lymphatic	Vascular-Endothelial	ADAM19	ADAM19	8728	0.500434729	1.769846471	0.418173168	0.109099061	2102	305548
17989	T	Immune_Lymphoid	ADAM19	ADAM19	8728	1.052774673	2.478722158	0.534529872	0.087831163	16102	291548
1326	B	Immune_Lymphoid	ADAM28	ADAM28	10863	1.890702096	4.039229741	0.854464851	0.093676502	7895	299755
1866	B Plasma	Immune_Lymphoid	ADAM28	ADAM28	10863	0.323717384	1.576676305	0.379401408	0.112213471	1136	306514
4892	cDC2	Immune_Myeloid	ADAM28	ADAM28	10863	0.642762893	2.367167441	0.551214516	0.103249162	6834	300816
5493	cDC1	Immune_Myeloid	ADAM28	ADAM28	10863	0.365112339	1.802388116	0.433362754	0.112016626	1133	306517
6052	DC Mature	Immune_Myeloid	ADAM28	ADAM28	10863	0.460418667	1.852123528	0.446428571	0.112348712	784	306866
6480	DC Langerhans	Immune_Myeloid	ADAM28	ADAM28	10863	1.244839909	3.946224624	0.86875	0.112413367	320	307330
8706	Goblet	Epithelial	ADAM28	ADAM28	10863	0.413590371	2.333779969	0.563821457	0.11132182	1277	306373
16058	PNEC	Epithelial	ADAM28	ADAM28	10863	0.499582255	2.250379486	0.548387097	0.113112345	62	307588
2592	Basal	Epithelial	ADAM9	ADAM9	8754	0.442082647	0.989158921	0.576763485	0.336295565	1687	305963
7091	DC Langerhans	Immune_Myeloid	ADAM9	ADAM9	8754	0.358734872	1.1184623	0.609375	0.337331207	320	307330
8848	Goblet	Epithelial	ADAM9	ADAM9	8754	0.598674359	1.682114945	0.731401723	0.335972817	1277	306373
11728	Macrophage	Immune_Myeloid	ADAM9	ADAM9	8754	0.321574581	0.991986854	0.483411931	0.257621215	108994	198656
13100	Mesothelial	Epithelial	ADAM9	ADAM9	8754	0.488418333	1.213573556	0.631393298	0.337071736	567	307083
15158	Aberrant Basaloid	Epithelial	ADAM9	ADAM9	8754	0.7119148	2.345306046	0.841995842	0.336824354	481	307169
7861	Fibroblast	Mesenchyme	ADAMTS1	ADAMTS1	9510	0.451053785	3.473190527	0.3601359	0.017160599	2649	305001
14028	Myofibroblast	Mesenchyme	ADAMTS1	ADAMTS1	9510	0.34359631	3.079656993	0.275234575	0.017163544	3517	304133
16945	Pericytes	Mesenchyme	ADAMTS1	ADAMTS1	9510	0.722188401	3.706393149	0.443283582	0.019190175	670	306980
17486	SMC	Mesenchyme	ADAMTS1	ADAMTS1	9510	1.031664459	4.260916657	0.576487252	0.018834054	706	306944
19250	VE Venous	Vascular-Endothelial	ADAMTS1	ADAMTS1	9510	0.413050034	2.936985766	0.27260274	0.019513228	730	306920
20332	VE Arterial	Vascular-Endothelial	ADAMTS1	ADAMTS1	9510	0.683252561	3.402618036	0.370611183	0.019235469	769	306881
21460	VE Peribronchial	Vascular-Endothelial	ADAMTS1	ADAMTS1	9510	0.531012056	3.668971977	0.410576923	0.017455902	2080	305570
13981	Myofibroblast	Mesenchyme	ADAMTS12	ADAMTS12	81792	0.417050799	3.449218023	0.350867216	0.016884061	3517	304133
17062	Pericytes	Mesenchyme	ADAMTS12	ADAMTS12	81792	0.316692304	2.772684609	0.247761194	0.020206528	670	306980
9024	ILC A	Immune_Lymphoid	ADAMTS17	ADAMTS17	170691	0.455746953	2.214210084	0.236167341	0.03273283	741	306909
9960	Ionocyte	Epithelial	ADAMTS17	ADAMTS17	170691	0.323975593	2.819442384	0.36	0.033196262	25	307625
12737	Mesothelial	Epithelial	ADAMTS17	ADAMTS17	170691	0.434919678	2.891081123	0.377425044	0.032587281	567	307083
15807	PNEC	Epithelial	ADAMTS18	ADAMTS18	170692	0.474587994	3.662709058	0.387096774	0.016066947	62	307588
8059	Fibroblast	Mesenchyme	ADAMTS2	ADAMTS2	9509	0.442251604	2.096943158	0.441298603	0.088445612	2649	305001
14194	Myofibroblast	Mesenchyme	ADAMTS2	ADAMTS2	9509	0.442929189	2.087900192	0.436167188	0.087497904	3517	304133
17181	Pericytes	Mesenchyme	ADAMTS2	ADAMTS2	9509	0.565785438	2.028636033	0.431343284	0.090742068	670	306980
12659	Mesothelial	Epithelial	ADAMTS3	ADAMTS3	9508	0.503329644	3.415368083	0.407407407	0.022108029	567	307083
16908	Pericytes	Mesenchyme	ADAMTS4	ADAMTS4	9507	0.728399946	4.218937444	0.42238806	0.010648902	670	306980
17529	SMC	Mesenchyme	ADAMTS4	ADAMTS4	9507	0.452862904	3.505545563	0.269121813	0.010953138	706	306944
19213	VE Venous	Vascular-Endothelial	ADAMTS4	ADAMTS4	9507	0.320436246	3.192272755	0.21369863	0.011064773	730	306920
21457	VE Peribronchial	Vascular-Endothelial	ADAMTS4	ADAMTS4	9507	0.325197938	3.678792464	0.279807692	0.009719541	2080	305570
19471	VE Venous	Vascular-Endothelial	ADAMTS6	ADAMTS6	11174	0.308143808	1.552782934	0.243835616	0.064003649	730	306920
19963	VE Capillary B	Vascular-Endothelial	ADAMTS6	ADAMTS6	11174	0.564835077	1.872392888	0.305711987	0.063451553	1243	306407
20580	VE Arterial	Vascular-Endothelial	ADAMTS6	ADAMTS6	11174	0.404181114	1.673487019	0.266579974	0.063923801	769	306881
21750	VE Peribronchial	Vascular-Endothelial	ADAMTS6	ADAMTS6	11174	0.348570979	1.841522445	0.297115385	0.062846484	2080	305570
919	AT2	Epithelial	ADAMTS9	ADAMTS9	56999	0.392654386	2.752796148	0.34511487	0.03250694	3961	303689
11001	Lymphatic	Vascular-Endothelial	ADAMTS9	ADAMTS9	56999	1.245397006	3.513447853	0.53472883	0.033104455	2102	305548
12595	Mesothelial	Epithelial	ADAMTS9	ADAMTS9	56999	1.610044583	4.222909389	0.714285714	0.035280364	567	307083
14766	Aberrant Basaloid	Epithelial	ADAMTS9	ADAMTS9	56999	0.719210788	3.482523687	0.546777547	0.035732773	481	307169
16935	Pericytes	Mesenchyme	ADAMTS9	ADAMTS9	56999	1.236450501	3.769745295	0.613432836	0.035272656	670	306980
17503	SMC	Mesenchyme	ADAMTS9	ADAMTS9	56999	1.303026839	3.894230878	0.641643059	0.03513996	706	306944
19110	VE Venous	Vascular-Endothelial	ADAMTS9	ADAMTS9	56999	2.347449833	4.752641052	0.806849315	0.034699596	730	306920
19827	VE Capillary B	Vascular-Endothelial	ADAMTS9	ADAMTS9	56999	0.887762049	2.960672432	0.411906677	0.035008991	1243	306407
20399	VE Arterial	Vascular-Endothelial	ADAMTS9	ADAMTS9	56999	0.822662219	2.801316101	0.378413524	0.035675066	769	306881
21370	VE Peribronchial	Vascular-Endothelial	ADAMTS9	ADAMTS9	56999	2.725954234	5.670836713	0.901923077	0.030641097	2080	305570
19129	VE Venous	Vascular-Endothelial	ADAMTS9-AS1	ADAMTS9-AS1	100507082	0.343543596	4.173530175	0.245205479	0.004985012	730	306920
21385	VE Peribronchial	Vascular-Endothelial	ADAMTS9-AS1	ADAMTS9-AS1	100507082	0.360305496	4.930025914	0.321153846	0.003406748	2080	305570
906	AT2	Epithelial	ADAMTS9-AS2	ADAMTS9-AS2	100507098	0.40034013	2.796379961	0.363797021	0.033725291	3961	303689
11120	Lymphatic	Vascular-Endothelial	ADAMTS9-AS2	ADAMTS9-AS2	100507098	0.471305068	2.499594026	0.313035205	0.03608271	2102	305548
12678	Mesothelial	Epithelial	ADAMTS9-AS2	ADAMTS9-AS2	100507098	0.654953864	3.273511827	0.504409171	0.037113744	567	307083
14031	Myofibroblast	Mesenchyme	ADAMTS9-AS2	ADAMTS9-AS2	100507098	0.561406058	3.046337823	0.421950526	0.033534671	3517	304133
16965	Pericytes	Mesenchyme	ADAMTS9-AS2	ADAMTS9-AS2	100507098	1.021258715	3.527879666	0.565671642	0.036823246	670	306980
17496	SMC	Mesenchyme	ADAMTS9-AS2	ADAMTS9-AS2	100507098	1.248842448	4.092021054	0.694050992	0.036465935	706	306944
19290	VE Venous	Vascular-Endothelial	ADAMTS9-AS2	ADAMTS9-AS2	100507098	0.471376456	2.582165654	0.338356164	0.037260524	730	306920
19915	VE Capillary B	Vascular-Endothelial	ADAMTS9-AS2	ADAMTS9-AS2	100507098	0.410391943	2.253557423	0.267900241	0.037042235	1243	306407
20466	VE Arterial	Vascular-Endothelial	ADAMTS9-AS2	ADAMTS9-AS2	100507098	0.401531245	2.361760357	0.291287386	0.037340207	769	306881
21002	VE Capillary A	Vascular-Endothelial	ADAMTS9-AS2	ADAMTS9-AS2	100507098	0.619059382	2.554115038	0.333333333	0.037475865	519	307131
21555	VE Peribronchial	Vascular-Endothelial	ADAMTS9-AS2	ADAMTS9-AS2	100507098	0.507204571	2.913212528	0.403846154	0.035484504	2080	305570
7954	Fibroblast	Mesenchyme	ADAMTSL1	ADAMTSL1	92949	0.66563069	2.757132267	0.465081163	0.052301468	2649	305001
17628	SMC	Mesenchyme	ADAMTSL1	ADAMTSL1	92949	0.687982865	2.470959847	0.407932011	0.055045872	706	306944
21624	VE Peribronchial	Vascular-Endothelial	ADAMTSL1	ADAMTSL1	92949	0.498178283	2.502560305	0.408173077	0.053457473	2080	305570
7941	Fibroblast	Mesenchyme	ADAMTSL3	ADAMTSL3	57188	0.400788084	2.856332652	0.337108343	0.028406464	2649	305001
11111	Lymphatic	Vascular-Endothelial	ADAMTSL3	ADAMTSL3	57188	0.353286905	2.545787511	0.278306375	0.029363635	2102	305548
17010	Pericytes	Mesenchyme	ADAMTSL3	ADAMTSL3	57188	0.668989838	3.156335678	0.42238806	0.030210437	670	306980
2674	Basal	Epithelial	ADAMTSL4-AS1	ADAMTSL4-AS1	574406	0.427170554	0.693206776	0.657972733	0.490163843	1687	305963
4852	Club	Epithelial	ADAMTSL4-AS1	ADAMTSL4-AS1	574406	0.300189535	0.498229998	0.612700902	0.490067159	2551	305099
5116	cDC2	Immune_Myeloid	ADAMTSL4-AS1	ADAMTSL4-AS1	574406	0.454343234	1.127297397	0.744366403	0.485329903	6834	300816
5632	cDC1	Immune_Myeloid	ADAMTSL4-AS1	ADAMTSL4-AS1	574406	0.553652712	1.219963571	0.765225066	0.490070698	1133	306517
13437	cMonocyte	Immune_Myeloid	ADAMTSL4-AS1	ADAMTSL4-AS1	574406	0.401549095	0.448769247	0.596471957	0.48550179	15476	292174
5580	cDC1	Immune_Myeloid	ADAP2	ADAP2	55803	0.388208705	1.394358427	0.441306267	0.163827781	1133	306517
6826	DC Langerhans	Immune_Myeloid	ADAP2	ADAP2	55803	0.429436786	1.550163493	0.48125	0.164520223	320	307330
17666	SMC	Mesenchyme	ADARB1	ADARB1	104	0.36441456	2.136307365	0.293201133	0.046760973	706	306944
9723	Ionocyte	Epithelial	ADARB2	ADARB2	105	1.203908649	4.560332396	0.72	0.025147501	25	307625
15725	PNEC	Epithelial	ADARB2	ADARB2	105	1.24555185	4.389607524	0.677419355	0.0250725	62	307588
17060	Pericytes	Mesenchyme	ADARB2	ADARB2	105	0.571812105	2.775489369	0.288059701	0.024630269	670	306980
15869	PNEC	Epithelial	ADCY2	ADCY2	108	0.744822068	3.24429874	0.532258065	0.042404125	62	307588
6732	DC Langerhans	Immune_Myeloid	ADCY3	ADCY3	109	0.46100923	1.694183169	0.48125	0.145667524	320	307330
17129	Pericytes	Mesenchyme	ADCY3	ADCY3	109	0.988010086	2.363627015	0.643283582	0.144931266	670	306980
17795	SMC	Mesenchyme	ADCY3	ADCY3	109	0.391433255	1.188473089	0.358356941	0.145528175	706	306944
11023	Lymphatic	Vascular-Endothelial	ADCY4	ADCY4	196883	0.422384613	3.258710208	0.322549952	0.017977535	2102	305548
19218	VE Venous	Vascular-Endothelial	ADCY4	ADCY4	196883	0.412902369	3.175639381	0.320547945	0.019343803	730	306920
19822	VE Capillary B	Vascular-Endothelial	ADCY4	ADCY4	196883	0.432757231	3.016673057	0.283185841	0.01899108	1243	306407
20376	VE Arterial	Vascular-Endothelial	ADCY4	ADCY4	196883	0.357932029	2.943966108	0.273081925	0.019424467	769	306881
21463	VE Peribronchial	Vascular-Endothelial	ADCY4	ADCY4	196883	0.447541199	3.632921964	0.401923077	0.017459175	2080	305570
17497	SMC	Mesenchyme	ADCY5	ADCY5	111	0.383127618	4.082064808	0.279036827	0.006496299	706	306944
375	AT1	Epithelial	ADCY9	ADCY9	115	0.646914645	1.829063197	0.499525166	0.138122682	1053	306597
1144	AT2	Epithelial	ADCY9	ADCY9	115	0.386007684	1.603285905	0.43776824	0.135467534	3961	303689
2361	Basal	Epithelial	ADCY9	ADCY9	115	0.484232897	1.744930803	0.477178423	0.137497018	1687	305963
3499	Ciliated	Epithelial	ADCY9	ADCY9	115	0.863176913	2.782108604	0.691281513	0.121735485	9520	298130
4511	Club	Epithelial	ADCY9	ADCY9	115	0.562768181	1.936170499	0.522148177	0.136159083	2551	305099
8792	Goblet	Epithelial	ADCY9	ADCY9	115	0.421859379	1.891626063	0.514487079	0.137796085	1277	306373
10737	Ionocyte	Epithelial	ADCY9	ADCY9	115	0.30676004	1.268689755	0.36	0.139341731	25	307625
15116	Aberrant Basaloid	Epithelial	ADCY9	ADCY9	115	0.54313925	2.448164897	0.650727651	0.138558904	481	307169
15429	Aberrant Basaloid	Epithelial	ADD1	ADD1	118	0.338864658	1.832928529	0.665280665	0.240935772	481	307169
17384	Pericytes	Mesenchyme	ADD1	ADD1	118	0.315303615	0.753408791	0.402985075	0.241246987	670	306980
19639	VE Venous	Vascular-Endothelial	ADD1	ADD1	118	0.329153976	0.780955924	0.409589041	0.241199661	730	306920
20134	VE Capillary B	Vascular-Endothelial	ADD1	ADD1	118	0.463161112	0.81521139	0.417538214	0.240885489	1243	306407
20606	VE Arterial	Vascular-Endothelial	ADD1	ADD1	118	0.792590312	1.502977223	0.587776333	0.240731749	769	306881
21308	VE Capillary A	Vascular-Endothelial	ADD1	ADD1	118	0.314344829	0.453068131	0.333333333	0.241444205	519	307131
8145	Fibroblast	Mesenchyme	ADD3	ADD3	120	0.565641357	1.612444927	0.614571536	0.241209045	2649	305001
11361	Lymphatic	Vascular-Endothelial	ADD3	ADD3	120	0.461445659	1.111236253	0.493339676	0.242711456	2102	305548
13684	ncMonocyte	Immune_Myeloid	ADD3	ADD3	120	0.424395985	0.916669094	0.442186405	0.240685297	5708	301942
2845	Ciliated	Epithelial	ADGB	ADGB	79747	1.535692089	5.219128661	0.870798319	0.035179284	9520	298130
4328	Club	Epithelial	ADGRA3	ADGRA3	166647	0.343833215	2.830507577	0.342610741	0.029829662	2551	305099
12697	Mesothelial	Epithelial	ADGRA3	ADGRA3	166647	0.429993032	3.103036357	0.421516755	0.031704783	567	307083
14708	Aberrant Basaloid	Epithelial	ADGRA3	ADGRA3	166647	0.448184428	3.694283972	0.567567568	0.031585219	481	307169
10336	Ionocyte	Epithelial	ADGRB3	ADGRB3	577	0.452094733	1.961551185	0.32	0.063941487	25	307625
14270	Myofibroblast	Mesenchyme	ADGRB3	ADGRB3	577	0.326909305	1.690875607	0.262723912	0.061663812	3517	304133
856	AT2	Epithelial	ADGRD1	ADGRD1	283383	0.373219301	3.061654134	0.377429942	0.027597312	3961	303689
7864	Fibroblast	Mesenchyme	ADGRD1	ADGRD1	283383	0.602616497	3.461760705	0.480558701	0.028206465	2649	305001
12722	Mesothelial	Epithelial	ADGRD1	ADGRD1	283383	0.388187336	2.965146322	0.386243386	0.031447524	567	307083
17075	Pericytes	Mesenchyme	ADGRD1	ADGRD1	283383	0.494128299	2.692075739	0.323880597	0.031464591	670	306980
12430	Mast	Immune_Myeloid	ADGRE2	ADGRE2	30817	0.415596885	0.759562862	0.314606742	0.176879168	1424	306226
13251	cMonocyte	Immune_Myeloid	ADGRE2	ADGRE2	30817	0.640119198	1.548492786	0.475768933	0.161718702	15476	292174
13513	ncMonocyte	Immune_Myeloid	ADGRE2	ADGRE2	30817	0.96049574	2.182060891	0.64278206	0.168721145	5708	301942
646	AT1	Epithelial	ADGRE3	ADGRE3	84658	0.331099268	0.569285198	0.483380817	0.346213433	1053	306597
14438	Myofibroblast	Mesenchyme	ADGRE3	ADGRE3	84658	0.343397984	0.78046566	0.534262155	0.344513749	3517	304133
15595	Aberrant Basaloid	Epithelial	ADGRE3	ADGRE3	84658	0.491587554	1.4353693	0.69022869	0.346144956	481	307169
17355	Pericytes	Mesenchyme	ADGRE3	ADGRE3	84658	0.556831264	0.923935033	0.571641791	0.346191934	670	306980
17872	SMC	Mesenchyme	ADGRE3	ADGRE3	84658	0.427038363	0.68059166	0.511331445	0.346304212	706	306944
6978	DC Langerhans	Immune_Myeloid	ADGRE5	ADGRE5	976	0.621021049	1.335758265	0.840625	0.579136433	320	307330
9131	ILC A	Immune_Lymphoid	ADGRE5	ADGRE5	976	1.015887243	0.953144026	0.781376518	0.578920788	741	306909
9537	ILC B	Immune_Lymphoid	ADGRE5	ADGRE5	976	0.672292985	0.449118292	0.683651805	0.579248581	471	307179
13782	ncMonocyte	Immune_Myeloid	ADGRE5	ADGRE5	976	0.457553861	0.590451461	0.711107218	0.576918746	5708	301942
16790	NK	Immune_Lymphoid	ADGRE5	ADGRE5	976	0.613145822	0.388613912	0.667137061	0.576051594	11338	296312
18243	T	Immune_Lymphoid	ADGRE5	ADGRE5	976	0.579629244	0.265785387	0.63936157	0.576097246	16102	291548
18567	T Cytotoxic	Immune_Lymphoid	ADGRE5	ADGRE5	976	0.758370287	0.572652665	0.703586241	0.57241789	16396	291254
149	AT1	Epithelial	ADGRF5	ADGRF5	221395	0.69037895	3.172151102	0.482431149	0.037599846	1053	306597
754	AT2	Epithelial	ADGRF5	ADGRF5	221395	0.786708834	3.949339819	0.627619288	0.031446644	3961	303689
4270	Club	Epithelial	ADGRF5	ADGRF5	221395	0.542098352	3.154691143	0.46373971	0.03557206	2551	305099
9830	Ionocyte	Epithelial	ADGRF5	ADGRF5	221395	0.574974584	3.434040749	0.56	0.039080049	25	307625
14767	Aberrant Basaloid	Epithelial	ADGRF5	ADGRF5	221395	0.457152497	3.47765057	0.563409563	0.038301391	481	307169
16957	Pericytes	Mesenchyme	ADGRF5	ADGRF5	221395	0.919162003	3.60762114	0.592537313	0.037914522	670	306980
19741	VE Capillary B	Vascular-Endothelial	ADGRF5	ADGRF5	221395	1.655396942	4.346710985	0.744167337	0.036262226	1243	306407
20453	VE Arterial	Vascular-Endothelial	ADGRF5	ADGRF5	221395	0.491019086	2.436377099	0.313394018	0.038435094	769	306881
20894	VE Capillary A	Vascular-Endothelial	ADGRF5	ADGRF5	221395	1.362453581	3.956557837	0.674373796	0.038048911	519	307131
21583	VE Peribronchial	Vascular-Endothelial	ADGRF5	ADGRF5	221395	0.432768212	2.768105393	0.378365385	0.036813169	2080	305570
14801	Aberrant Basaloid	Epithelial	ADGRG1	ADGRG1	9289	0.330543446	3.35774664	0.476091476	0.030670413	481	307169
16579	NK	Immune_Lymphoid	ADGRG1	ADGRG1	9289	0.322904371	2.285302232	0.200564473	0.024892681	11338	296312
21561	VE Peribronchial	Vascular-Endothelial	ADGRG1	ADGRG1	9289	0.320344844	2.887476216	0.350480769	0.02919462	2080	305570
16548	NK	Immune_Lymphoid	ADGRG5	ADGRG5	221188	0.387009417	2.938851337	0.219703651	0.014683847	11338	296312
15766	PNEC	Epithelial	ADGRG6	ADGRG6	57211	0.545627394	3.976586867	0.451612903	0.01525092	62	307588
19128	VE Venous	Vascular-Endothelial	ADGRG6	ADGRG6	57211	0.808600795	4.1783223	0.484931507	0.014221947	730	306920
17221	Pericytes	Mesenchyme	ADGRL2	ADGRL2	23266	0.341047942	1.774116274	0.292537313	0.065636198	670	306980
19240	VE Venous	Vascular-Endothelial	ADGRL2	ADGRL2	23266	1.055630691	3.010414656	0.584931507	0.06489639	730	306920
19746	VE Capillary B	Vascular-Endothelial	ADGRL2	ADGRL2	23266	2.085943664	4.125934744	0.806918745	0.06312519	1243	306407
20856	VE Capillary A	Vascular-Endothelial	ADGRL2	ADGRL2	23266	2.88531404	5.722870297	0.955684008	0.064627146	519	307131
21535	VE Peribronchial	Vascular-Endothelial	ADGRL2	ADGRL2	23266	0.778031463	2.99116306	0.571153846	0.062692673	2080	305570
9852	Ionocyte	Epithelial	ADGRL3	ADGRL3	23284	0.721177109	3.330337766	0.56	0.043166193	25	307625
15897	PNEC	Epithelial	ADGRL3	ADGRL3	23284	0.65689918	3.099749191	0.5	0.043116116	62	307588
17156	Pericytes	Mesenchyme	ADGRL3	ADGRL3	23284	0.436224017	2.199883035	0.286567164	0.042677047	670	306980
17576	SMC	Mesenchyme	ADGRL3	ADGRL3	23284	0.744090645	2.939110844	0.454674221	0.042261781	706	306944
1631	B	Immune_Lymphoid	ADGRL3-AS1	ADGRL3-AS1	101927186	0.315969419	0.508868942	0.424699177	0.307391036	7895	299755
19156	VE Venous	Vascular-Endothelial	ADGRL4	ADGRL4	64123	0.674403847	3.648666934	0.461643836	0.021833051	730	306920
19796	VE Capillary B	Vascular-Endothelial	ADGRL4	ADGRL4	64123	0.649222482	3.387725669	0.392598552	0.021376796	1243	306407
20316	VE Arterial	Vascular-Endothelial	ADGRL4	ADGRL4	64123	0.617512091	3.515954204	0.429128739	0.021858636	769	306881
20938	VE Capillary A	Vascular-Endothelial	ADGRL4	ADGRL4	64123	0.666607959	3.26636464	0.373795761	0.022283651	519	307131
21374	VE Peribronchial	Vascular-Endothelial	ADGRL4	ADGRL4	64123	1.360660429	5.357784552	0.792307692	0.017639166	2080	305570
370	AT1	Epithelial	ADGRV1	ADGRV1	84059	0.415211702	1.846169594	0.331433998	0.072616497	1053	306597
865	AT2	Epithelial	ADGRV1	ADGRV1	84059	0.678805711	3.003519142	0.590507448	0.066759086	3961	303689
3305	Ciliated	Epithelial	ADGRV1	ADGRV1	84059	0.760963313	3.342685497	0.62605042	0.055858183	9520	298130
